Time ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 12:17:32 UTC 2014,0.24,2.0,,
Thu Feb 20 12:17:38 UTC 2014,0.24,2.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:17:45 UTC 2014,9.9539,2.6984,0.24,0.8,2.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:17:55 UTC 2014,9.9539,4.0864,0.24,0.8,2.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:18:05 UTC 2014,9.9478,5.1304,0.24,0.8,2.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:18:16 UTC 2014,9.9478,5.0478,0.24,0.8,2.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:18:26 UTC 2014,9.9478,2.8854,0.24,0.7667,2.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:18:36 UTC 2014,9.9539,2.8856,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:18:41 UTC 2014,9.9539,4.7787,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:18:46 UTC 2014,9.9539,4.6787,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:18:51 UTC 2014,9.9539,3.0926,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:18:56 UTC 2014,9.9539,3.0926,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:01 UTC 2014,9.9539,2.5959,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:07 UTC 2014,9.9478,2.6459,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:12 UTC 2014,9.9478,4.9843,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:17 UTC 2014,9.9478,4.9843,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:22 UTC 2014,9.9478,5.2812,0.24,0.7,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:27 UTC 2014,9.9478,5.2812,0.24,0.7,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:32 UTC 2014,9.9539,5.2812,0.24,0.7,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:37 UTC 2014,9.9539,6.4831,0.24,0.7,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:42 UTC 2014,9.9539,6.4831,0.24,0.7,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:47 UTC 2014,9.9539,6.483,0.24,0.8333,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:52 UTC 2014,9.9539,4.5028,0.24,0.8333,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:19:57 UTC 2014,9.9539,4.5028,0.24,0.8333,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:03 UTC 2014,9.9478,4.3011,0.24,0.8333,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:08 UTC 2014,9.9478,4.3011,0.24,0.8333,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:13 UTC 2014,9.9478,3.3495,0.24,0.8333,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:18 UTC 2014,9.9478,3.2995,0.24,0.8333,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:23 UTC 2014,9.9478,2.9828,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:28 UTC 2014,9.9478,2.9828,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:33 UTC 2014,9.9599,3.0329,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:38 UTC 2014,9.9599,5.6953,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:43 UTC 2014,9.9599,5.6953,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:48 UTC 2014,9.9599,3.814,0.24,0.6667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:54 UTC 2014,9.9599,3.814,0.24,0.6667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:20:59 UTC 2014,9.9599,3.814,0.24,0.6667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:04 UTC 2014,9.9539,3.1908,0.24,0.6667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:09 UTC 2014,9.9539,3.1908,0.24,0.6667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:14 UTC 2014,9.9539,5.9383,0.24,0.6667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:19 UTC 2014,9.9539,5.9883,0.24,0.6667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:24 UTC 2014,9.9539,4.3004,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:29 UTC 2014,9.9539,4.3004,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:34 UTC 2014,9.9599,4.2004,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:39 UTC 2014,9.9599,4.8321,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:44 UTC 2014,9.9599,4.8321,0.24,0.8,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:49 UTC 2014,9.9599,4.1275,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:21:55 UTC 2014,9.9599,4.1275,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:22:00 UTC 2014,9.9599,2.9705,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:22:05 UTC 2014,9.9539,2.9704,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:22:10 UTC 2014,9.9539,2.9704,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:22:15 UTC 2014,9.9539,5.718,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:22:20 UTC 2014,9.9539,5.7181,0.24,0.7667,2.0,CassandraNode_scaleOut,
Thu Feb 20 12:22:25 UTC 2014,9.9539,2.7431,0.24,0.7667,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:22:35 UTC 2014,9.9599,2.7431,0.24,0.7667,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:22:45 UTC 2014,9.9599,4.5724,0.24,0.7333,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:22:55 UTC 2014,9.9599,3.8494,0.24,0.7333,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:23:05 UTC 2014,9.9599,4.3489,0.24,0.7333,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:23:15 UTC 2014,9.9599,7.5625,0.24,0.7333,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:23:25 UTC 2014,9.9539,5.8134,0.24,0.8,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:23:35 UTC 2014,9.9599,5.7634,0.24,0.8,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:23:46 UTC 2014,9.9599,6.6966,0.24,0.6333,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:23:56 UTC 2014,9.9599,5.9857,0.24,0.6333,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:24:06 UTC 2014,9.9708,6.8725,0.24,0.6333,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:24:16 UTC 2014,9.9769,4.8071,0.24,0.6333,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:24:26 UTC 2014,9.9769,4.378,0.24,0.0,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:24:36 UTC 2014,9.9829,7.955,0.24,0.0,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:24:46 UTC 2014,10.0075,7.9049,0.24,0.3,2.0,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 12:24:56 UTC 2014,10.0075,9.5474,0.24,0.3,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:05 UTC 2014,10.0014,10.0908,0.24,0.3,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:10 UTC 2014,10.0014,10.0908,0.24,0.3,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:15 UTC 2014,10.0014,11.7015,0.24,0.3,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:20 UTC 2014,10.0014,11.7515,0.24,0.3,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:25 UTC 2014,10.0014,13.6163,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:30 UTC 2014,10.0014,13.6163,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:35 UTC 2014,10.0083,13.5664,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:41 UTC 2014,10.0083,10.8953,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:46 UTC 2014,10.0083,10.8953,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:51 UTC 2014,10.0083,10.902,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:25:56 UTC 2014,10.0083,10.902,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:01 UTC 2014,10.0083,12.1058,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:06 UTC 2014,10.0083,12.1058,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:11 UTC 2014,10.0083,12.1058,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:16 UTC 2014,10.0022,12.1106,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:21 UTC 2014,10.0022,12.1106,0.24,0.5667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:26 UTC 2014,10.0022,12.9196,0.24,0.7667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:31 UTC 2014,10.0022,12.9196,0.24,0.7667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:36 UTC 2014,10.0143,13.0197,0.24,0.7667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:41 UTC 2014,10.0143,12.4723,0.24,0.7667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:46 UTC 2014,9.972,12.4223,0.24,0.7667,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:51 UTC 2014,9.972,13.6448,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:26:56 UTC 2014,9.972,13.6448,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:02 UTC 2014,9.972,14.5547,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:07 UTC 2014,9.972,14.6046,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:12 UTC 2014,9.972,14.6046,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:17 UTC 2014,9.9724,21.7036,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:22 UTC 2014,9.9724,14.8088,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:27 UTC 2014,9.9724,14.8088,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:32 UTC 2014,9.9784,14.9091,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:37 UTC 2014,9.9784,14.9091,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:42 UTC 2014,9.9784,18.192,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:47 UTC 2014,9.9784,18.1418,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:52 UTC 2014,9.9784,18.1418,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:27:57 UTC 2014,9.9784,18.1418,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:28:02 UTC 2014,9.9784,18.0918,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:28:07 UTC 2014,9.9784,18.0918,0.24,0.7,2.0,CassandraNode_scaleIn,
Thu Feb 20 12:28:12 UTC 2014,9.9784,18.0918,0.24,0.7,2.0,CassandraNode_scaleIn,
