Time ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 10:21:50 UTC 2014,55.351,0.84,7.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:21:58 UTC 2014,55.5399,0.84,7.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:22:06 UTC 2014,55.8021,0.84,7.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:14 UTC 2014,56.0028,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:19 UTC 2014,52.6749,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:24 UTC 2014,50.8918,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:30 UTC 2014,50.1922,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:35 UTC 2014,50.1922,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:40 UTC 2014,49.3975,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:45 UTC 2014,50.4079,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:50 UTC 2014,50.8958,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:55 UTC 2014,47.0538,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:00 UTC 2014,44.9895,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:05 UTC 2014,51.2838,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:10 UTC 2014,51.3088,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:15 UTC 2014,51.3088,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:21 UTC 2014,56.0696,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:26 UTC 2014,19660.3398,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:31 UTC 2014,60.0876,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:36 UTC 2014,60.3808,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:41 UTC 2014,60.5023,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:46 UTC 2014,59.7685,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:51 UTC 2014,58.9655,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:56 UTC 2014,51.2291,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:01 UTC 2014,53.1201,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:06 UTC 2014,48.3715,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:11 UTC 2014,47.5951,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:16 UTC 2014,49.9626,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:22 UTC 2014,56.543,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:27 UTC 2014,56.8722,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:32 UTC 2014,57.3629,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:37 UTC 2014,57.4128,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:42 UTC 2014,57.2525,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:47 UTC 2014,50.609,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:52 UTC 2014,50.2687,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:57 UTC 2014,47.89,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:02 UTC 2014,49.8749,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:07 UTC 2014,50.9369,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:12 UTC 2014,50.9369,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:17 UTC 2014,49.3267,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:23 UTC 2014,48.6629,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:28 UTC 2014,50.0174,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:33 UTC 2014,50.281,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:38 UTC 2014,50.475,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:43 UTC 2014,48.723,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:48 UTC 2014,48.9816,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:53 UTC 2014,48.8194,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:58 UTC 2014,50.0011,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:03 UTC 2014,49.84,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:08 UTC 2014,50.7954,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:13 UTC 2014,50.4364,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:18 UTC 2014,50.4364,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:24 UTC 2014,51.9495,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:29 UTC 2014,51.7205,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:34 UTC 2014,51.7205,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:39 UTC 2014,52.9437,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:44 UTC 2014,52.776,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:49 UTC 2014,52.4377,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:54 UTC 2014,51.3626,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:59 UTC 2014,51.5903,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:04 UTC 2014,54.8167,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:09 UTC 2014,56.0294,0.96,8.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:14 UTC 2014,56.2291,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:23 UTC 2014,54.3348,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:31 UTC 2014,51.6699,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:39 UTC 2014,47.7789,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:47 UTC 2014,45.9476,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:55 UTC 2014,50.8871,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:03 UTC 2014,53.361,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:11 UTC 2014,53.2361,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:19 UTC 2014,53.2361,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:28 UTC 2014,46.981,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:36 UTC 2014,46.1488,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:44 UTC 2014,51.0014,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:52 UTC 2014,48.0036,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:00 UTC 2014,47.2215,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:08 UTC 2014,51.2035,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:17 UTC 2014,51.1657,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:25 UTC 2014,51.5849,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:33 UTC 2014,47.3831,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:41 UTC 2014,47.333,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:49 UTC 2014,50.1418,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:58 UTC 2014,49.4794,0.96,8.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:30:06 UTC 2014,50.5665,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:11 UTC 2014,49.1046,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:16 UTC 2014,49.1046,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:22 UTC 2014,55.3142,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:27 UTC 2014,54.6719,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:32 UTC 2014,55.1299,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:37 UTC 2014,52.0549,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:42 UTC 2014,53.6522,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:48 UTC 2014,53.6522,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:53 UTC 2014,55.938,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:30:58 UTC 2014,55.4999,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:03 UTC 2014,53.6782,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:09 UTC 2014,51.8449,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:14 UTC 2014,51.8449,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:19 UTC 2014,53.604,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:24 UTC 2014,54.9161,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:30 UTC 2014,53.4787,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:35 UTC 2014,54.0148,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:40 UTC 2014,53.9086,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:46 UTC 2014,55.2489,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:51 UTC 2014,54.6402,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:31:56 UTC 2014,53.505,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:02 UTC 2014,52.651,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:07 UTC 2014,53.0973,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:12 UTC 2014,54.6626,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:17 UTC 2014,53.741,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:22 UTC 2014,53.6787,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:28 UTC 2014,52.1135,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:33 UTC 2014,52.1135,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:38 UTC 2014,53.4856,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:43 UTC 2014,53.5348,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:49 UTC 2014,55.2494,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:54 UTC 2014,53.9921,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:32:59 UTC 2014,50.0969,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:04 UTC 2014,49.1222,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:10 UTC 2014,48.0402,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:15 UTC 2014,48.0402,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:20 UTC 2014,48.9764,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:25 UTC 2014,46.0964,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:30 UTC 2014,46.4281,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:36 UTC 2014,46.4281,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:41 UTC 2014,46.8922,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:46 UTC 2014,46.9861,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:52 UTC 2014,50.5895,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:33:57 UTC 2014,50.5895,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:02 UTC 2014,51.8315,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:07 UTC 2014,51.8315,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:13 UTC 2014,51.9007,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:18 UTC 2014,52.09,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:23 UTC 2014,52.9866,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:28 UTC 2014,55.2437,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:34 UTC 2014,55.2437,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:39 UTC 2014,54.7709,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:44 UTC 2014,54.7006,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:49 UTC 2014,55.0289,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:54 UTC 2014,55.3577,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:34:59 UTC 2014,55.3577,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:35:05 UTC 2014,55.2693,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:35:10 UTC 2014,55.1039,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:35:15 UTC 2014,52.9784,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:35:20 UTC 2014,53.8559,0.84,7.0,AppServer_scaleIn,
Fri Feb 21 10:35:26 UTC 2014,55.5247,0.84,7.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:34 UTC 2014,53.5727,0.84,7.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:42 UTC 2014,52.5093,0.84,7.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:51 UTC 2014,52.7578,0.84,7.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:59 UTC 2014,54.5239,0.84,7.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:07 UTC 2014,54.068,0.84,7.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:15 UTC 2014,52.8665,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:36:21 UTC 2014,52.8338,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:36:26 UTC 2014,53.342,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:36:31 UTC 2014,53.342,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:36:36 UTC 2014,53.342,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:36:42 UTC 2014,52.2981,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:36:47 UTC 2014,52.0035,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:36:52 UTC 2014,51.734,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:36:58 UTC 2014,51.709,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:03 UTC 2014,52.1558,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:08 UTC 2014,54.8706,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:13 UTC 2014,54.0863,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:19 UTC 2014,50.4228,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:24 UTC 2014,50.0462,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:29 UTC 2014,50.1647,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:34 UTC 2014,50.1647,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:39 UTC 2014,50.2384,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:45 UTC 2014,50.2384,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:50 UTC 2014,46.4822,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:37:55 UTC 2014,45.9458,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:00 UTC 2014,46.8342,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:06 UTC 2014,47.3127,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:11 UTC 2014,48.558,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:16 UTC 2014,48.3746,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:22 UTC 2014,48.6376,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:27 UTC 2014,47.1774,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:32 UTC 2014,47.9374,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:38 UTC 2014,47.9374,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:43 UTC 2014,46.296,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:48 UTC 2014,49.4384,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:53 UTC 2014,52.0882,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:38:59 UTC 2014,50.0917,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:04 UTC 2014,50.0917,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:09 UTC 2014,50.0762,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:14 UTC 2014,50.0762,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:20 UTC 2014,51.673,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:25 UTC 2014,52.9188,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:30 UTC 2014,52.7117,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:35 UTC 2014,50.3126,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:41 UTC 2014,50.1004,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:46 UTC 2014,53.3349,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:51 UTC 2014,53.5014,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:39:56 UTC 2014,51.2495,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:02 UTC 2014,52.2005,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:07 UTC 2014,52.2386,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:12 UTC 2014,52.4904,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:18 UTC 2014,52.3411,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:23 UTC 2014,51.7478,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:28 UTC 2014,49.2385,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:34 UTC 2014,49.1383,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:39 UTC 2014,49.1634,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:44 UTC 2014,50.0276,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:49 UTC 2014,52.3886,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:40:55 UTC 2014,51.2219,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:00 UTC 2014,54.2563,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:05 UTC 2014,45.7231,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:11 UTC 2014,44.7136,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:16 UTC 2014,44.7136,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:22 UTC 2014,48.3982,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:27 UTC 2014,52.5635,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:32 UTC 2014,53.7777,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:37 UTC 2014,53.7278,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:43 UTC 2014,53.9752,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:48 UTC 2014,53.4735,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:53 UTC 2014,53.4985,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:41:59 UTC 2014,53.9419,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:04 UTC 2014,55.1996,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:09 UTC 2014,54.2245,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:14 UTC 2014,52.6609,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:20 UTC 2014,52.6609,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:25 UTC 2014,55.1145,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:30 UTC 2014,50.2232,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:36 UTC 2014,50.2016,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:41 UTC 2014,52.0664,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:46 UTC 2014,54.2615,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:51 UTC 2014,54.8597,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:42:57 UTC 2014,54.8016,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:02 UTC 2014,54.6161,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:07 UTC 2014,53.5709,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:13 UTC 2014,53.5709,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:18 UTC 2014,53.7001,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:23 UTC 2014,55.3171,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:28 UTC 2014,55.7361,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:34 UTC 2014,56.7022,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:39 UTC 2014,56.6768,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:44 UTC 2014,56.1385,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:50 UTC 2014,55.8302,0.96,8.0,AppServer_scaleOut,
Fri Feb 21 10:43:55 UTC 2014,55.5677,0.96,8.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:03 UTC 2014,52.4279,0.96,8.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:11 UTC 2014,50.0201,0.96,8.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:20 UTC 2014,52.0361,0.96,8.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:28 UTC 2014,52.084,0.96,8.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:36 UTC 2014,49.6985,0.96,8.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:45 UTC 2014,50.5627,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:44:50 UTC 2014,51.451,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:44:55 UTC 2014,52.3538,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:00 UTC 2014,51.8814,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:06 UTC 2014,55.3733,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:11 UTC 2014,55.3733,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:17 UTC 2014,55.2346,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:22 UTC 2014,54.6086,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:27 UTC 2014,49.7475,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:33 UTC 2014,50.8964,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:38 UTC 2014,52.3265,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:43 UTC 2014,53.3591,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:49 UTC 2014,54.5494,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:54 UTC 2014,53.3482,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:45:59 UTC 2014,51.5962,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:05 UTC 2014,53.5908,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:10 UTC 2014,54.7435,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:15 UTC 2014,54.7733,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:21 UTC 2014,54.0124,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:26 UTC 2014,53.0868,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:31 UTC 2014,53.2946,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:37 UTC 2014,51.9307,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:42 UTC 2014,50.6826,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:47 UTC 2014,52.9085,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:53 UTC 2014,51.1467,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:46:58 UTC 2014,51.141,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:03 UTC 2014,50.5204,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:08 UTC 2014,49.3799,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:14 UTC 2014,49.4854,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:19 UTC 2014,47.7654,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:25 UTC 2014,54.1911,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:30 UTC 2014,55.9443,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:35 UTC 2014,55.4681,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:41 UTC 2014,52.0856,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:46 UTC 2014,50.5111,1.08,9.0,AppServer_scaleOut,
Fri Feb 21 10:47:51 UTC 2014,50.679,1.08,9.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:47:59 UTC 2014,53.3541,1.08,9.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:08 UTC 2014,51.3784,1.08,9.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:16 UTC 2014,49.7478,1.08,9.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:24 UTC 2014,51.6167,1.08,9.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:33 UTC 2014,50.0441,1.08,9.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:41 UTC 2014,50.2967,1.08,9.0,CassandraNode_scaleOut,
Fri Feb 21 10:48:49 UTC 2014,49.8341,1.2,10.0,CassandraNode_scaleOut,
Fri Feb 21 10:48:55 UTC 2014,49.7935,1.2,10.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:01 UTC 2014,50.2622,1.2,10.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:06 UTC 2014,48.0641,1.2,10.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:12 UTC 2014,49.8996,1.2,10.0,CassandraNode_scaleOut,
