Time ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 10:21:50 UTC 2014,50.828,0.24,2.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:21:58 UTC 2014,50.828,0.24,2.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:22:06 UTC 2014,53.2185,0.24,2.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:22:14 UTC 2014,53.2185,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:19 UTC 2014,53.2185,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:24 UTC 2014,53.2185,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:29 UTC 2014,54.0934,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:34 UTC 2014,54.0934,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:39 UTC 2014,54.0934,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:45 UTC 2014,54.9584,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:50 UTC 2014,55.6675,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:55 UTC 2014,55.6675,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:00 UTC 2014,55.6675,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:05 UTC 2014,55.6675,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:10 UTC 2014,55.6675,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:15 UTC 2014,55.6675,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:20 UTC 2014,56.7574,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:25 UTC 2014,78473.8383,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:30 UTC 2014,71.1716,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:35 UTC 2014,71.1716,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:40 UTC 2014,71.1716,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:45 UTC 2014,67.819,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:51 UTC 2014,67.2071,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:56 UTC 2014,67.2071,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:01 UTC 2014,42.9339,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:06 UTC 2014,42.9339,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:11 UTC 2014,42.9339,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:16 UTC 2014,45.8729,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:21 UTC 2014,61.9123,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:26 UTC 2014,61.9123,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:31 UTC 2014,61.9123,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:36 UTC 2014,61.9123,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:41 UTC 2014,61.9123,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:47 UTC 2014,62.831,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:52 UTC 2014,61.6847,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:57 UTC 2014,60.8086,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:02 UTC 2014,60.8086,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:07 UTC 2014,60.8086,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:12 UTC 2014,60.8086,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:17 UTC 2014,52.2751,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:22 UTC 2014,39.3951,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:27 UTC 2014,39.3951,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:32 UTC 2014,39.3951,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:38 UTC 2014,40.0712,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:43 UTC 2014,40.0712,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:48 UTC 2014,40.0712,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:53 UTC 2014,39.5217,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:58 UTC 2014,39.5217,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:03 UTC 2014,39.5217,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:08 UTC 2014,38.481,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:13 UTC 2014,38.2128,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:18 UTC 2014,38.2128,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:23 UTC 2014,40.7948,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:28 UTC 2014,40.7948,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:33 UTC 2014,40.7948,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:39 UTC 2014,40.7541,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:44 UTC 2014,37.9824,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:49 UTC 2014,37.9824,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:54 UTC 2014,37.9824,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:59 UTC 2014,38.8592,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:04 UTC 2014,38.8592,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:09 UTC 2014,40.9307,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:14 UTC 2014,41.7295,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:22 UTC 2014,41.7295,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:30 UTC 2014,42.5385,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:39 UTC 2014,42.8379,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:47 UTC 2014,42.8379,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:55 UTC 2014,42.8379,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:03 UTC 2014,44.0326,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:11 UTC 2014,44.0326,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:20 UTC 2014,44.0326,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:28 UTC 2014,37.2813,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:36 UTC 2014,36.1963,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:44 UTC 2014,36.1963,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:52 UTC 2014,36.1963,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:00 UTC 2014,44.9002,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:09 UTC 2014,44.9002,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:17 UTC 2014,44.9002,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:25 UTC 2014,45.7864,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:33 UTC 2014,45.7187,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:41 UTC 2014,45.7187,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:49 UTC 2014,45.7187,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:58 UTC 2014,49.7013,0.36,3.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:30:06 UTC 2014,55.8664,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:11 UTC 2014,55.8664,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:17 UTC 2014,55.8664,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:22 UTC 2014,47.1781,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:27 UTC 2014,44.9691,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:32 UTC 2014,44.9691,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:38 UTC 2014,44.9691,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:43 UTC 2014,44.9691,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:48 UTC 2014,44.9691,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:53 UTC 2014,45.4167,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:30:58 UTC 2014,43.6642,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:04 UTC 2014,43.6642,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:09 UTC 2014,43.6642,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:14 UTC 2014,43.6642,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:19 UTC 2014,43.6642,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:25 UTC 2014,43.227,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:30 UTC 2014,43.227,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:35 UTC 2014,43.227,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:41 UTC 2014,43.227,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:46 UTC 2014,43.227,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:51 UTC 2014,41.2525,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:31:57 UTC 2014,42.6267,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:02 UTC 2014,42.6267,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:07 UTC 2014,42.6267,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:12 UTC 2014,44.5827,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:17 UTC 2014,44.5827,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:23 UTC 2014,44.5827,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:28 UTC 2014,46.8819,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:33 UTC 2014,46.8819,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:39 UTC 2014,47.1999,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:44 UTC 2014,47.661,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:49 UTC 2014,47.661,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:54 UTC 2014,47.661,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:32:59 UTC 2014,39.3805,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:05 UTC 2014,39.4663,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:10 UTC 2014,39.4663,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:15 UTC 2014,39.4663,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:21 UTC 2014,39.7141,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:26 UTC 2014,39.9349,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:31 UTC 2014,40.3463,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:36 UTC 2014,40.3463,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:42 UTC 2014,40.3463,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:47 UTC 2014,40.1992,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:52 UTC 2014,40.1992,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:33:57 UTC 2014,40.1992,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:03 UTC 2014,38.5785,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:08 UTC 2014,38.5785,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:13 UTC 2014,36.6407,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:18 UTC 2014,36.9513,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:24 UTC 2014,36.7501,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:29 UTC 2014,36.7501,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:34 UTC 2014,36.7501,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:39 UTC 2014,36.7501,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:45 UTC 2014,41.7777,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:50 UTC 2014,42.1766,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:34:55 UTC 2014,42.1766,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:35:00 UTC 2014,42.1766,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:35:06 UTC 2014,42.1766,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:35:11 UTC 2014,42.1766,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:35:16 UTC 2014,35.451,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:35:22 UTC 2014,39.7084,0.36,3.0,AppServer_scaleIn,
Fri Feb 21 10:35:27 UTC 2014,39.7084,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:35 UTC 2014,39.7084,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:43 UTC 2014,47.1837,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:52 UTC 2014,47.1837,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:00 UTC 2014,47.1837,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:08 UTC 2014,41.5271,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:16 UTC 2014,41.5271,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:36:22 UTC 2014,41.4538,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:36:27 UTC 2014,41.4538,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:36:32 UTC 2014,41.4538,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:36:37 UTC 2014,41.4538,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:36:43 UTC 2014,42.4152,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:36:48 UTC 2014,42.4152,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:36:53 UTC 2014,42.0457,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:36:58 UTC 2014,42.0457,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:03 UTC 2014,42.0457,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:09 UTC 2014,40.6032,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:14 UTC 2014,39.9654,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:19 UTC 2014,39.9654,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:24 UTC 2014,37.8601,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:30 UTC 2014,32.0705,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:35 UTC 2014,32.0705,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:40 UTC 2014,32.0705,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:45 UTC 2014,32.0705,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:51 UTC 2014,32.0705,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:37:56 UTC 2014,38.2853,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:01 UTC 2014,43.7497,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:06 UTC 2014,43.7497,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:12 UTC 2014,43.7497,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:17 UTC 2014,43.7497,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:22 UTC 2014,43.7497,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:27 UTC 2014,38.6115,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:33 UTC 2014,38.6115,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:38 UTC 2014,38.6115,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:43 UTC 2014,38.6115,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:49 UTC 2014,39.5351,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:54 UTC 2014,41.0475,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:38:59 UTC 2014,45.7459,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:04 UTC 2014,45.7459,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:10 UTC 2014,45.7459,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:15 UTC 2014,45.7459,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:20 UTC 2014,45.7459,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:25 UTC 2014,45.317,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:31 UTC 2014,44.8598,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:36 UTC 2014,44.8598,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:41 UTC 2014,45.0113,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:47 UTC 2014,45.0113,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:52 UTC 2014,45.0113,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:39:57 UTC 2014,45.7709,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:03 UTC 2014,44.9845,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:08 UTC 2014,44.9845,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:13 UTC 2014,45.1151,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:18 UTC 2014,44.7807,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:24 UTC 2014,44.7807,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:29 UTC 2014,44.3887,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:34 UTC 2014,44.3887,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:39 UTC 2014,44.3887,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:45 UTC 2014,46.0749,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:50 UTC 2014,46.0749,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:40:55 UTC 2014,46.0749,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:01 UTC 2014,48.1169,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:06 UTC 2014,48.1169,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:11 UTC 2014,43.6772,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:17 UTC 2014,43.6772,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:22 UTC 2014,43.6772,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:28 UTC 2014,43.6772,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:33 UTC 2014,47.0385,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:38 UTC 2014,47.0385,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:43 UTC 2014,47.0385,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:49 UTC 2014,47.0385,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:54 UTC 2014,47.0385,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:41:59 UTC 2014,46.4922,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:05 UTC 2014,46.258,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:10 UTC 2014,46.258,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:15 UTC 2014,46.258,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:20 UTC 2014,46.258,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:25 UTC 2014,46.258,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:31 UTC 2014,43.324,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:36 UTC 2014,44.3989,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:42 UTC 2014,44.3989,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:47 UTC 2014,44.3989,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:52 UTC 2014,44.3989,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:42:57 UTC 2014,44.3989,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:03 UTC 2014,44.9129,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:08 UTC 2014,44.9129,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:13 UTC 2014,44.9129,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:19 UTC 2014,44.9129,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:24 UTC 2014,45.7342,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:29 UTC 2014,46.5829,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:34 UTC 2014,46.6713,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:40 UTC 2014,46.6713,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:45 UTC 2014,46.6713,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:50 UTC 2014,46.6989,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:43:56 UTC 2014,45.749,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:04 UTC 2014,45.5702,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:12 UTC 2014,45.5702,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:21 UTC 2014,45.5702,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:29 UTC 2014,47.1054,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:37 UTC 2014,47.1054,0.36,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:45 UTC 2014,46.0287,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:44:51 UTC 2014,45.9769,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:44:56 UTC 2014,45.5728,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:01 UTC 2014,45.5728,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:07 UTC 2014,45.5728,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:12 UTC 2014,45.5728,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:17 UTC 2014,45.5728,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:23 UTC 2014,42.3489,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:28 UTC 2014,45.4037,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:33 UTC 2014,45.4037,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:39 UTC 2014,45.4037,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:44 UTC 2014,44.4464,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:49 UTC 2014,44.4464,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:45:55 UTC 2014,42.8937,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:00 UTC 2014,42.8937,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:05 UTC 2014,42.8937,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:11 UTC 2014,42.5246,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:16 UTC 2014,43.0959,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:21 UTC 2014,43.0959,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:27 UTC 2014,43.0959,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:32 UTC 2014,43.7477,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:38 UTC 2014,43.7477,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:43 UTC 2014,43.599,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:48 UTC 2014,44.8548,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:54 UTC 2014,44.8548,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:46:59 UTC 2014,44.8548,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:04 UTC 2014,46.8853,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:09 UTC 2014,46.8853,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:15 UTC 2014,47.3072,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:20 UTC 2014,47.3072,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:25 UTC 2014,47.8791,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:31 UTC 2014,48.1552,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:36 UTC 2014,48.1552,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:41 UTC 2014,48.2295,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:47 UTC 2014,47.9688,0.36,3.0,AppServer_scaleOut,
Fri Feb 21 10:47:52 UTC 2014,47.3438,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:00 UTC 2014,47.3438,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:08 UTC 2014,46.624,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:17 UTC 2014,46.61,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:25 UTC 2014,45.832,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:33 UTC 2014,45.1324,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:41 UTC 2014,44.9133,0.36,3.0,CassandraNode_scaleOut,
Fri Feb 21 10:48:49 UTC 2014,43.5801,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:48:56 UTC 2014,46.3004,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:01 UTC 2014,46.3004,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:07 UTC 2014,46.1177,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:12 UTC 2014,49.2665,0.48,4.0,CassandraNode_scaleOut,
