Time ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 12:42:52 UTC 2014,9.2462,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:42:57 UTC 2014,10.999,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:43:02 UTC 2014,10.999,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:43:07 UTC 2014,10.999,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:43:12 UTC 2014,7.8392,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:43:18 UTC 2014,7.8392,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:43:23 UTC 2014,9.1001,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:43:28 UTC 2014,9.1001,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:43:33 UTC 2014,9.1001,0.12,1.0,CassandraNode_scaleIn,
Thu Feb 20 12:43:38 UTC 2014,9.4188,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:43:46 UTC 2014,9.4188,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:43:54 UTC 2014,9.879,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:44:02 UTC 2014,10.8108,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:44:10 UTC 2014,10.8108,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:44:18 UTC 2014,11.2563,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:44:26 UTC 2014,11.2563,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:44:34 UTC 2014,12.0879,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:44:42 UTC 2014,12.1514,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:44:48 UTC 2014,12.1514,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:44:53 UTC 2014,12.1514,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:44:58 UTC 2014,10.0304,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:03 UTC 2014,10.0304,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:08 UTC 2014,10.0304,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:13 UTC 2014,11.4885,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:18 UTC 2014,11.4885,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:23 UTC 2014,10.9201,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:28 UTC 2014,10.9201,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:33 UTC 2014,10.9201,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:39 UTC 2014,11.7352,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:44 UTC 2014,11.7352,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:49 UTC 2014,11.7352,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:54 UTC 2014,10.4733,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:45:59 UTC 2014,10.4733,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:04 UTC 2014,11.5768,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:09 UTC 2014,11.5768,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:14 UTC 2014,11.5768,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:19 UTC 2014,33.8693,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:24 UTC 2014,33.8693,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:29 UTC 2014,33.8693,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:35 UTC 2014,13.2735,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:40 UTC 2014,13.2735,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:45 UTC 2014,14.0845,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:50 UTC 2014,14.0845,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:46:55 UTC 2014,14.0845,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:00 UTC 2014,16.2028,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:05 UTC 2014,16.2028,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:10 UTC 2014,16.2028,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:16 UTC 2014,14.2285,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:22 UTC 2014,14.2285,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:27 UTC 2014,16.3673,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:32 UTC 2014,16.3673,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:37 UTC 2014,16.3673,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:43 UTC 2014,17.3695,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:48 UTC 2014,17.3695,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:53 UTC 2014,15.2152,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:47:59 UTC 2014,15.2152,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:05 UTC 2014,16.5996,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:10 UTC 2014,16.5996,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:15 UTC 2014,16.5996,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:20 UTC 2014,17.5175,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:26 UTC 2014,17.5175,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:31 UTC 2014,17.5175,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:36 UTC 2014,17.5649,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:41 UTC 2014,17.5649,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:47 UTC 2014,17.2,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:52 UTC 2014,17.2,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:48:57 UTC 2014,17.2,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:02 UTC 2014,18.3551,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:08 UTC 2014,18.3551,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:13 UTC 2014,18.7812,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:18 UTC 2014,18.7812,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:23 UTC 2014,17.7468,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:29 UTC 2014,17.7468,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:34 UTC 2014,17.7468,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:39 UTC 2014,17.1226,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:45 UTC 2014,17.1226,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:50 UTC 2014,17.1226,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:49:55 UTC 2014,27.7108,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:50:00 UTC 2014,27.7108,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:50:05 UTC 2014,16.8337,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:50:11 UTC 2014,16.8337,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:50:16 UTC 2014,16.8337,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:50:21 UTC 2014,16.349,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:50:26 UTC 2014,16.349,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:50:32 UTC 2014,15.9596,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:50:40 UTC 2014,15.9596,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:50:48 UTC 2014,16.7839,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:50:57 UTC 2014,14.2857,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:51:05 UTC 2014,14.2857,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:51:13 UTC 2014,14.343,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 12:51:21 UTC 2014,14.343,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:51:28 UTC 2014,16.5183,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:51:33 UTC 2014,16.5183,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:51:39 UTC 2014,14.3145,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:51:44 UTC 2014,14.3145,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:51:49 UTC 2014,14.3145,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:51:54 UTC 2014,14.1709,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:00 UTC 2014,14.1709,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:05 UTC 2014,14.4144,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:10 UTC 2014,14.4144,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:16 UTC 2014,14.4144,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:21 UTC 2014,15.8954,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:26 UTC 2014,15.8954,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:32 UTC 2014,15.8954,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:37 UTC 2014,15.4315,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:42 UTC 2014,14.3863,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:48 UTC 2014,14.3863,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:53 UTC 2014,14.3863,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:52:58 UTC 2014,14.9899,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:03 UTC 2014,14.9899,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:09 UTC 2014,14.9899,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:14 UTC 2014,18.794,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:19 UTC 2014,18.794,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:25 UTC 2014,14.5582,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:30 UTC 2014,14.5582,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:35 UTC 2014,14.5582,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:40 UTC 2014,14.5308,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:46 UTC 2014,14.5308,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:51 UTC 2014,14.5308,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:53:56 UTC 2014,16.2325,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:01 UTC 2014,16.2325,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:07 UTC 2014,16.9509,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:12 UTC 2014,16.9509,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:17 UTC 2014,25.4745,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:22 UTC 2014,25.4745,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:28 UTC 2014,25.4745,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:33 UTC 2014,25.4745,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:38 UTC 2014,18.7751,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:44 UTC 2014,26.5388,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:49 UTC 2014,26.5388,0.12,1.0,CassandraNode_scaleOut,
Thu Feb 20 12:54:55 UTC 2014,26.5388,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:00 UTC 2014,19.1575,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:05 UTC 2014,19.1575,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:10 UTC 2014,19.1575,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:16 UTC 2014,20.0399,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:21 UTC 2014,20.0399,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:26 UTC 2014,19.9402,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:32 UTC 2014,19.9402,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:37 UTC 2014,22.7898,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:42 UTC 2014,22.7898,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:48 UTC 2014,22.7898,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:53 UTC 2014,22.7898,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:55:58 UTC 2014,19.5846,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:03 UTC 2014,18.6869,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:09 UTC 2014,18.6869,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:14 UTC 2014,18.6869,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:19 UTC 2014,22.0356,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:24 UTC 2014,22.0356,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:30 UTC 2014,22.0356,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:35 UTC 2014,20.1798,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:41 UTC 2014,20.1798,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:46 UTC 2014,21.9029,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:51 UTC 2014,21.9029,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:56:57 UTC 2014,22.4327,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:02 UTC 2014,22.4327,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:07 UTC 2014,22.4327,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:12 UTC 2014,22.333,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:18 UTC 2014,22.333,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:23 UTC 2014,22.333,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:29 UTC 2014,22.6547,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:34 UTC 2014,22.6547,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:40 UTC 2014,23.2863,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:46 UTC 2014,23.2863,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:51 UTC 2014,23.2863,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:57:56 UTC 2014,23.6473,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:02 UTC 2014,23.6473,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:07 UTC 2014,23.2072,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:13 UTC 2014,23.2072,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:18 UTC 2014,23.2373,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:24 UTC 2014,23.2373,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:29 UTC 2014,23.2373,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:34 UTC 2014,21.9561,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:40 UTC 2014,21.9561,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:45 UTC 2014,23.2143,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:50 UTC 2014,23.2143,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:58:55 UTC 2014,23.2143,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:01 UTC 2014,23.3068,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:06 UTC 2014,23.3068,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:11 UTC 2014,23.3068,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:17 UTC 2014,24.3513,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:22 UTC 2014,24.3513,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:27 UTC 2014,24.5264,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:33 UTC 2014,24.5264,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:38 UTC 2014,24.5264,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:43 UTC 2014,22.1125,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:49 UTC 2014,22.1125,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:54 UTC 2014,22.1125,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 12:59:59 UTC 2014,22.4308,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 13:00:04 UTC 2014,22.4308,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 13:00:12 UTC 2014,22.4308,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 13:00:18 UTC 2014,21.6,0.12,1.0,AppServer_scaleIn,
Thu Feb 20 13:00:23 UTC 2014,19.4417,0.12,1.0,AppServer_scaleIn,
