65.2306,0.24,15,34.163,1.3,2
76.0398,0.24,15.5,34.163,1.3,2
76.0398,0.24,15.5,34.163,1.3,2
70.2136,0.24,14.5,34.9589,1.3667,2
70.2136,0.24,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
68.1748,0.36,15,34.8528,1.2462,3
69.1049,0.36,15,35.2754,1.2,3
69.1049,0.36,15,35.2754,1.2,3
69.1049,0.36,15,35.2754,1.2,3
69.1049,0.36,15,35.2754,1.2,3
69.1049,0.36,15,35.2754,1.2,3
69.1049,0.36,15,35.2754,1.2,3
69.1049,0.36,15,35.2754,1.2,3
69.1049,0.36,15,35.2754,1.2,3
