Time ,cpuUsage ,cost ,currentThreadsBusy ,memUsed ,requestThroughput ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 14:17:02 UTC 2014,76.0398,0.24,15.5,34.163,1.3,2,AppServer_scaleOut,AppServer
Fri Feb 21 14:17:14 UTC 2014,70.2136,0.24,14.5,34.9589,1.3667,2,AppServer_scaleOut,AppServer
Fri Feb 21 14:17:25 UTC 2014,70.2136,0.24,15,34.8528,1.2462,3,,
Fri Feb 21 14:17:35 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:17:42 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:17:48 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:17:54 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:18:01 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:18:06 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:18:13 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:18:20 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:18:26 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:18:34 UTC 2014,68.1748,0.36,15,34.8528,1.2462,3,,
Fri Feb 21 14:18:41 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:18:46 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:18:53 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:00 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:06 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:13 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:20 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:26 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:32 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:38 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:45 UTC 2014,69.1049,0.36,15,35.2754,1.2,3,,
Fri Feb 21 14:19:52 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:19:59 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:05 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:11 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:17 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:23 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:29 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:35 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:42 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:49 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:20:55 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,,
Fri Feb 21 14:21:01 UTC 2014,84.5237,0.36,22,37.7315,1.6121,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:14 UTC 2014,79.156,0.36,18.6667,35.8433,2.0576,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:27 UTC 2014,70.1846,0.36,17.6667,35.8704,1.9875,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:40 UTC 2014,70.1846,0.36,17.6667,35.8704,1.9875,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:51 UTC 2014,75.5583,0.36,16,34.5593,1.9188,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:22:03 UTC 2014,75.5583,0.36,16,34.5593,1.9188,3,,
Fri Feb 21 14:22:15 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:22:20 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:22:27 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:22:34 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:22:40 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:22:46 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:22:52 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:22:59 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:23:05 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:23:11 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:23:16 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:23:23 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:23:31 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:23:37 UTC 2014,63.4777,0.36,16.6667,35.7669,1.7151,3,,
Fri Feb 21 14:23:43 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:23:50 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:23:56 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:04 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:10 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:16 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:22 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:29 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:35 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:42 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:48 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:24:54 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:25:01 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:25:07 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:25:13 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:25:21 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:25:26 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:25:33 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:25:39 UTC 2014,75.8699,0.36,13.6667,30.923,2.157,3,,
Fri Feb 21 14:25:45 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:25:51 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:25:59 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:26:05 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:26:12 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:26:20 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:26:26 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:26:34 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:26:42 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:26:48 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:26:54 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:27:01 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:27:07 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:27:14 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:27:20 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:27:26 UTC 2014,66.5474,0.36,14,32.352,1.9452,3,,
Fri Feb 21 14:27:33 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:27:39 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:27:45 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:27:53 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:27:59 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:06 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:13 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:20 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:26 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:33 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:41 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:47 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:53 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:28:59 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:29:06 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,,
Fri Feb 21 14:29:14 UTC 2014,61.6243,0.36,17,36.1821,1.9774,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:29:27 UTC 2014,75.5762,0.36,17.3333,36.5162,1.8452,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:29:39 UTC 2014,75.5762,0.36,17.3333,36.5162,1.8452,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:29:51 UTC 2014,68.1265,0.36,16.6667,35.8002,1.9025,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:03 UTC 2014,68.1265,0.36,16.6667,35.8002,1.9025,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:17 UTC 2014,68.1265,0.36,16,33.9157,2.0129,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:29 UTC 2014,73.8953,0.36,16,33.9157,2.0129,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:41 UTC 2014,63.0571,0.36,16,35.8746,1.9806,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:53 UTC 2014,63.0571,0.36,16,35.8746,1.9806,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:06 UTC 2014,63.0571,0.36,16,35.8746,1.9806,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:18 UTC 2014,72.1345,0.36,16.6667,34.7326,1.914,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:30 UTC 2014,72.1345,0.36,16.6667,34.7326,1.914,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:43 UTC 2014,67.3973,0.36,15.6667,34.543,1.8914,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:54 UTC 2014,67.3973,0.36,15.6667,34.543,1.8914,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:06 UTC 2014,69.4979,0.36,16,34.2908,1.8667,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:18 UTC 2014,69.4979,0.36,15.6667,33.2815,1.8796,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:30 UTC 2014,73.4005,0.36,15.6667,33.2815,1.8796,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:43 UTC 2014,73.4005,0.36,15.6667,33.2815,1.8796,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:56 UTC 2014,65.6667,0.36,15.3333,33.9951,1.8583,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:08 UTC 2014,65.6667,0.36,15.3333,33.9951,1.8583,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:20 UTC 2014,71.2154,0.36,14.6667,33.1586,1.8,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:34 UTC 2014,71.2154,0.36,14.6667,33.1586,1.8,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:46 UTC 2014,65.9147,0.36,14.3333,33.6801,1.9,3,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:59 UTC 2014,65.9147,0.36,14.3333,33.6801,1.9,3,,
Fri Feb 21 14:34:05 UTC 2014,65.9147,0.36,14.3333,33.6801,1.9,3,,
Fri Feb 21 14:34:13 UTC 2014,65.9147,0.36,14.3333,33.6801,1.9,3,,
Fri Feb 21 14:34:19 UTC 2014,65.9147,0.36,14.3333,33.6801,1.9,3,,
Fri Feb 21 14:34:25 UTC 2014,65.9147,0.36,14.3333,33.6801,1.9,3,,
Fri Feb 21 14:34:33 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:34:40 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:34:47 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:34:53 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:00 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:05 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:11 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:18 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:24 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:30 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:36 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:43 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:49 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:35:55 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:36:02 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:36:09 UTC 2014,70.2352,0.36,13.6667,32.5648,1.9452,3,,
Fri Feb 21 14:36:15 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:36:23 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:36:29 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:36:35 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:36:41 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:36:47 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:36:53 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:36:59 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:05 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:12 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:18 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:25 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:31 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:37 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:43 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:49 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:37:55 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:38:03 UTC 2014,75.0595,0.36,14.3333,31.7807,1.8258,3,,
Fri Feb 21 14:38:08 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:38:16 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:38:23 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:38:30 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:38:36 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:38:43 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:38:51 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:38:56 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:39:03 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:39:09 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:39:15 UTC 2014,63.4178,0.36,17,34.8271,2.0129,3,,
Fri Feb 21 14:39:22 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:39:28 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:39:34 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:39:40 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:39:46 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:39:52 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:39:58 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:04 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:11 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:17 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:22 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:29 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:35 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:43 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:49 UTC 2014,79.1082,0.36,16.6667,36.889,1.9,3,,
Fri Feb 21 14:40:55 UTC 2014,79.4003,0.36,17,35.8045,1.9903,3,,
Fri Feb 21 14:41:00 UTC 2014,79.4003,0.36,17,35.8045,1.9903,3,,
Fri Feb 21 14:41:06 UTC 2014,79.4003,0.36,17,35.8045,1.9903,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:41:20 UTC 2014,73.6022,0.36,16.6667,36.5856,1.828,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:41:31 UTC 2014,73.6022,0.36,16.6667,36.5856,1.828,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:41:43 UTC 2014,72.1375,0.36,17,36.4971,1.7667,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:41:57 UTC 2014,72.1375,0.36,17,36.4971,1.7667,3,,
Fri Feb 21 14:42:07 UTC 2014,72.1375,0.36,17,36.4971,1.7667,3,,
Fri Feb 21 14:42:13 UTC 2014,72.1375,0.36,17,36.4971,1.7667,3,,
Fri Feb 21 14:42:19 UTC 2014,72.1375,0.36,17,36.4971,1.7667,3,,
Fri Feb 21 14:42:25 UTC 2014,72.1375,0.36,17,36.4971,1.7667,3,,
Fri Feb 21 14:42:31 UTC 2014,72.1375,0.36,17,36.4971,1.7667,3,,
Fri Feb 21 14:42:38 UTC 2014,72.1375,0.36,17,36.4971,1.7667,3,,
Fri Feb 21 14:42:44 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,,
Fri Feb 21 14:42:50 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,,
Fri Feb 21 14:42:56 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,,
Fri Feb 21 14:43:03 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,,
Fri Feb 21 14:43:10 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,,
Fri Feb 21 14:43:17 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,,
Fri Feb 21 14:43:25 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,,
Fri Feb 21 14:43:31 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,,
Fri Feb 21 14:43:37 UTC 2014,74.4098,0.36,17,35.1405,2.0817,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:43:51 UTC 2014,77.6032,0.36,17,35.5203,1.9473,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:44:05 UTC 2014,77.6032,0.36,17,35.5203,1.8667,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:44:17 UTC 2014,61.8912,0.36,17.3333,36.2556,1.8667,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:44:29 UTC 2014,61.8912,0.36,17.3333,36.2556,1.8667,3,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:44:41 UTC 2014,61.8912,0.36,17.3333,36.2556,1.8667,3,,
Fri Feb 21 14:44:49 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:44:57 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:04 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:10 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:18 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:23 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:33 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:40 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:47 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,,
Fri Feb 21 14:45:54 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,,
Fri Feb 21 14:46:00 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:46:16 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:46:28 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:46:40 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:46:52 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:47:05 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:47:17 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:47:29 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,,
Fri Feb 21 14:47:35 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:47:41 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:47:47 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:47:56 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:05 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:12 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:18 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:23 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:33 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:39 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:47 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:48:54 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:00 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:07 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:13 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:18 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:24 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:29 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:49:35 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:49:41 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:49:50 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:49:55 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:04 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:09 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:15 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:23 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:29 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:36 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:42 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:49 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:55 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:51:03 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:51:09 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:51:15 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:51:24 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
