Time ,memUsage ,cpuUsage ,cost ,requestThroughput ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 14:13:09 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:15 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:24 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:31 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:36 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:43 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:49 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:54 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:00 UTC 2014,10.2543,28.5566,0.36,1.2452,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:06 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:11 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:20 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:27 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:34 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:40 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:46 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:53 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:14:59 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:15:06 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:15:12 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:15:18 UTC 2014,10.1274,35.4848,0.36,1.3,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:15:24 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:15:31 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:15:37 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:15:44 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:15:53 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:16:01 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:16:08 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:16:14 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:16:23 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:16:30 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,CassandraNode_scaleOut,
Fri Feb 21 14:16:36 UTC 2014,10.1274,32.6654,0.36,1.3086,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:16:48 UTC 2014,10.1213,38.1697,0.36,1.3,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:16:59 UTC 2014,10.1213,38.1697,0.36,1.3,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:17:10 UTC 2014,10.1274,35.1568,0.36,1.3667,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:17:22 UTC 2014,10.1274,35.1568,0.36,1.3667,3.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:17:33 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:17:40 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:17:46 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:17:52 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:17:59 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:05 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:11 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:17 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:24 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:33 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:39 UTC 2014,10.1213,34.1374,0.48,1.2462,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:45 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:52 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:18:59 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:05 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:11 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:17 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:23 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:29 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:35 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:41 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:47 UTC 2014,10.1213,34.6024,0.48,1.2,4.0,AppServer_scaleOut,
Fri Feb 21 14:19:53 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:01 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:07 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:13 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:19 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:26 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:34 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:40 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:46 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:20:53 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,AppServer_scaleOut,
Fri Feb 21 14:21:01 UTC 2014,10.1095,42.3118,0.48,1.6121,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:12 UTC 2014,10.1155,39.6781,0.48,2.0576,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:24 UTC 2014,10.1155,35.1924,0.48,1.9875,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:35 UTC 2014,10.1155,35.1924,0.48,1.9875,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:47 UTC 2014,10.1215,37.8292,0.48,1.9188,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:21:57 UTC 2014,10.1215,37.8292,0.48,1.9188,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:22:08 UTC 2014,10.1215,37.8292,0.48,1.9188,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:22:15 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:22:22 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:22:30 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:22:36 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:22:44 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:22:53 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:00 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:06 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:11 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:17 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:24 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:30 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:36 UTC 2014,10.1215,31.7889,0.48,1.7151,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:42 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:49 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:23:55 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:01 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:07 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:14 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:20 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:26 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:32 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:38 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:45 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:51 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:24:57 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:03 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:09 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:15 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:21 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:27 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:34 UTC 2014,10.1336,37.9349,0.48,2.157,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:42 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:48 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:25:55 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:01 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:07 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:13 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:19 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:26 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:31 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:38 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:44 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:52 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:26:58 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:03 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:10 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:16 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:23 UTC 2014,10.1397,33.3737,0.48,1.9452,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:30 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:36 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:43 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:49 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:27:55 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:02 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:10 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:16 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:22 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:30 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:36 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:44 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:52 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:28:59 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:29:05 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:29:12 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleOut,
Fri Feb 21 14:29:18 UTC 2014,10.1397,30.8621,0.48,1.9774,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:29:29 UTC 2014,10.1397,37.938,0.48,1.8452,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:29:40 UTC 2014,10.1397,37.938,0.48,1.8452,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:29:52 UTC 2014,10.1457,34.1134,0.48,1.9025,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:06 UTC 2014,10.1457,34.1134,0.48,1.9025,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:17 UTC 2014,10.1457,36.9477,0.48,2.0129,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:29 UTC 2014,10.1397,36.9477,0.48,2.0129,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:41 UTC 2014,10.1457,31.5787,0.48,1.9806,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:30:51 UTC 2014,10.1457,31.5787,0.48,1.9806,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:04 UTC 2014,10.1457,31.5787,0.48,1.9806,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:16 UTC 2014,10.1397,36.2174,0.48,1.914,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:27 UTC 2014,10.1397,36.2174,0.48,1.914,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:39 UTC 2014,10.1397,33.6986,0.48,1.8914,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:31:51 UTC 2014,10.1397,33.6986,0.48,1.8914,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:01 UTC 2014,10.1397,34.7991,0.48,1.8667,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:12 UTC 2014,10.1397,34.7991,0.48,1.8667,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:24 UTC 2014,10.1397,36.8003,0.48,1.8796,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:36 UTC 2014,10.1397,36.8003,0.48,1.8796,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:47 UTC 2014,10.1397,36.8003,0.48,1.8796,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:32:58 UTC 2014,10.1397,32.9333,0.48,1.8583,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:09 UTC 2014,10.1397,32.9333,0.48,1.8583,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:20 UTC 2014,10.1397,35.6578,0.48,1.8,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:33 UTC 2014,10.1397,35.6578,0.48,1.8,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:46 UTC 2014,10.1397,33.0574,0.48,1.9,4.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:33:57 UTC 2014,10.1397,33.0574,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:03 UTC 2014,10.1397,33.0574,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:09 UTC 2014,10.1397,33.0574,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:16 UTC 2014,10.1397,33.0574,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:22 UTC 2014,10.1397,33.0574,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:29 UTC 2014,10.1397,33.0574,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:34 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:41 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:48 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:34:54 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:01 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:06 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:13 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:19 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:25 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:31 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:37 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:43 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:50 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:35:56 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:03 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:10 UTC 2014,10.1397,35.1677,0.48,1.9452,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:16 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:24 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:31 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:37 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:43 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:49 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:36:55 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:01 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:07 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:13 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:19 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:26 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:32 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:39 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:45 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:37:53 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:00 UTC 2014,10.1397,37.7293,0.48,1.8258,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:06 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:11 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:19 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:25 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:32 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:40 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:46 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:38:53 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:00 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:06 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:13 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:21 UTC 2014,10.1393,31.859,0.48,2.0129,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:27 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:33 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:41 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:47 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:53 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:39:59 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:05 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:12 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:18 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:24 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:32 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:38 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:44 UTC 2014,10.1453,39.654,0.48,1.9,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:50 UTC 2014,10.1453,39.85,0.48,1.9903,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:40:56 UTC 2014,10.1453,39.85,0.48,1.9903,4.0,CassandraNode_scaleIn,
Fri Feb 21 14:41:01 UTC 2014,10.1453,39.85,0.48,1.9903,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:41:15 UTC 2014,10.1453,39.85,0.48,1.9903,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:41:26 UTC 2014,10.1393,36.8511,0.48,1.828,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:41:37 UTC 2014,10.1393,36.8511,0.48,1.828,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:41:48 UTC 2014,10.1453,36.169,0.48,1.7667,4.0,CassandraNode_scaleOut,CassandraNode
