Time ,cpuUsage ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 14:42:27 UTC 2014,49.6839,12,,
Thu Feb 20 14:42:33 UTC 2014,49.6839,12,,
Thu Feb 20 14:42:39 UTC 2014,49.6839,12,,
Thu Feb 20 14:42:44 UTC 2014,51.1785,12,,
Thu Feb 20 14:42:50 UTC 2014,51.1785,12,,
Thu Feb 20 14:42:55 UTC 2014,51.1785,12,,
Thu Feb 20 14:43:01 UTC 2014,51.1785,12,,
Thu Feb 20 14:43:06 UTC 2014,51.1785,12,,
Thu Feb 20 14:43:12 UTC 2014,53.784,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:43:19 UTC 2014,53.784,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:43:27 UTC 2014,53.3332,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:43:35 UTC 2014,53.3332,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:43:42 UTC 2014,49.655,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:43:50 UTC 2014,50.0448,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:43:57 UTC 2014,50.845,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:44:04 UTC 2014,49.9199,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:44:12 UTC 2014,50.1609,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:44:19 UTC 2014,50.1631,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:44:26 UTC 2014,47.0974,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:44:33 UTC 2014,47.781,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:44:41 UTC 2014,47.781,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:44:48 UTC 2014,49.5012,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:44:56 UTC 2014,49.5012,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:45:03 UTC 2014,48.8965,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:45:11 UTC 2014,51.5399,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:45:18 UTC 2014,53.0001,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:45:26 UTC 2014,53.0001,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:45:34 UTC 2014,53.2635,12,AppServer_scaleIn,AppServer
Thu Feb 20 14:45:41 UTC 2014,53.2635,12,,
Thu Feb 20 14:45:48 UTC 2014,57.6632,11,,
Thu Feb 20 14:45:54 UTC 2014,57.6632,11,,
Thu Feb 20 14:46:00 UTC 2014,56.0516,11,,
Thu Feb 20 14:46:05 UTC 2014,56.9924,11,,
Thu Feb 20 14:46:10 UTC 2014,56.9924,11,,
Thu Feb 20 14:46:16 UTC 2014,50.8598,11,,
Thu Feb 20 14:46:21 UTC 2014,50.8598,11,,
Thu Feb 20 14:46:27 UTC 2014,56.0804,11,,
Thu Feb 20 14:46:32 UTC 2014,56.0804,11,,
Thu Feb 20 14:46:38 UTC 2014,57.2663,11,,
Thu Feb 20 14:46:44 UTC 2014,57.2663,11,,
Thu Feb 20 14:46:49 UTC 2014,57.2663,11,,
Thu Feb 20 14:46:54 UTC 2014,57.2663,11,,
Thu Feb 20 14:47:00 UTC 2014,56.2412,11,,
Thu Feb 20 14:47:06 UTC 2014,56.2412,11,,
Thu Feb 20 14:47:11 UTC 2014,51.9118,11,,
Thu Feb 20 14:47:16 UTC 2014,51.9118,11,,
Thu Feb 20 14:47:22 UTC 2014,51.9118,11,,
Thu Feb 20 14:47:27 UTC 2014,50.1572,11,,
Thu Feb 20 14:47:32 UTC 2014,51.7474,11,,
Thu Feb 20 14:47:38 UTC 2014,49.3562,11,,
Thu Feb 20 14:47:43 UTC 2014,49.3562,11,,
Thu Feb 20 14:47:49 UTC 2014,49.5181,11,,
Thu Feb 20 14:47:54 UTC 2014,49.5181,11,,
Thu Feb 20 14:47:59 UTC 2014,45.957,11,,
Thu Feb 20 14:48:05 UTC 2014,45.957,11,,
Thu Feb 20 14:48:10 UTC 2014,43.2678,11,,
Thu Feb 20 14:48:15 UTC 2014,43.2678,11,,
Thu Feb 20 14:48:21 UTC 2014,43.2678,11,,
Thu Feb 20 14:48:26 UTC 2014,49.2578,11,,
Thu Feb 20 14:48:32 UTC 2014,49.2578,11,,
Thu Feb 20 14:48:37 UTC 2014,49.2578,11,,
Thu Feb 20 14:48:44 UTC 2014,49.2578,11,,
Thu Feb 20 14:48:49 UTC 2014,51.4909,11,,
Thu Feb 20 14:48:54 UTC 2014,51.4909,11,,
Thu Feb 20 14:49:00 UTC 2014,51.4909,11,,
Thu Feb 20 14:49:05 UTC 2014,51.4909,11,,
Thu Feb 20 14:49:11 UTC 2014,51.4909,11,,
Thu Feb 20 14:49:16 UTC 2014,54.1661,11,,
Thu Feb 20 14:49:22 UTC 2014,54.1661,11,,
Thu Feb 20 14:49:27 UTC 2014,54.1661,11,,
Thu Feb 20 14:49:33 UTC 2014,54.1661,11,,
Thu Feb 20 14:49:38 UTC 2014,45.475,11,,
Thu Feb 20 14:49:43 UTC 2014,45.475,11,,
Thu Feb 20 14:49:49 UTC 2014,45.475,11,,
Thu Feb 20 14:49:54 UTC 2014,45.475,11,,
Thu Feb 20 14:50:00 UTC 2014,54.5156,11,,
Thu Feb 20 14:50:05 UTC 2014,54.5156,11,,
Thu Feb 20 14:50:10 UTC 2014,54.5156,11,,
Thu Feb 20 14:50:16 UTC 2014,53.9525,11,,
Thu Feb 20 14:50:21 UTC 2014,53.9525,11,,
Thu Feb 20 14:50:27 UTC 2014,53.955,11,,
Thu Feb 20 14:50:32 UTC 2014,53.8037,11,,
Thu Feb 20 14:50:37 UTC 2014,53.8037,11,,
Thu Feb 20 14:50:43 UTC 2014,53.7246,11,,
Thu Feb 20 14:50:48 UTC 2014,53.7246,11,,
Thu Feb 20 14:50:54 UTC 2014,51.1557,11,,
Thu Feb 20 14:50:59 UTC 2014,51.2618,11,,
Thu Feb 20 14:51:04 UTC 2014,50.6868,11,,
Thu Feb 20 14:51:09 UTC 2014,52.3934,11,,
Thu Feb 20 14:51:14 UTC 2014,50.1517,11,,
Thu Feb 20 14:51:19 UTC 2014,44.2072,11,,
Thu Feb 20 14:51:25 UTC 2014,44.2072,11,,
Thu Feb 20 14:51:30 UTC 2014,44.2072,11,,
Thu Feb 20 14:51:36 UTC 2014,42.8436,11,,
Thu Feb 20 14:51:41 UTC 2014,42.8436,11,,
Thu Feb 20 14:51:47 UTC 2014,44.3037,11,,
Thu Feb 20 14:51:52 UTC 2014,44.3037,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:52:00 UTC 2014,45.4295,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:52:07 UTC 2014,45.4295,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:52:15 UTC 2014,49.0465,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:52:23 UTC 2014,50.0115,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:52:30 UTC 2014,51.1604,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:52:38 UTC 2014,51.1604,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:52:45 UTC 2014,50.3352,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:52:53 UTC 2014,49.7348,12,,
Thu Feb 20 14:52:58 UTC 2014,53.0557,12,,
Thu Feb 20 14:53:04 UTC 2014,52.7365,12,,
Thu Feb 20 14:53:09 UTC 2014,52.7365,12,,
Thu Feb 20 14:53:14 UTC 2014,47.8201,12,,
Thu Feb 20 14:53:21 UTC 2014,47.8201,12,,
Thu Feb 20 14:53:26 UTC 2014,47.8201,12,,
Thu Feb 20 14:53:32 UTC 2014,50.0841,12,,
Thu Feb 20 14:53:37 UTC 2014,50.2855,12,,
Thu Feb 20 14:53:42 UTC 2014,50.2855,12,,
Thu Feb 20 14:53:47 UTC 2014,52.0685,12,,
Thu Feb 20 14:53:52 UTC 2014,52.0685,12,,
Thu Feb 20 14:53:58 UTC 2014,51.6684,12,,
Thu Feb 20 14:54:03 UTC 2014,51.6684,12,,
Thu Feb 20 14:54:08 UTC 2014,51.636,12,,
Thu Feb 20 14:54:14 UTC 2014,51.636,12,,
Thu Feb 20 14:54:19 UTC 2014,51.0235,12,,
Thu Feb 20 14:54:24 UTC 2014,51.0235,12,,
Thu Feb 20 14:54:30 UTC 2014,51.0235,12,,
Thu Feb 20 14:54:35 UTC 2014,51.0235,12,,
Thu Feb 20 14:54:41 UTC 2014,51.0235,12,,
Thu Feb 20 14:54:46 UTC 2014,51.6692,12,,
Thu Feb 20 14:54:51 UTC 2014,51.6692,12,,
Thu Feb 20 14:54:57 UTC 2014,51.6692,12,,
Thu Feb 20 14:55:02 UTC 2014,51.6692,12,,
Thu Feb 20 14:55:08 UTC 2014,51.6692,12,,
Thu Feb 20 14:55:14 UTC 2014,55.7824,12,,
Thu Feb 20 14:55:20 UTC 2014,55.7824,12,,
Thu Feb 20 14:55:26 UTC 2014,55.7824,12,,
Thu Feb 20 14:55:31 UTC 2014,55.7824,12,,
Thu Feb 20 14:55:37 UTC 2014,55.7824,12,,
Thu Feb 20 14:55:42 UTC 2014,52.169,12,,
Thu Feb 20 14:55:48 UTC 2014,52.169,12,,
Thu Feb 20 14:55:54 UTC 2014,52.169,12,,
Thu Feb 20 14:55:59 UTC 2014,52.169,12,,
Thu Feb 20 14:56:05 UTC 2014,53.2088,12,,
Thu Feb 20 14:56:10 UTC 2014,53.2088,12,,
Thu Feb 20 14:56:16 UTC 2014,53.2088,12,,
Thu Feb 20 14:56:21 UTC 2014,53.2088,12,,
Thu Feb 20 14:56:27 UTC 2014,51.6371,12,,
Thu Feb 20 14:56:32 UTC 2014,51.6371,12,,
Thu Feb 20 14:56:38 UTC 2014,52.1114,12,,
Thu Feb 20 14:56:43 UTC 2014,52.1114,12,,
Thu Feb 20 14:56:48 UTC 2014,52.1114,12,,
Thu Feb 20 14:56:54 UTC 2014,52.1114,12,,
Thu Feb 20 14:56:59 UTC 2014,50.9827,12,,
Thu Feb 20 14:57:05 UTC 2014,50.9827,12,,
Thu Feb 20 14:57:11 UTC 2014,50.9827,12,,
Thu Feb 20 14:57:16 UTC 2014,50.9827,12,,
Thu Feb 20 14:57:22 UTC 2014,51.1665,12,,
Thu Feb 20 14:57:27 UTC 2014,51.5951,12,,
Thu Feb 20 14:57:32 UTC 2014,51.5951,12,,
Thu Feb 20 14:57:38 UTC 2014,51.7871,12,,
Thu Feb 20 14:57:43 UTC 2014,51.7871,12,,
Thu Feb 20 14:57:49 UTC 2014,51.7871,12,,
Thu Feb 20 14:57:54 UTC 2014,51.7871,12,,
Thu Feb 20 14:58:00 UTC 2014,51.7871,12,,
Thu Feb 20 14:58:05 UTC 2014,52.4682,12,,
Thu Feb 20 14:58:11 UTC 2014,52.4682,12,,
Thu Feb 20 14:58:17 UTC 2014,52.4682,12,,
Thu Feb 20 14:58:22 UTC 2014,52.4682,12,,
Thu Feb 20 14:58:27 UTC 2014,52.4682,12,,
Thu Feb 20 14:58:33 UTC 2014,52.4682,12,,
Thu Feb 20 14:58:38 UTC 2014,52.2615,12,,
Thu Feb 20 14:58:44 UTC 2014,52.2615,12,,
Thu Feb 20 14:58:49 UTC 2014,52.2615,12,,
Thu Feb 20 14:58:55 UTC 2014,51.8982,12,,
Thu Feb 20 14:59:00 UTC 2014,51.8982,12,,
Thu Feb 20 14:59:06 UTC 2014,51.8982,12,,
Thu Feb 20 14:59:11 UTC 2014,51.8982,12,,
Thu Feb 20 14:59:17 UTC 2014,52.1574,12,,
Thu Feb 20 14:59:22 UTC 2014,52.1574,12,,
Thu Feb 20 14:59:28 UTC 2014,52.1574,12,,
Thu Feb 20 14:59:33 UTC 2014,52.1574,12,,
Thu Feb 20 14:59:39 UTC 2014,52.1574,12,,
Thu Feb 20 14:59:44 UTC 2014,52.1697,12,,
Thu Feb 20 14:59:50 UTC 2014,52.1697,12,,
Thu Feb 20 14:59:55 UTC 2014,52.1697,12,,
Thu Feb 20 15:00:00 UTC 2014,52.1697,12,,
Thu Feb 20 15:00:06 UTC 2014,52.1697,12,,
Thu Feb 20 15:00:11 UTC 2014,52.1697,12,,
Thu Feb 20 15:00:17 UTC 2014,51.7022,12,,
Thu Feb 20 15:00:22 UTC 2014,51.7022,12,,
Thu Feb 20 15:00:28 UTC 2014,51.7022,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:00:36 UTC 2014,53.2304,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:00:43 UTC 2014,53.2304,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:00:51 UTC 2014,51.0349,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:00:58 UTC 2014,51.0349,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:01:06 UTC 2014,48.7524,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:01:13 UTC 2014,48.7524,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:01:21 UTC 2014,52.3227,12,,
Thu Feb 20 15:01:28 UTC 2014,52.3227,12,,
Thu Feb 20 15:01:33 UTC 2014,53.3354,13,,
Thu Feb 20 15:01:38 UTC 2014,53.0993,13,,
Thu Feb 20 15:01:43 UTC 2014,55.0589,13,,
Thu Feb 20 15:01:48 UTC 2014,53.3276,13,,
Thu Feb 20 15:01:54 UTC 2014,53.3735,13,,
Thu Feb 20 15:01:59 UTC 2014,53.2603,13,,
Thu Feb 20 15:02:04 UTC 2014,52.9564,13,,
Thu Feb 20 15:02:09 UTC 2014,52.9564,13,,
Thu Feb 20 15:02:15 UTC 2014,50.0399,13,,
Thu Feb 20 15:02:20 UTC 2014,49.4752,13,,
Thu Feb 20 15:02:25 UTC 2014,51.0748,13,,
Thu Feb 20 15:02:31 UTC 2014,52.1417,13,,
Thu Feb 20 15:02:36 UTC 2014,52.1417,13,,
Thu Feb 20 15:02:41 UTC 2014,52.5414,13,,
Thu Feb 20 15:02:47 UTC 2014,52.5414,13,,
Thu Feb 20 15:02:52 UTC 2014,52.5414,13,,
Thu Feb 20 15:02:58 UTC 2014,52.5414,13,,
Thu Feb 20 15:03:03 UTC 2014,52.5414,13,,
Thu Feb 20 15:03:09 UTC 2014,53.467,13,,
Thu Feb 20 15:03:15 UTC 2014,53.467,13,,
Thu Feb 20 15:03:20 UTC 2014,53.467,13,,
Thu Feb 20 15:03:26 UTC 2014,50.8587,13,,
Thu Feb 20 15:03:31 UTC 2014,50.8587,13,,
Thu Feb 20 15:03:36 UTC 2014,52.7119,13,,
Thu Feb 20 15:03:42 UTC 2014,52.7119,13,,
Thu Feb 20 15:03:47 UTC 2014,54.179,13,,
Thu Feb 20 15:03:52 UTC 2014,54.179,13,,
Thu Feb 20 15:03:58 UTC 2014,52.5216,13,,
Thu Feb 20 15:04:03 UTC 2014,52.5216,13,,
Thu Feb 20 15:04:08 UTC 2014,53.2678,13,,
Thu Feb 20 15:04:13 UTC 2014,53.2678,13,,
Thu Feb 20 15:04:19 UTC 2014,54.0161,13,,
Thu Feb 20 15:04:24 UTC 2014,54.0161,13,,
Thu Feb 20 15:04:29 UTC 2014,53.0317,13,,
Thu Feb 20 15:04:34 UTC 2014,53.0317,13,,
Thu Feb 20 15:04:40 UTC 2014,51.1582,13,,
Thu Feb 20 15:04:45 UTC 2014,54.1391,13,,
Thu Feb 20 15:04:50 UTC 2014,54.4397,13,,
Thu Feb 20 15:04:55 UTC 2014,53.2426,13,,
Thu Feb 20 15:05:00 UTC 2014,51.7347,13,,
Thu Feb 20 15:05:05 UTC 2014,52.0924,13,,
Thu Feb 20 15:05:11 UTC 2014,50.6671,13,,
Thu Feb 20 15:05:16 UTC 2014,50.7055,13,,
Thu Feb 20 15:05:21 UTC 2014,50.482,13,,
Thu Feb 20 15:05:27 UTC 2014,50.482,13,,
Thu Feb 20 15:05:32 UTC 2014,52.7348,13,,
Thu Feb 20 15:05:37 UTC 2014,52.7348,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:05:45 UTC 2014,53.3997,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:05:52 UTC 2014,52.9104,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:05:59 UTC 2014,53.8785,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:06 UTC 2014,53.8343,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:14 UTC 2014,53.0779,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:21 UTC 2014,51.4929,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:28 UTC 2014,52.1227,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:35 UTC 2014,52.4898,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:42 UTC 2014,52.4231,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:50 UTC 2014,52.4231,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:57 UTC 2014,51.5936,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:05 UTC 2014,49.8797,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:13 UTC 2014,49.8797,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:20 UTC 2014,50.2134,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:28 UTC 2014,50.2134,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:36 UTC 2014,49.1808,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:44 UTC 2014,49.1808,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:51 UTC 2014,44.929,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:59 UTC 2014,44.929,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:08:07 UTC 2014,42.6408,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:08:14 UTC 2014,42.6408,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:08:22 UTC 2014,42.6408,13,,
Thu Feb 20 15:08:27 UTC 2014,50.2632,12,,
Thu Feb 20 15:08:33 UTC 2014,50.2632,12,,
Thu Feb 20 15:08:38 UTC 2014,47.5677,12,,
Thu Feb 20 15:08:44 UTC 2014,47.5677,12,,
Thu Feb 20 15:08:49 UTC 2014,48.692,12,,
Thu Feb 20 15:08:55 UTC 2014,48.692,12,,
Thu Feb 20 15:09:01 UTC 2014,48.692,12,,
Thu Feb 20 15:09:06 UTC 2014,50.2779,12,,
Thu Feb 20 15:09:11 UTC 2014,50.2779,12,,
Thu Feb 20 15:09:17 UTC 2014,52.9536,12,,
Thu Feb 20 15:09:22 UTC 2014,50.233,12,,
Thu Feb 20 15:09:27 UTC 2014,50.2122,12,,
Thu Feb 20 15:09:33 UTC 2014,50.6052,12,,
Thu Feb 20 15:09:38 UTC 2014,50.4869,12,,
Thu Feb 20 15:09:44 UTC 2014,50.4869,12,,
Thu Feb 20 15:09:49 UTC 2014,50.5068,12,,
Thu Feb 20 15:09:54 UTC 2014,50.5068,12,,
Thu Feb 20 15:10:00 UTC 2014,49.9859,12,,
Thu Feb 20 15:10:05 UTC 2014,49.9859,12,,
Thu Feb 20 15:10:10 UTC 2014,46.7817,12,,
Thu Feb 20 15:10:15 UTC 2014,46.7817,12,,
Thu Feb 20 15:10:21 UTC 2014,46.7817,12,,
Thu Feb 20 15:10:26 UTC 2014,49.509,12,,
Thu Feb 20 15:10:32 UTC 2014,49.509,12,,
Thu Feb 20 15:10:37 UTC 2014,51.9595,12,,
Thu Feb 20 15:10:42 UTC 2014,51.9595,12,,
Thu Feb 20 15:10:47 UTC 2014,51.5858,12,,
Thu Feb 20 15:10:52 UTC 2014,51.5858,12,,
Thu Feb 20 15:10:58 UTC 2014,47.9607,12,,
Thu Feb 20 15:11:04 UTC 2014,47.9607,12,,
Thu Feb 20 15:11:09 UTC 2014,47.9607,12,,
Thu Feb 20 15:11:16 UTC 2014,48.0099,12,,
Thu Feb 20 15:11:22 UTC 2014,48.0099,12,,
Thu Feb 20 15:11:27 UTC 2014,48.0099,12,,
Thu Feb 20 15:11:33 UTC 2014,48.0099,12,,
Thu Feb 20 15:11:39 UTC 2014,48.0099,12,,
Thu Feb 20 15:11:45 UTC 2014,48.0099,12,,
Thu Feb 20 15:11:50 UTC 2014,48.8623,12,,
Thu Feb 20 15:11:55 UTC 2014,48.8623,12,,
Thu Feb 20 15:12:01 UTC 2014,54.9898,12,,
Thu Feb 20 15:12:06 UTC 2014,54.9898,12,,
Thu Feb 20 15:12:11 UTC 2014,54.9898,12,,
Thu Feb 20 15:12:17 UTC 2014,53.1794,12,,
Thu Feb 20 15:12:22 UTC 2014,53.1794,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:12:29 UTC 2014,50.5928,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:12:37 UTC 2014,48.9866,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:12:44 UTC 2014,49.2857,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:12:51 UTC 2014,48.9677,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:12:58 UTC 2014,50.5777,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:13:06 UTC 2014,48.7843,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:13:13 UTC 2014,49.3992,13,,
Thu Feb 20 15:13:18 UTC 2014,49.1573,13,,
Thu Feb 20 15:13:23 UTC 2014,50.5541,13,,
Thu Feb 20 15:13:29 UTC 2014,50.9365,13,,
Thu Feb 20 15:13:34 UTC 2014,50.9365,13,,
Thu Feb 20 15:13:40 UTC 2014,51.4428,13,,
Thu Feb 20 15:13:45 UTC 2014,51.4428,13,,
Thu Feb 20 15:13:50 UTC 2014,48.3674,13,,
Thu Feb 20 15:13:56 UTC 2014,50.0374,13,,
Thu Feb 20 15:14:01 UTC 2014,50.0374,13,,
Thu Feb 20 15:14:06 UTC 2014,50.4552,13,,
Thu Feb 20 15:14:11 UTC 2014,50.4552,13,,
Thu Feb 20 15:14:17 UTC 2014,50.4552,13,,
Thu Feb 20 15:14:22 UTC 2014,50.3118,13,,
Thu Feb 20 15:14:27 UTC 2014,50.3118,13,,
Thu Feb 20 15:14:32 UTC 2014,49.7153,13,,
Thu Feb 20 15:14:37 UTC 2014,49.9788,13,,
Thu Feb 20 15:14:42 UTC 2014,51.2036,13,,
Thu Feb 20 15:14:48 UTC 2014,51.2036,13,,
Thu Feb 20 15:14:53 UTC 2014,47.2683,13,,
Thu Feb 20 15:14:59 UTC 2014,47.2683,13,,
Thu Feb 20 15:15:04 UTC 2014,47.2683,13,,
Thu Feb 20 15:15:10 UTC 2014,47.4697,13,,
Thu Feb 20 15:15:15 UTC 2014,47.4697,13,,
Thu Feb 20 15:15:20 UTC 2014,47.4697,13,,
Thu Feb 20 15:15:26 UTC 2014,47.4697,13,,
Thu Feb 20 15:15:32 UTC 2014,47.4697,13,,
Thu Feb 20 15:15:37 UTC 2014,47.7353,13,,
Thu Feb 20 15:15:43 UTC 2014,47.7353,13,,
Thu Feb 20 15:15:48 UTC 2014,47.7353,13,,
Thu Feb 20 15:15:53 UTC 2014,47.7353,13,,
Thu Feb 20 15:15:59 UTC 2014,49.8537,13,,
Thu Feb 20 15:16:05 UTC 2014,49.8537,13,,
Thu Feb 20 15:16:10 UTC 2014,49.8537,13,,
Thu Feb 20 15:16:15 UTC 2014,49.6989,13,,
Thu Feb 20 15:16:21 UTC 2014,49.6989,13,,
Thu Feb 20 15:16:26 UTC 2014,49.6989,13,,
Thu Feb 20 15:16:32 UTC 2014,51.4333,13,,
Thu Feb 20 15:16:37 UTC 2014,54.7259,13,,
Thu Feb 20 15:16:42 UTC 2014,54.7259,13,,
Thu Feb 20 15:16:48 UTC 2014,54.7259,13,,
Thu Feb 20 15:16:53 UTC 2014,53.8185,13,,
Thu Feb 20 15:16:59 UTC 2014,53.8185,13,,
Thu Feb 20 15:17:04 UTC 2014,49.0303,13,,
Thu Feb 20 15:17:09 UTC 2014,49.0303,13,,
Thu Feb 20 15:17:15 UTC 2014,49.0303,13,,
Thu Feb 20 15:17:21 UTC 2014,49.0303,13,,
Thu Feb 20 15:17:27 UTC 2014,49.0303,13,,
Thu Feb 20 15:17:32 UTC 2014,48.7684,13,,
Thu Feb 20 15:17:38 UTC 2014,48.7684,13,,
Thu Feb 20 15:17:43 UTC 2014,48.7684,13,,
Thu Feb 20 15:17:49 UTC 2014,48.7684,13,,
Thu Feb 20 15:17:55 UTC 2014,48.7684,13,,
Thu Feb 20 15:18:00 UTC 2014,48.7684,13,,
Thu Feb 20 15:18:05 UTC 2014,46.0665,13,,
Thu Feb 20 15:18:11 UTC 2014,46.0665,13,,
Thu Feb 20 15:18:17 UTC 2014,46.0665,13,,
Thu Feb 20 15:18:22 UTC 2014,46.0665,13,,
Thu Feb 20 15:18:28 UTC 2014,46.0665,13,,
Thu Feb 20 15:18:34 UTC 2014,46.0665,13,,
Thu Feb 20 15:18:39 UTC 2014,47.7699,13,,
Thu Feb 20 15:18:45 UTC 2014,47.7699,13,,
Thu Feb 20 15:18:50 UTC 2014,47.7699,13,,
Thu Feb 20 15:18:55 UTC 2014,47.7699,13,,
Thu Feb 20 15:19:01 UTC 2014,47.7699,13,,
Thu Feb 20 15:19:06 UTC 2014,47.7699,13,,
Thu Feb 20 15:19:12 UTC 2014,48.5453,13,,
Thu Feb 20 15:19:18 UTC 2014,48.5453,13,,
Thu Feb 20 15:19:23 UTC 2014,48.5453,13,,
Thu Feb 20 15:19:29 UTC 2014,48.5453,13,,
Thu Feb 20 15:19:34 UTC 2014,48.5453,13,,
Thu Feb 20 15:19:40 UTC 2014,48.5453,13,,
Thu Feb 20 15:19:45 UTC 2014,48.5453,13,,
Thu Feb 20 15:19:51 UTC 2014,52.1791,13,,
Thu Feb 20 15:19:56 UTC 2014,52.1791,13,,
Thu Feb 20 15:20:02 UTC 2014,52.1791,13,,
Thu Feb 20 15:20:07 UTC 2014,52.1791,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:15 UTC 2014,52.1791,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:22 UTC 2014,45.9472,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:30 UTC 2014,45.9472,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:38 UTC 2014,44.8848,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:45 UTC 2014,44.8848,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:53 UTC 2014,44.8848,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:00 UTC 2014,38.3836,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:08 UTC 2014,38.3836,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:16 UTC 2014,41.4141,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:23 UTC 2014,41.4141,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:31 UTC 2014,41.4141,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:39 UTC 2014,37.3241,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:47 UTC 2014,37.3241,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:54 UTC 2014,35.7354,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:02 UTC 2014,35.7354,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:09 UTC 2014,35.7354,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:17 UTC 2014,40.5263,13,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:25 UTC 2014,40.5263,13,AppServer_scaleIn,AppServer
