Time ,cpuUsage ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 14:02:00 UTC 2014,56.6833,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:07 UTC 2014,54.0709,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:16 UTC 2014,56.0953,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:23 UTC 2014,57.1731,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:31 UTC 2014,56.0421,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:38 UTC 2014,50.4037,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:45 UTC 2014,50.4037,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:53 UTC 2014,47.0723,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:00 UTC 2014,45.5262,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:07 UTC 2014,53.5485,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:15 UTC 2014,56.2232,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:23 UTC 2014,53.8393,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:30 UTC 2014,50.9594,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:38 UTC 2014,48.251,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:45 UTC 2014,48.2971,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:53 UTC 2014,49.4653,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:01 UTC 2014,48.9826,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:08 UTC 2014,47.1054,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:16 UTC 2014,48.5272,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:23 UTC 2014,47.6978,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:31 UTC 2014,47.6632,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:38 UTC 2014,47.9119,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:46 UTC 2014,47.7351,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:53 UTC 2014,46.8774,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:00 UTC 2014,47.807,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:08 UTC 2014,48.0993,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:15 UTC 2014,51.3309,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:23 UTC 2014,50.6974,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:30 UTC 2014,51.1417,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:37 UTC 2014,47.2764,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:45 UTC 2014,46.0493,8,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:52 UTC 2014,46.976,7,,
Thu Feb 20 14:05:58 UTC 2014,48.6931,7,,
Thu Feb 20 14:06:04 UTC 2014,46.4847,7,,
Thu Feb 20 14:06:09 UTC 2014,46.3645,7,,
Thu Feb 20 14:06:15 UTC 2014,46.3645,7,,
Thu Feb 20 14:06:20 UTC 2014,47.4606,7,,
Thu Feb 20 14:06:25 UTC 2014,46.1523,7,,
Thu Feb 20 14:06:31 UTC 2014,43.4344,7,,
Thu Feb 20 14:06:37 UTC 2014,46.1216,7,,
Thu Feb 20 14:06:42 UTC 2014,46.8157,7,,
Thu Feb 20 14:06:47 UTC 2014,47.4049,7,,
Thu Feb 20 14:06:53 UTC 2014,47.9925,7,,
Thu Feb 20 14:06:58 UTC 2014,47.9925,7,,
Thu Feb 20 14:07:03 UTC 2014,47.4283,7,,
Thu Feb 20 14:07:09 UTC 2014,51.1648,7,,
Thu Feb 20 14:07:14 UTC 2014,51.0151,7,,
Thu Feb 20 14:07:20 UTC 2014,51.0151,7,,
Thu Feb 20 14:07:25 UTC 2014,51.2334,7,,
Thu Feb 20 14:07:31 UTC 2014,52.8878,7,,
Thu Feb 20 14:07:36 UTC 2014,51.3544,7,,
Thu Feb 20 14:07:42 UTC 2014,51.3544,7,,
Thu Feb 20 14:07:47 UTC 2014,49.9841,7,,
Thu Feb 20 14:07:53 UTC 2014,49.9841,7,,
Thu Feb 20 14:07:58 UTC 2014,50.9841,7,,
Thu Feb 20 14:08:04 UTC 2014,51.5344,7,,
Thu Feb 20 14:08:09 UTC 2014,51.5344,7,,
Thu Feb 20 14:08:14 UTC 2014,49.8774,7,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:22 UTC 2014,49.5044,7,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:29 UTC 2014,49.3735,7,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:37 UTC 2014,49.0933,7,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:44 UTC 2014,49.95,7,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:52 UTC 2014,49.9078,7,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:59 UTC 2014,51.3871,7,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:09:07 UTC 2014,50.9833,7,,
Thu Feb 20 14:09:12 UTC 2014,46.4601,8,,
Thu Feb 20 14:09:18 UTC 2014,46.4601,8,,
Thu Feb 20 14:09:23 UTC 2014,49.8745,8,,
Thu Feb 20 14:09:29 UTC 2014,42.3461,8,,
Thu Feb 20 14:09:34 UTC 2014,42.3461,8,,
Thu Feb 20 14:09:40 UTC 2014,40.0158,8,,
Thu Feb 20 14:09:45 UTC 2014,49.6276,8,,
Thu Feb 20 14:09:50 UTC 2014,49.7254,8,,
Thu Feb 20 14:09:56 UTC 2014,48.951,8,,
Thu Feb 20 14:10:01 UTC 2014,49.5448,8,,
Thu Feb 20 14:10:07 UTC 2014,50.0125,8,,
Thu Feb 20 14:10:12 UTC 2014,50.0125,8,,
Thu Feb 20 14:10:18 UTC 2014,49.2344,8,,
Thu Feb 20 14:10:23 UTC 2014,49.2344,8,,
Thu Feb 20 14:10:29 UTC 2014,49.2344,8,,
Thu Feb 20 14:10:35 UTC 2014,100,8,,
Thu Feb 20 14:10:40 UTC 2014,100,8,,
Thu Feb 20 14:10:45 UTC 2014,54.7527,8,,
Thu Feb 20 14:10:51 UTC 2014,54.7527,8,,
Thu Feb 20 14:10:56 UTC 2014,56.7659,8,,
Thu Feb 20 14:11:01 UTC 2014,56.7659,8,,
Thu Feb 20 14:11:07 UTC 2014,54.5451,8,,
Thu Feb 20 14:11:12 UTC 2014,54.5451,8,,
Thu Feb 20 14:11:18 UTC 2014,54.5451,8,,
Thu Feb 20 14:11:24 UTC 2014,54.2239,8,,
Thu Feb 20 14:11:29 UTC 2014,48.4773,8,,
Thu Feb 20 14:11:34 UTC 2014,48.4773,8,,
Thu Feb 20 14:11:39 UTC 2014,48.9761,8,,
Thu Feb 20 14:11:45 UTC 2014,52.673,8,,
Thu Feb 20 14:11:51 UTC 2014,52.673,8,,
Thu Feb 20 14:11:57 UTC 2014,52.673,8,,
Thu Feb 20 14:12:02 UTC 2014,52.673,8,,
Thu Feb 20 14:12:07 UTC 2014,52.3234,8,,
Thu Feb 20 14:12:13 UTC 2014,52.3234,8,,
Thu Feb 20 14:12:19 UTC 2014,54.2351,8,,
Thu Feb 20 14:12:24 UTC 2014,53.9209,8,,
Thu Feb 20 14:12:30 UTC 2014,53.9209,8,,
Thu Feb 20 14:12:35 UTC 2014,53.9209,8,,
Thu Feb 20 14:12:41 UTC 2014,39.6371,8,,
Thu Feb 20 14:12:46 UTC 2014,39.6371,8,,
Thu Feb 20 14:12:51 UTC 2014,31.6264,8,,
Thu Feb 20 14:12:57 UTC 2014,31.6264,8,,
Thu Feb 20 14:13:02 UTC 2014,38.0393,8,,
Thu Feb 20 14:13:07 UTC 2014,38.0393,8,,
Thu Feb 20 14:13:13 UTC 2014,38.7843,8,,
Thu Feb 20 14:13:18 UTC 2014,38.8006,8,,
Thu Feb 20 14:13:24 UTC 2014,39.2031,8,,
Thu Feb 20 14:13:29 UTC 2014,39.2031,8,,
Thu Feb 20 14:13:35 UTC 2014,47.4088,8,,
Thu Feb 20 14:13:40 UTC 2014,47.4088,8,,
Thu Feb 20 14:13:46 UTC 2014,47.4088,8,,
Thu Feb 20 14:13:51 UTC 2014,47.4088,8,,
Thu Feb 20 14:13:57 UTC 2014,48.2127,8,,
Thu Feb 20 14:14:02 UTC 2014,48.2127,8,,
Thu Feb 20 14:14:08 UTC 2014,48.6934,8,,
Thu Feb 20 14:14:13 UTC 2014,47.0968,8,,
Thu Feb 20 14:14:19 UTC 2014,47.0968,8,,
Thu Feb 20 14:14:24 UTC 2014,47.0968,8,,
Thu Feb 20 14:14:30 UTC 2014,45.0709,8,,
Thu Feb 20 14:14:36 UTC 2014,45.0709,8,,
Thu Feb 20 14:14:41 UTC 2014,47.1715,8,,
Thu Feb 20 14:14:47 UTC 2014,47.1715,8,,
Thu Feb 20 14:14:52 UTC 2014,48.6717,8,,
Thu Feb 20 14:14:57 UTC 2014,48.6717,8,,
Thu Feb 20 14:15:04 UTC 2014,48.6717,8,,
Thu Feb 20 14:15:09 UTC 2014,49.1316,8,,
Thu Feb 20 14:15:15 UTC 2014,48.0731,8,,
Thu Feb 20 14:15:21 UTC 2014,48.0731,8,,
Thu Feb 20 14:15:26 UTC 2014,53.1767,8,,
Thu Feb 20 14:15:32 UTC 2014,53.1767,8,,
Thu Feb 20 14:15:37 UTC 2014,53.1767,8,,
Thu Feb 20 14:15:43 UTC 2014,50.1014,8,AppServer_scaleOut,AppServer
Thu Feb 20 14:15:50 UTC 2014,51.4283,8,AppServer_scaleOut,AppServer
Thu Feb 20 14:15:57 UTC 2014,51.5625,8,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:05 UTC 2014,54.3145,8,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:12 UTC 2014,53.716,8,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:20 UTC 2014,51.9634,8,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:27 UTC 2014,51.9418,8,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:35 UTC 2014,51.9886,8,,
Thu Feb 20 14:16:42 UTC 2014,51.6739,9,,
Thu Feb 20 14:16:48 UTC 2014,44.9918,9,,
Thu Feb 20 14:16:56 UTC 2014,44.9918,9,,
Thu Feb 20 14:17:03 UTC 2014,46.7926,9,,
Thu Feb 20 14:17:08 UTC 2014,46.7926,9,,
Thu Feb 20 14:17:13 UTC 2014,53.0092,9,,
Thu Feb 20 14:17:18 UTC 2014,53.0092,9,,
Thu Feb 20 14:17:24 UTC 2014,53.8894,9,,
Thu Feb 20 14:17:29 UTC 2014,51.8236,9,,
Thu Feb 20 14:17:35 UTC 2014,51.8236,9,,
Thu Feb 20 14:17:41 UTC 2014,51.0473,9,,
Thu Feb 20 14:17:46 UTC 2014,51.0473,9,,
Thu Feb 20 14:17:52 UTC 2014,51.0473,9,,
Thu Feb 20 14:17:57 UTC 2014,51.1906,9,,
Thu Feb 20 14:18:03 UTC 2014,51.1906,9,,
Thu Feb 20 14:18:09 UTC 2014,56.4286,9,,
Thu Feb 20 14:18:14 UTC 2014,56.4286,9,,
Thu Feb 20 14:18:19 UTC 2014,55.2555,9,,
Thu Feb 20 14:18:25 UTC 2014,54.7696,9,,
Thu Feb 20 14:18:30 UTC 2014,53.0878,9,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:18:37 UTC 2014,54.2584,9,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:18:45 UTC 2014,54.2584,9,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:18:53 UTC 2014,48.4231,9,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:19:01 UTC 2014,49.659,9,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:19:08 UTC 2014,51.4035,9,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:19:15 UTC 2014,50.8424,9,,
Thu Feb 20 14:19:21 UTC 2014,50.8424,9,,
Thu Feb 20 14:19:27 UTC 2014,52.7196,10,,
Thu Feb 20 14:19:32 UTC 2014,52.7196,10,,
Thu Feb 20 14:19:38 UTC 2014,52.7196,10,,
Thu Feb 20 14:19:44 UTC 2014,52.7196,10,,
Thu Feb 20 14:19:49 UTC 2014,52.7196,10,,
Thu Feb 20 14:19:54 UTC 2014,52.3773,10,,
Thu Feb 20 14:19:59 UTC 2014,49.0249,10,,
Thu Feb 20 14:20:05 UTC 2014,49.0249,10,,
Thu Feb 20 14:20:10 UTC 2014,49.0249,10,,
Thu Feb 20 14:20:16 UTC 2014,52.2552,10,,
Thu Feb 20 14:20:22 UTC 2014,52.2552,10,,
Thu Feb 20 14:20:28 UTC 2014,52.2552,10,,
Thu Feb 20 14:20:34 UTC 2014,52.2552,10,,
Thu Feb 20 14:20:39 UTC 2014,52.313,10,,
Thu Feb 20 14:20:44 UTC 2014,51.9975,10,,
Thu Feb 20 14:20:50 UTC 2014,51.9975,10,,
Thu Feb 20 14:20:56 UTC 2014,51.9975,10,,
Thu Feb 20 14:21:01 UTC 2014,52.0261,10,,
Thu Feb 20 14:21:06 UTC 2014,52.0261,10,,
Thu Feb 20 14:21:12 UTC 2014,52.0261,10,,
Thu Feb 20 14:21:17 UTC 2014,52.0261,10,,
Thu Feb 20 14:21:23 UTC 2014,52.9636,10,,
Thu Feb 20 14:21:28 UTC 2014,52.9636,10,,
Thu Feb 20 14:21:33 UTC 2014,52.6323,10,,
Thu Feb 20 14:21:41 UTC 2014,52.6323,10,,
Thu Feb 20 14:21:46 UTC 2014,52.2433,10,,
Thu Feb 20 14:21:52 UTC 2014,52.2433,10,,
Thu Feb 20 14:21:57 UTC 2014,52.2433,10,,
Thu Feb 20 14:22:03 UTC 2014,52.2433,10,,
Thu Feb 20 14:22:09 UTC 2014,52.2433,10,,
Thu Feb 20 14:22:15 UTC 2014,54.4366,10,,
Thu Feb 20 14:22:20 UTC 2014,54.4366,10,,
Thu Feb 20 14:22:26 UTC 2014,54.4366,10,,
Thu Feb 20 14:22:31 UTC 2014,54.4366,10,,
Thu Feb 20 14:22:37 UTC 2014,54.4366,10,,
Thu Feb 20 14:22:42 UTC 2014,44.9751,10,,
Thu Feb 20 14:22:48 UTC 2014,44.9751,10,,
Thu Feb 20 14:22:54 UTC 2014,46.439,10,,
Thu Feb 20 14:22:59 UTC 2014,45.9522,10,,
Thu Feb 20 14:23:04 UTC 2014,45.9522,10,,
Thu Feb 20 14:23:10 UTC 2014,45.9522,10,,
Thu Feb 20 14:23:15 UTC 2014,38.6407,10,,
Thu Feb 20 14:23:20 UTC 2014,49.0333,10,,
Thu Feb 20 14:23:25 UTC 2014,49.0333,10,,
Thu Feb 20 14:23:31 UTC 2014,50.2891,10,,
Thu Feb 20 14:23:36 UTC 2014,47.5182,10,,
Thu Feb 20 14:23:42 UTC 2014,41.5558,10,,
Thu Feb 20 14:23:47 UTC 2014,41.5558,10,,
Thu Feb 20 14:23:53 UTC 2014,46.1714,10,,
Thu Feb 20 14:23:58 UTC 2014,46.1714,10,,
Thu Feb 20 14:24:04 UTC 2014,46.1714,10,,
Thu Feb 20 14:24:10 UTC 2014,46.1714,10,,
Thu Feb 20 14:24:16 UTC 2014,46.1714,10,,
Thu Feb 20 14:24:21 UTC 2014,49.5523,10,,
Thu Feb 20 14:24:26 UTC 2014,49.5523,10,,
Thu Feb 20 14:24:32 UTC 2014,49.5523,10,,
Thu Feb 20 14:24:37 UTC 2014,49.5523,10,,
Thu Feb 20 14:24:43 UTC 2014,52.1187,10,,
Thu Feb 20 14:24:48 UTC 2014,52.1187,10,,
Thu Feb 20 14:24:53 UTC 2014,52.1187,10,,
Thu Feb 20 14:24:59 UTC 2014,52.3553,10,,
Thu Feb 20 14:25:04 UTC 2014,52.3553,10,,
Thu Feb 20 14:25:10 UTC 2014,52.3553,10,,
Thu Feb 20 14:25:15 UTC 2014,50.0439,10,,
Thu Feb 20 14:25:21 UTC 2014,52.1769,10,,
Thu Feb 20 14:25:26 UTC 2014,52.1769,10,,
Thu Feb 20 14:25:32 UTC 2014,52.1769,10,,
Thu Feb 20 14:25:38 UTC 2014,52.1769,10,,
Thu Feb 20 14:25:43 UTC 2014,53.6173,10,,
Thu Feb 20 14:25:49 UTC 2014,53.6173,10,,
Thu Feb 20 14:25:54 UTC 2014,53.6173,10,,
Thu Feb 20 14:26:01 UTC 2014,53.6173,10,,
Thu Feb 20 14:26:06 UTC 2014,48.3365,10,,
Thu Feb 20 14:26:12 UTC 2014,48.3365,10,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:19 UTC 2014,47.1282,10,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:28 UTC 2014,47.1282,10,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:35 UTC 2014,44.7058,10,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:43 UTC 2014,44.7058,10,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:52 UTC 2014,51.2014,10,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:59 UTC 2014,51.2014,10,,
Thu Feb 20 14:27:06 UTC 2014,54.0854,11,,
Thu Feb 20 14:27:12 UTC 2014,54.0854,11,,
Thu Feb 20 14:27:18 UTC 2014,54.0854,11,,
Thu Feb 20 14:27:23 UTC 2014,48.839,11,,
Thu Feb 20 14:27:29 UTC 2014,48.839,11,,
Thu Feb 20 14:27:37 UTC 2014,48.839,11,,
Thu Feb 20 14:27:44 UTC 2014,51.3348,11,,
Thu Feb 20 14:27:49 UTC 2014,51.3348,11,,
Thu Feb 20 14:27:55 UTC 2014,51.3348,11,,
Thu Feb 20 14:28:01 UTC 2014,51.3348,11,,
Thu Feb 20 14:28:06 UTC 2014,51.3348,11,,
Thu Feb 20 14:28:12 UTC 2014,51.3348,11,,
Thu Feb 20 14:28:17 UTC 2014,51.3348,11,,
Thu Feb 20 14:28:24 UTC 2014,51.3348,11,,
Thu Feb 20 14:28:29 UTC 2014,50.6892,11,,
Thu Feb 20 14:28:34 UTC 2014,50.6892,11,,
Thu Feb 20 14:28:40 UTC 2014,50.6892,11,,
Thu Feb 20 14:28:45 UTC 2014,52.6494,11,,
Thu Feb 20 14:28:51 UTC 2014,52.6494,11,,
Thu Feb 20 14:28:57 UTC 2014,52.6494,11,,
Thu Feb 20 14:29:02 UTC 2014,52.6494,11,,
Thu Feb 20 14:29:08 UTC 2014,52.6494,11,,
Thu Feb 20 14:29:15 UTC 2014,51.7088,11,,
Thu Feb 20 14:29:21 UTC 2014,51.7088,11,,
Thu Feb 20 14:29:28 UTC 2014,51.7088,11,,
Thu Feb 20 14:29:33 UTC 2014,51.7088,11,,
Thu Feb 20 14:29:39 UTC 2014,51.7088,11,,
Thu Feb 20 14:29:45 UTC 2014,54.2723,11,,
Thu Feb 20 14:29:50 UTC 2014,54.2723,11,,
Thu Feb 20 14:29:55 UTC 2014,54.2723,11,,
Thu Feb 20 14:30:01 UTC 2014,49.2009,11,,
Thu Feb 20 14:30:07 UTC 2014,49.2009,11,,
Thu Feb 20 14:30:12 UTC 2014,51.4251,11,,
Thu Feb 20 14:30:18 UTC 2014,51.4251,11,,
Thu Feb 20 14:30:24 UTC 2014,51.4251,11,,
Thu Feb 20 14:30:29 UTC 2014,51.4251,11,,
Thu Feb 20 14:30:35 UTC 2014,51.4251,11,,
Thu Feb 20 14:30:40 UTC 2014,49.4066,11,,
Thu Feb 20 14:30:46 UTC 2014,50.6748,11,,
Thu Feb 20 14:30:51 UTC 2014,50.6748,11,,
Thu Feb 20 14:30:57 UTC 2014,50.6748,11,,
Thu Feb 20 14:31:02 UTC 2014,50.6748,11,,
Thu Feb 20 14:31:08 UTC 2014,52.3961,11,,
Thu Feb 20 14:31:13 UTC 2014,52.3961,11,,
Thu Feb 20 14:31:19 UTC 2014,52.3961,11,,
Thu Feb 20 14:31:25 UTC 2014,49.0281,11,,
Thu Feb 20 14:31:30 UTC 2014,49.0281,11,,
Thu Feb 20 14:31:36 UTC 2014,49.0281,11,,
Thu Feb 20 14:31:41 UTC 2014,52.2948,11,,
Thu Feb 20 14:31:46 UTC 2014,52.2948,11,,
Thu Feb 20 14:31:52 UTC 2014,52.2948,11,,
Thu Feb 20 14:31:57 UTC 2014,52.2948,11,,
Thu Feb 20 14:32:03 UTC 2014,52.2948,11,,
Thu Feb 20 14:32:09 UTC 2014,51.0174,11,,
Thu Feb 20 14:32:14 UTC 2014,51.0174,11,,
Thu Feb 20 14:32:19 UTC 2014,52.7124,11,,
Thu Feb 20 14:32:25 UTC 2014,52.7124,11,,
Thu Feb 20 14:32:31 UTC 2014,48.0708,11,,
Thu Feb 20 14:32:36 UTC 2014,48.0708,11,,
Thu Feb 20 14:32:41 UTC 2014,48.0708,11,,
Thu Feb 20 14:32:47 UTC 2014,48.0708,11,,
Thu Feb 20 14:32:52 UTC 2014,50.9617,11,,
Thu Feb 20 14:32:58 UTC 2014,49.3501,11,,
Thu Feb 20 14:33:03 UTC 2014,49.3501,11,,
Thu Feb 20 14:33:09 UTC 2014,49.3501,11,,
Thu Feb 20 14:33:14 UTC 2014,49.3501,11,,
Thu Feb 20 14:33:20 UTC 2014,49.3501,11,,
Thu Feb 20 14:33:25 UTC 2014,50.295,11,,
Thu Feb 20 14:33:31 UTC 2014,50.295,11,,
Thu Feb 20 14:33:36 UTC 2014,50.295,11,,
Thu Feb 20 14:33:42 UTC 2014,47.0549,11,,
Thu Feb 20 14:33:47 UTC 2014,47.0549,11,,
Thu Feb 20 14:33:53 UTC 2014,50.057,11,,
Thu Feb 20 14:33:59 UTC 2014,50.057,11,,
Thu Feb 20 14:34:04 UTC 2014,50.057,11,,
Thu Feb 20 14:34:10 UTC 2014,50.057,11,,
Thu Feb 20 14:34:15 UTC 2014,48.8154,11,,
Thu Feb 20 14:34:20 UTC 2014,48.8154,11,,
Thu Feb 20 14:34:25 UTC 2014,47.2897,11,,
Thu Feb 20 14:34:31 UTC 2014,47.2897,11,,
Thu Feb 20 14:34:36 UTC 2014,48.0936,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:34:44 UTC 2014,48.0936,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:34:51 UTC 2014,49.08,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:34:59 UTC 2014,49.08,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:35:08 UTC 2014,49.4956,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:35:15 UTC 2014,49.6077,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:35:22 UTC 2014,49.6077,11,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:35:30 UTC 2014,46.3097,11,,
Thu Feb 20 14:35:36 UTC 2014,51.2588,12,,
Thu Feb 20 14:35:41 UTC 2014,51.2588,12,,
Thu Feb 20 14:35:47 UTC 2014,51.2588,12,,
Thu Feb 20 14:35:52 UTC 2014,51.2588,12,,
Thu Feb 20 14:35:57 UTC 2014,49.3398,12,,
Thu Feb 20 14:36:03 UTC 2014,49.3398,12,,
Thu Feb 20 14:36:08 UTC 2014,49.3398,12,,
Thu Feb 20 14:36:14 UTC 2014,49.3398,12,,
Thu Feb 20 14:36:19 UTC 2014,49.3398,12,,
Thu Feb 20 14:36:25 UTC 2014,52.4277,12,,
Thu Feb 20 14:36:30 UTC 2014,52.4277,12,,
Thu Feb 20 14:36:35 UTC 2014,52.4277,12,,
Thu Feb 20 14:36:41 UTC 2014,49.264,12,,
Thu Feb 20 14:36:46 UTC 2014,49.264,12,,
Thu Feb 20 14:36:52 UTC 2014,49.264,12,,
Thu Feb 20 14:36:57 UTC 2014,49.264,12,,
Thu Feb 20 14:37:03 UTC 2014,50.984,12,,
Thu Feb 20 14:37:08 UTC 2014,49.9737,12,,
Thu Feb 20 14:37:13 UTC 2014,48.7054,12,,
Thu Feb 20 14:37:18 UTC 2014,48.7054,12,,
Thu Feb 20 14:37:24 UTC 2014,48.7054,12,,
Thu Feb 20 14:37:30 UTC 2014,52.4506,12,,
Thu Feb 20 14:37:36 UTC 2014,52.4506,12,,
Thu Feb 20 14:37:41 UTC 2014,52.4506,12,,
Thu Feb 20 14:37:47 UTC 2014,52.4506,12,,
Thu Feb 20 14:37:52 UTC 2014,49.6367,12,,
Thu Feb 20 14:37:58 UTC 2014,49.6367,12,,
Thu Feb 20 14:38:03 UTC 2014,49.6367,12,,
Thu Feb 20 14:38:09 UTC 2014,49.0743,12,,
Thu Feb 20 14:38:14 UTC 2014,49.0743,12,,
Thu Feb 20 14:38:19 UTC 2014,48.2345,12,,
Thu Feb 20 14:38:25 UTC 2014,48.2345,12,,
Thu Feb 20 14:38:30 UTC 2014,50.9425,12,,
Thu Feb 20 14:38:36 UTC 2014,50.9425,12,,
Thu Feb 20 14:38:41 UTC 2014,50.9425,12,,
Thu Feb 20 14:38:46 UTC 2014,50.4435,12,,
Thu Feb 20 14:38:52 UTC 2014,48.3793,12,,
Thu Feb 20 14:38:57 UTC 2014,48.3793,12,,
Thu Feb 20 14:39:02 UTC 2014,45.1014,12,,
Thu Feb 20 14:39:07 UTC 2014,45.1014,12,,
Thu Feb 20 14:39:13 UTC 2014,45.1014,12,,
Thu Feb 20 14:39:18 UTC 2014,46.8844,12,,
Thu Feb 20 14:39:24 UTC 2014,46.8844,12,,
Thu Feb 20 14:39:30 UTC 2014,45.9524,12,,
Thu Feb 20 14:39:35 UTC 2014,46.0215,12,,
Thu Feb 20 14:39:40 UTC 2014,46.0215,12,,
Thu Feb 20 14:39:46 UTC 2014,45.8276,12,,
Thu Feb 20 14:39:52 UTC 2014,47.3556,12,,
Thu Feb 20 14:39:57 UTC 2014,47.3556,12,,
Thu Feb 20 14:40:02 UTC 2014,46.7599,12,,
Thu Feb 20 14:40:08 UTC 2014,46.7599,12,,
Thu Feb 20 14:40:13 UTC 2014,42.9759,12,,
Thu Feb 20 14:40:18 UTC 2014,42.9759,12,,
Thu Feb 20 14:40:24 UTC 2014,42.9759,12,,
Thu Feb 20 14:40:29 UTC 2014,42.9759,12,,
Thu Feb 20 14:40:34 UTC 2014,27.0945,12,,
Thu Feb 20 14:40:39 UTC 2014,22.1119,12,,
Thu Feb 20 14:40:45 UTC 2014,34.1926,12,,
Thu Feb 20 14:40:50 UTC 2014,34.1926,12,,
Thu Feb 20 14:40:55 UTC 2014,43.9682,12,,
Thu Feb 20 14:41:00 UTC 2014,46.7678,12,,
Thu Feb 20 14:41:06 UTC 2014,46.7678,12,,
Thu Feb 20 14:41:11 UTC 2014,45.7518,12,,
Thu Feb 20 14:41:16 UTC 2014,46.6583,12,,
Thu Feb 20 14:41:21 UTC 2014,46.6583,12,,
Thu Feb 20 14:41:27 UTC 2014,46.6583,12,,
Thu Feb 20 14:41:33 UTC 2014,47.8246,12,,
Thu Feb 20 14:41:38 UTC 2014,47.8246,12,,
Thu Feb 20 14:41:43 UTC 2014,48.0923,12,,
Thu Feb 20 14:41:48 UTC 2014,48.0923,12,,
Thu Feb 20 14:41:54 UTC 2014,48.0923,12,,
Thu Feb 20 14:41:59 UTC 2014,48.0923,12,,
Thu Feb 20 14:42:05 UTC 2014,49.586,12,,
Thu Feb 20 14:42:11 UTC 2014,49.586,12,,
Thu Feb 20 14:42:16 UTC 2014,49.586,12,,
Thu Feb 20 14:42:22 UTC 2014,49.6839,12,,
