Time ,memUsage ,cpuUsage ,cost ,requestThroughput ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 15:01:28 UTC 2014,9.9726,45.8317,0.48,1.8484,4,,
Thu Feb 20 15:01:33 UTC 2014,9.9726,46.1312,0.48,1.9036,4,,
Thu Feb 20 15:01:39 UTC 2014,9.9786,46.4548,0.48,1.7853,4,,
Thu Feb 20 15:01:44 UTC 2014,9.9786,46.4624,0.48,1.7853,4,,
Thu Feb 20 15:01:49 UTC 2014,9.9786,45.4743,0.48,1.7853,4,,
Thu Feb 20 15:01:55 UTC 2014,9.9771,45.9465,0.48,1.7853,4,,
Thu Feb 20 15:02:00 UTC 2014,9.9771,44.015,0.48,1.8046,4,,
Thu Feb 20 15:02:05 UTC 2014,9.9771,44.015,0.48,1.8046,4,,
Thu Feb 20 15:02:10 UTC 2014,9.9771,44.015,0.48,1.8046,4,,
Thu Feb 20 15:02:16 UTC 2014,9.9771,41.7839,0.48,1.8258,4,,
Thu Feb 20 15:02:21 UTC 2014,9.971,42.0909,0.48,1.8258,4,,
Thu Feb 20 15:02:27 UTC 2014,9.971,45.3088,0.48,1.8258,4,,
Thu Feb 20 15:02:32 UTC 2014,9.971,45.1562,0.48,1.7462,4,,
Thu Feb 20 15:02:37 UTC 2014,9.971,45.1562,0.48,1.7462,4,,
Thu Feb 20 15:02:42 UTC 2014,9.9771,45.4335,0.48,1.6796,4,,
Thu Feb 20 15:02:48 UTC 2014,9.9771,45.4335,0.48,1.6796,4,,
Thu Feb 20 15:02:54 UTC 2014,9.9771,45.4335,0.48,1.6796,4,,
Thu Feb 20 15:03:00 UTC 2014,9.9771,45.4335,0.48,1.6796,4,,
Thu Feb 20 15:03:06 UTC 2014,9.9771,45.0897,0.48,1.7806,4,,
Thu Feb 20 15:03:11 UTC 2014,9.9771,45.0897,0.48,1.7806,4,,
Thu Feb 20 15:03:16 UTC 2014,9.9771,45.0897,0.48,1.7806,4,,
Thu Feb 20 15:03:22 UTC 2014,9.9771,45.0897,0.48,1.7806,4,,
Thu Feb 20 15:03:27 UTC 2014,9.9771,41.6501,0.48,1.7806,4,,
Thu Feb 20 15:03:32 UTC 2014,9.9771,41.6501,0.48,1.7806,4,,
Thu Feb 20 15:03:38 UTC 2014,9.9771,39.5973,0.48,1.9,4,,
Thu Feb 20 15:03:43 UTC 2014,9.9771,39.5973,0.48,1.9,4,,
Thu Feb 20 15:03:48 UTC 2014,9.9771,42.2813,0.48,1.9,4,,
Thu Feb 20 15:03:54 UTC 2014,9.9831,42.3313,0.48,1.9,4,,
Thu Feb 20 15:03:59 UTC 2014,9.9831,42.3313,0.48,1.9,4,,
Thu Feb 20 15:04:04 UTC 2014,9.9831,42.3313,0.48,1.9,4,,
Thu Feb 20 15:04:09 UTC 2014,9.9771,44.9762,0.48,1.8538,4,,
Thu Feb 20 15:04:15 UTC 2014,9.9771,44.9762,0.48,1.8538,4,,
Thu Feb 20 15:04:20 UTC 2014,9.9771,44.6759,0.48,1.8538,4,,
Thu Feb 20 15:04:26 UTC 2014,9.9771,43.7098,0.48,1.8538,4,,
Thu Feb 20 15:04:31 UTC 2014,9.9771,43.7098,0.48,1.8538,4,,
Thu Feb 20 15:04:36 UTC 2014,9.9771,38.5834,0.48,1.7667,4,,
Thu Feb 20 15:04:42 UTC 2014,9.9771,38.3388,0.48,1.7667,4,,
Thu Feb 20 15:04:47 UTC 2014,9.9771,44.0262,0.48,1.7667,4,,
Thu Feb 20 15:04:52 UTC 2014,9.9771,43.9761,0.48,1.7667,4,,
Thu Feb 20 15:04:57 UTC 2014,9.9771,44.2643,0.48,1.7667,4,,
Thu Feb 20 15:05:02 UTC 2014,9.9771,39.5078,0.48,1.7505,4,,
Thu Feb 20 15:05:07 UTC 2014,9.971,40.2232,0.48,1.7634,4,,
Thu Feb 20 15:05:13 UTC 2014,9.971,38.3601,0.48,1.7634,4,,
Thu Feb 20 15:05:18 UTC 2014,9.971,38.3601,0.48,1.7634,4,,
Thu Feb 20 15:05:23 UTC 2014,9.971,38.0412,0.48,1.7634,4,,
Thu Feb 20 15:05:28 UTC 2014,9.971,38.0412,0.48,1.7634,4,,
Thu Feb 20 15:05:34 UTC 2014,9.971,43.2299,0.48,1.7634,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:05:44 UTC 2014,9.971,43.9519,0.48,1.8151,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:05:54 UTC 2014,9.971,41.8623,0.48,1.8151,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:05 UTC 2014,9.9771,42.9343,0.48,1.7271,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:15 UTC 2014,9.9771,42.7922,0.48,1.7271,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:25 UTC 2014,9.9615,46.7679,0.48,1.7271,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:35 UTC 2014,9.9615,46.7132,0.48,1.8271,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:46 UTC 2014,9.9615,46.7318,0.48,1.8271,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:06:56 UTC 2014,9.9615,46.333,0.48,1.8271,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:07 UTC 2014,9.9615,46.9151,0.48,1.8938,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:17 UTC 2014,9.9615,46.9768,0.48,1.3774,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:28 UTC 2014,9.9615,46.9768,0.48,1.3774,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:38 UTC 2014,9.9675,47.25,0.48,1.3774,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:07:49 UTC 2014,9.9615,47.4028,0.48,0.9688,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:08:00 UTC 2014,9.9615,47.4028,0.48,0.9688,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:08:10 UTC 2014,9.9615,46.9513,0.48,0.9688,4,AppServer_scaleIn,AppServer
Thu Feb 20 15:08:21 UTC 2014,9.9615,46.9513,0.48,0.9688,4,,
Thu Feb 20 15:08:26 UTC 2014,9.9675,47.003,0.36,1.0667,3,,
Thu Feb 20 15:08:32 UTC 2014,9.9675,47.003,0.36,1.0667,3,,
Thu Feb 20 15:08:37 UTC 2014,9.9675,46.0016,0.36,1.0828,3,,
Thu Feb 20 15:08:43 UTC 2014,9.9675,46.0016,0.36,1.0828,3,,
Thu Feb 20 15:08:48 UTC 2014,9.9615,45.9671,0.36,1.1411,3,,
Thu Feb 20 15:08:54 UTC 2014,9.9615,45.9671,0.36,1.1411,3,,
Thu Feb 20 15:08:59 UTC 2014,9.9615,45.9671,0.36,1.1411,3,,
Thu Feb 20 15:09:04 UTC 2014,9.9615,45.5197,0.36,1.1411,3,,
Thu Feb 20 15:09:10 UTC 2014,9.9615,45.5197,0.36,1.1411,3,,
Thu Feb 20 15:09:15 UTC 2014,9.9615,46.6883,0.36,1.3121,3,,
Thu Feb 20 15:09:20 UTC 2014,9.9615,46.6883,0.36,1.3121,3,,
Thu Feb 20 15:09:25 UTC 2014,9.9675,46.4803,0.36,1.3121,3,,
Thu Feb 20 15:09:31 UTC 2014,9.9675,46.4803,0.36,1.3121,3,,
Thu Feb 20 15:09:36 UTC 2014,9.9615,46.7279,0.36,1.1788,3,,
Thu Feb 20 15:09:41 UTC 2014,9.9615,46.7279,0.36,1.1788,3,,
Thu Feb 20 15:09:46 UTC 2014,9.9615,46.7279,0.36,1.1788,3,,
Thu Feb 20 15:09:52 UTC 2014,9.9615,47.2028,0.36,1.3,3,,
Thu Feb 20 15:09:57 UTC 2014,9.9615,47.2028,0.36,1.3,3,,
Thu Feb 20 15:10:02 UTC 2014,9.9615,46.4251,0.36,1.3,3,,
Thu Feb 20 15:10:08 UTC 2014,9.9615,46.4251,0.36,1.3,3,,
Thu Feb 20 15:10:13 UTC 2014,9.9615,46.355,0.36,1.3229,3,,
Thu Feb 20 15:10:18 UTC 2014,9.9615,46.355,0.36,1.3229,3,,
Thu Feb 20 15:10:24 UTC 2014,9.9675,47.4751,0.36,1.1285,3,,
Thu Feb 20 15:10:29 UTC 2014,9.9675,47.4751,0.36,1.1285,3,,
Thu Feb 20 15:10:34 UTC 2014,9.9675,47.4751,0.36,1.1285,3,,
Thu Feb 20 15:10:40 UTC 2014,9.9675,47.4751,0.36,1.1285,3,,
Thu Feb 20 15:10:45 UTC 2014,9.9675,47.7247,0.36,1.2389,3,,
Thu Feb 20 15:10:50 UTC 2014,9.9675,47.7247,0.36,1.2389,3,,
Thu Feb 20 15:10:57 UTC 2014,9.9615,47.1471,0.36,1.3917,3,,
Thu Feb 20 15:11:02 UTC 2014,9.9615,47.1471,0.36,1.3917,3,,
Thu Feb 20 15:11:07 UTC 2014,9.9615,47.1471,0.36,1.3917,3,,
Thu Feb 20 15:11:13 UTC 2014,9.9615,47.1471,0.36,1.3917,3,,
Thu Feb 20 15:11:18 UTC 2014,9.9615,47.2536,0.36,1.3583,3,,
Thu Feb 20 15:11:24 UTC 2014,9.9615,47.2536,0.36,1.3583,3,,
Thu Feb 20 15:11:30 UTC 2014,9.9615,47.2536,0.36,1.3583,3,,
Thu Feb 20 15:11:36 UTC 2014,9.9615,47.2536,0.36,1.3583,3,,
Thu Feb 20 15:11:42 UTC 2014,9.9615,47.2536,0.36,1.3583,3,,
Thu Feb 20 15:11:47 UTC 2014,9.9675,46.8013,0.36,1.0192,3,,
Thu Feb 20 15:11:53 UTC 2014,9.9675,46.8013,0.36,1.0192,3,,
Thu Feb 20 15:11:58 UTC 2014,9.9675,46.8013,0.36,1.0192,3,,
Thu Feb 20 15:12:03 UTC 2014,9.9615,46.6311,0.36,1.0396,3,,
Thu Feb 20 15:12:09 UTC 2014,9.9615,46.6311,0.36,1.0396,3,,
Thu Feb 20 15:12:14 UTC 2014,9.9615,47.2737,0.36,1.1333,3,,
Thu Feb 20 15:12:19 UTC 2014,9.9615,47.2737,0.36,1.1333,3,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:12:30 UTC 2014,9.9675,46.53,0.36,0.9375,3,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:12:40 UTC 2014,9.9675,46.7199,0.36,1.1042,3,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:12:50 UTC 2014,9.9675,46.4769,0.36,1.2473,3,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:13:01 UTC 2014,9.9615,46.477,0.36,1.2473,3,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:13:11 UTC 2014,9.9615,46.0081,0.36,1.2473,3,,
Thu Feb 20 15:13:16 UTC 2014,9.9615,45.8009,0.36,1.1613,3,,
Thu Feb 20 15:13:21 UTC 2014,9.9675,45.851,0.36,1.1613,3,,
Thu Feb 20 15:13:27 UTC 2014,9.9675,46.3266,0.36,1.1935,3,,
Thu Feb 20 15:13:33 UTC 2014,9.9675,46.3266,0.36,1.1935,3,,
Thu Feb 20 15:13:39 UTC 2014,9.9675,46.7317,0.36,1.1935,3,,
Thu Feb 20 15:13:45 UTC 2014,9.9675,46.7317,0.36,1.1935,3,,
Thu Feb 20 15:13:50 UTC 2014,9.9675,46.8829,0.36,1.2379,3,,
Thu Feb 20 15:13:56 UTC 2014,9.9615,46.3325,0.36,1.2188,3,,
Thu Feb 20 15:14:01 UTC 2014,9.9615,46.3325,0.36,1.2188,3,,
Thu Feb 20 15:14:06 UTC 2014,9.9615,46.9281,0.36,1.2188,3,,
Thu Feb 20 15:14:11 UTC 2014,9.9615,46.9281,0.36,1.2188,3,,
Thu Feb 20 15:14:16 UTC 2014,9.9615,46.9281,0.36,1.2188,3,,
Thu Feb 20 15:14:21 UTC 2014,9.9615,46.7981,0.36,1.2604,3,,
Thu Feb 20 15:14:27 UTC 2014,9.9675,46.7981,0.36,1.2604,3,,
Thu Feb 20 15:14:32 UTC 2014,9.9675,45.9224,0.36,1.3,3,,
Thu Feb 20 15:14:37 UTC 2014,9.9675,45.9724,0.36,1.3,3,,
Thu Feb 20 15:14:42 UTC 2014,9.9675,46.9781,0.36,1.3,3,,
Thu Feb 20 15:14:48 UTC 2014,9.9675,46.9781,0.36,1.3,3,,
Thu Feb 20 15:14:54 UTC 2014,9.9615,45.9479,0.36,1.3667,3,,
Thu Feb 20 15:14:59 UTC 2014,9.9615,45.9479,0.36,1.3667,3,,
Thu Feb 20 15:15:04 UTC 2014,9.9615,45.9479,0.36,1.3667,3,,
Thu Feb 20 15:15:10 UTC 2014,9.9615,46.0763,0.36,1.3271,3,,
Thu Feb 20 15:15:15 UTC 2014,9.9615,46.0763,0.36,1.3271,3,,
Thu Feb 20 15:15:21 UTC 2014,9.9615,46.0763,0.36,1.3271,3,,
Thu Feb 20 15:15:27 UTC 2014,9.9615,46.0763,0.36,1.3271,3,,
Thu Feb 20 15:15:32 UTC 2014,9.9615,46.0763,0.36,1.3271,3,,
Thu Feb 20 15:15:37 UTC 2014,9.9675,46.605,0.36,1.3347,3,,
Thu Feb 20 15:15:43 UTC 2014,9.9675,46.605,0.36,1.3347,3,,
Thu Feb 20 15:15:49 UTC 2014,9.9675,46.605,0.36,1.3347,3,,
Thu Feb 20 15:15:54 UTC 2014,9.9675,46.605,0.36,1.3347,3,,
Thu Feb 20 15:15:59 UTC 2014,9.9615,46.9338,0.36,1.3226,3,,
Thu Feb 20 15:16:05 UTC 2014,9.9615,46.9338,0.36,1.3226,3,,
Thu Feb 20 15:16:10 UTC 2014,9.9615,46.9338,0.36,1.3226,3,,
Thu Feb 20 15:16:16 UTC 2014,9.9615,46.4814,0.36,1.3226,3,,
Thu Feb 20 15:16:21 UTC 2014,9.9615,46.4814,0.36,1.3226,3,,
Thu Feb 20 15:16:27 UTC 2014,9.9675,46.975,0.36,1.4097,3,,
Thu Feb 20 15:16:32 UTC 2014,9.9675,46.975,0.36,1.4097,3,,
Thu Feb 20 15:16:38 UTC 2014,9.9675,46.55,0.36,1.3333,3,,
Thu Feb 20 15:16:43 UTC 2014,9.9675,46.55,0.36,1.3333,3,,
Thu Feb 20 15:16:48 UTC 2014,9.9675,46.0563,0.36,1.2,3,,
Thu Feb 20 15:16:54 UTC 2014,9.9675,46.0563,0.36,1.2,3,,
Thu Feb 20 15:16:59 UTC 2014,9.9675,46.0563,0.36,1.2,3,,
Thu Feb 20 15:17:05 UTC 2014,9.9615,44.7001,0.36,1.2,3,,
Thu Feb 20 15:17:10 UTC 2014,9.9615,44.7001,0.36,1.2,3,,
Thu Feb 20 15:17:16 UTC 2014,9.9615,44.7001,0.36,1.2,3,,
Thu Feb 20 15:17:22 UTC 2014,9.9615,44.7001,0.36,1.2,3,,
Thu Feb 20 15:17:27 UTC 2014,9.9615,44.7001,0.36,1.2,3,,
Thu Feb 20 15:17:33 UTC 2014,9.9675,46.5551,0.36,1.2121,3,,
Thu Feb 20 15:17:38 UTC 2014,9.9675,46.5551,0.36,1.2121,3,,
Thu Feb 20 15:17:44 UTC 2014,9.9675,46.5551,0.36,1.2121,3,,
Thu Feb 20 15:17:49 UTC 2014,9.9675,46.5551,0.36,1.2121,3,,
Thu Feb 20 15:17:55 UTC 2014,9.9675,46.5551,0.36,1.2121,3,,
Thu Feb 20 15:18:00 UTC 2014,9.9675,46.5551,0.36,1.2121,3,,
Thu Feb 20 15:18:06 UTC 2014,9.9675,46.4362,0.36,1.125,3,,
Thu Feb 20 15:18:12 UTC 2014,9.9675,46.4362,0.36,1.125,3,,
Thu Feb 20 15:18:17 UTC 2014,9.9675,46.4362,0.36,1.125,3,,
Thu Feb 20 15:18:23 UTC 2014,9.9675,46.4362,0.36,1.125,3,,
Thu Feb 20 15:18:28 UTC 2014,9.9675,46.4362,0.36,1.125,3,,
Thu Feb 20 15:18:34 UTC 2014,9.9675,46.4362,0.36,1.125,3,,
Thu Feb 20 15:18:39 UTC 2014,9.9675,45.9541,0.36,1.3962,3,,
Thu Feb 20 15:18:45 UTC 2014,9.9675,45.9541,0.36,1.3962,3,,
Thu Feb 20 15:18:51 UTC 2014,9.9675,45.9541,0.36,1.3962,3,,
Thu Feb 20 15:18:56 UTC 2014,9.9675,45.9541,0.36,1.3962,3,,
Thu Feb 20 15:19:02 UTC 2014,9.9675,45.9541,0.36,1.3962,3,,
Thu Feb 20 15:19:07 UTC 2014,9.9675,45.9541,0.36,1.3962,3,,
Thu Feb 20 15:19:13 UTC 2014,9.9675,46.9569,0.36,1.4839,3,,
Thu Feb 20 15:19:18 UTC 2014,9.9675,46.9569,0.36,1.4839,3,,
Thu Feb 20 15:19:24 UTC 2014,9.9675,46.9569,0.36,1.4839,3,,
Thu Feb 20 15:19:29 UTC 2014,9.9675,46.9569,0.36,1.4839,3,,
Thu Feb 20 15:19:35 UTC 2014,9.9675,46.9569,0.36,1.4839,3,,
Thu Feb 20 15:19:40 UTC 2014,9.9675,46.9569,0.36,1.4839,3,,
Thu Feb 20 15:19:46 UTC 2014,9.9675,46.9569,0.36,1.4839,3,,
Thu Feb 20 15:19:52 UTC 2014,9.9675,47.2268,0.36,1.3452,3,,
Thu Feb 20 15:19:57 UTC 2014,9.9675,47.2268,0.36,1.3452,3,,
Thu Feb 20 15:20:03 UTC 2014,9.9675,47.2268,0.36,1.3452,3,,
Thu Feb 20 15:20:08 UTC 2014,9.9675,47.2268,0.36,1.3452,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:19 UTC 2014,9.9675,47.4265,0.36,1.25,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:30 UTC 2014,9.9675,47.4265,0.36,1.25,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:40 UTC 2014,9.9675,47.3278,0.36,1.25,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:51 UTC 2014,9.9675,47.3278,0.36,1.25,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:02 UTC 2014,9.9463,47.3761,0.36,1.3357,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:12 UTC 2014,9.9463,47.3761,0.36,1.125,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:23 UTC 2014,9.9463,47.651,0.36,1.125,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:34 UTC 2014,9.9463,47.651,0.36,1.125,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:44 UTC 2014,9.9463,48.126,0.36,1.125,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:55 UTC 2014,9.9463,48.0531,0.36,1.2812,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:06 UTC 2014,9.9463,48.0531,0.36,1.2812,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:16 UTC 2014,9.9463,48.4499,0.36,0.7667,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:27 UTC 2014,9.9584,47.6954,0.36,0.7667,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:37 UTC 2014,9.9584,47.6954,0.36,0.7667,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:48 UTC 2014,9.9584,47.9543,0.36,0.7667,3,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:59 UTC 2014,9.9584,47.9543,0.24,0.7667,2,,
Thu Feb 20 15:23:05 UTC 2014,9.9584,47.9543,0.24,0.7667,2,,
Thu Feb 20 15:23:11 UTC 2014,9.9584,47.9543,0.24,0.7667,2,,
Thu Feb 20 15:23:18 UTC 2014,9.9584,47.9543,0.24,0.7667,2,,
Thu Feb 20 15:23:24 UTC 2014,9.9584,47.9543,0.24,0.7667,2,,
Thu Feb 20 15:23:30 UTC 2014,9.9644,48.0042,0.24,0.6389,2,,
Thu Feb 20 15:23:35 UTC 2014,9.9644,48.0042,0.24,0.6389,2,,
Thu Feb 20 15:23:41 UTC 2014,9.9644,48.0042,0.24,0.6389,2,,
Thu Feb 20 15:23:47 UTC 2014,9.9644,48.0042,0.24,0.6389,2,,
Thu Feb 20 15:23:52 UTC 2014,9.9644,48.0042,0.24,0.6389,2,,
Thu Feb 20 15:23:58 UTC 2014,9.9644,48.0042,0.24,0.6389,2,,
Thu Feb 20 15:24:04 UTC 2014,9.9644,47.4026,0.24,0.9375,2,,
Thu Feb 20 15:24:10 UTC 2014,9.9644,47.4026,0.24,0.9375,2,,
Thu Feb 20 15:24:15 UTC 2014,9.9644,47.4026,0.24,0.9375,2,,
Thu Feb 20 15:24:21 UTC 2014,9.9644,47.4026,0.24,0.9375,2,,
Thu Feb 20 15:24:26 UTC 2014,9.9644,47.4026,0.24,0.9375,2,,
Thu Feb 20 15:24:32 UTC 2014,9.9644,47.4026,0.24,0.9375,2,,
Thu Feb 20 15:24:37 UTC 2014,9.9644,46.9031,0.24,0.8,2,,
Thu Feb 20 15:24:43 UTC 2014,9.9644,46.9031,0.24,0.8,2,,
Thu Feb 20 15:24:48 UTC 2014,9.9644,46.9031,0.24,0.8,2,,
Thu Feb 20 15:24:53 UTC 2014,9.9644,46.9031,0.24,0.8,2,,
Thu Feb 20 15:24:59 UTC 2014,9.9644,46.9031,0.24,0.8,2,,
Thu Feb 20 15:25:06 UTC 2014,9.9648,47.4449,0.24,0.8667,2,,
Thu Feb 20 15:25:11 UTC 2014,9.9648,47.4449,0.24,0.8667,2,,
Thu Feb 20 15:25:17 UTC 2014,9.9648,47.4449,0.24,0.8667,2,,
Thu Feb 20 15:25:23 UTC 2014,9.9648,47.4449,0.24,0.8667,2,,
Thu Feb 20 15:25:28 UTC 2014,9.9648,47.4449,0.24,0.8667,2,,
Thu Feb 20 15:25:34 UTC 2014,9.9648,47.4449,0.24,0.8667,2,,
Thu Feb 20 15:25:39 UTC 2014,9.9648,47.4449,0.24,0.8667,2,,
Thu Feb 20 15:25:44 UTC 2014,9.9587,47.7522,0.24,0.9,2,,
Thu Feb 20 15:25:50 UTC 2014,9.9587,47.7522,0.24,0.9,2,,
Thu Feb 20 15:25:56 UTC 2014,9.9587,47.7522,0.24,0.9,2,,
Thu Feb 20 15:26:02 UTC 2014,9.9587,47.7522,0.24,0.9,2,,
Thu Feb 20 15:26:07 UTC 2014,9.9587,47.7522,0.24,0.9,2,,
Thu Feb 20 15:26:12 UTC 2014,9.9648,48.4546,0.24,0.7188,2,,
Thu Feb 20 15:26:18 UTC 2014,9.9648,48.4546,0.24,0.7188,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:29 UTC 2014,9.9648,48.4546,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:40 UTC 2014,9.9587,47.7023,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:50 UTC 2014,9.9587,47.0561,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:27:01 UTC 2014,9.9587,47.0561,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:27:11 UTC 2014,9.9587,47.8936,0.24,0.6562,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:27:22 UTC 2014,9.9587,48.0021,0.24,0.6562,2,,
Thu Feb 20 15:27:30 UTC 2014,9.9587,48.0021,0.24,0.6562,2,,
Thu Feb 20 15:27:37 UTC 2014,9.9648,47.7524,0.24,0.8125,2,,
Thu Feb 20 15:27:43 UTC 2014,9.9648,47.7524,0.24,0.8125,2,,
Thu Feb 20 15:27:49 UTC 2014,9.9648,47.7524,0.24,0.8125,2,,
Thu Feb 20 15:27:54 UTC 2014,9.9648,47.7524,0.24,0.8125,2,,
Thu Feb 20 15:28:00 UTC 2014,9.9648,47.7524,0.24,0.8125,2,,
Thu Feb 20 15:28:06 UTC 2014,9.9648,47.8523,0.24,0.9688,2,,
Thu Feb 20 15:28:11 UTC 2014,9.9648,47.8523,0.24,0.9688,2,,
Thu Feb 20 15:28:17 UTC 2014,9.9648,47.8523,0.24,0.9688,2,,
Thu Feb 20 15:28:23 UTC 2014,9.9648,47.8523,0.24,0.9688,2,,
Thu Feb 20 15:28:29 UTC 2014,9.9648,47.8523,0.24,0.9688,2,,
Thu Feb 20 15:28:35 UTC 2014,9.9648,47.8523,0.24,0.9688,2,,
Thu Feb 20 15:28:40 UTC 2014,9.9648,47.8523,0.24,0.9688,2,,
Thu Feb 20 15:28:46 UTC 2014,9.9648,48.6528,0.24,0.8125,2,,
Thu Feb 20 15:28:51 UTC 2014,9.9648,48.6528,0.24,0.8125,2,,
Thu Feb 20 15:28:57 UTC 2014,9.9648,48.6528,0.24,0.8125,2,,
Thu Feb 20 15:29:04 UTC 2014,9.9648,48.6528,0.24,0.8125,2,,
Thu Feb 20 15:29:10 UTC 2014,9.9648,48.6528,0.24,0.8125,2,,
Thu Feb 20 15:29:15 UTC 2014,9.9648,48.1517,0.24,0.7742,2,,
Thu Feb 20 15:29:21 UTC 2014,9.9648,48.1517,0.24,0.7742,2,,
Thu Feb 20 15:29:26 UTC 2014,9.9648,48.1517,0.24,0.7742,2,,
Thu Feb 20 15:29:32 UTC 2014,9.9648,48.1517,0.24,0.7742,2,,
Thu Feb 20 15:29:37 UTC 2014,9.9648,48.1517,0.24,0.7742,2,,
Thu Feb 20 15:29:42 UTC 2014,9.9648,48.1517,0.24,0.7742,2,,
Thu Feb 20 15:29:48 UTC 2014,9.9587,48.25,0.24,0.6667,2,,
Thu Feb 20 15:29:54 UTC 2014,9.9587,48.25,0.24,0.6667,2,,
Thu Feb 20 15:30:00 UTC 2014,9.9587,48.25,0.24,0.6667,2,,
Thu Feb 20 15:30:05 UTC 2014,9.9587,48.25,0.24,0.6667,2,,
Thu Feb 20 15:30:11 UTC 2014,9.9587,48.0021,0.24,0.8788,2,,
Thu Feb 20 15:30:16 UTC 2014,9.9587,48.0021,0.24,0.8788,2,,
Thu Feb 20 15:30:22 UTC 2014,9.9587,48.0021,0.24,0.8788,2,,
Thu Feb 20 15:30:27 UTC 2014,9.9587,48.0021,0.24,0.8788,2,,
Thu Feb 20 15:30:32 UTC 2014,9.9648,47.6024,0.24,0.8788,2,,
Thu Feb 20 15:30:38 UTC 2014,9.9587,46.8532,0.24,0.6,2,,
Thu Feb 20 15:30:44 UTC 2014,9.9587,46.8532,0.24,0.6,2,,
Thu Feb 20 15:30:49 UTC 2014,9.9587,46.8532,0.24,0.6,2,,
Thu Feb 20 15:30:55 UTC 2014,9.9587,46.8532,0.24,0.6,2,,
Thu Feb 20 15:31:00 UTC 2014,9.9587,47.7,0.24,0.6,2,,
Thu Feb 20 15:31:05 UTC 2014,9.9587,47.7,0.24,0.6,2,,
Thu Feb 20 15:31:10 UTC 2014,9.9587,47.5501,0.24,0.9,2,,
Thu Feb 20 15:31:16 UTC 2014,9.9587,47.5501,0.24,0.9,2,,
Thu Feb 20 15:31:21 UTC 2014,9.9587,47.5501,0.24,0.9,2,,
Thu Feb 20 15:31:27 UTC 2014,9.9587,47.5501,0.24,0.9,2,,
Thu Feb 20 15:31:32 UTC 2014,9.9587,47.5501,0.24,0.9,2,,
Thu Feb 20 15:31:37 UTC 2014,9.9587,47.5501,0.24,0.9,2,,
Thu Feb 20 15:31:43 UTC 2014,9.9587,47.5501,0.24,0.9,2,,
Thu Feb 20 15:31:49 UTC 2014,9.9587,47.3473,0.24,0.5806,2,,
Thu Feb 20 15:31:55 UTC 2014,9.9587,47.3473,0.24,0.5806,2,,
Thu Feb 20 15:32:00 UTC 2014,9.9587,47.3473,0.24,0.5806,2,,
Thu Feb 20 15:32:06 UTC 2014,9.9587,47.3473,0.24,0.5806,2,,
Thu Feb 20 15:32:11 UTC 2014,9.9587,47.3473,0.24,0.5806,2,,
Thu Feb 20 15:32:17 UTC 2014,9.9587,47.3473,0.24,0.5806,2,,
