Time ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:20:39 UTC 2014,0.12,1.0,,
Mon Feb 10 14:20:44 UTC 2014,0.12,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:20:51 UTC 2014,0.12,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:20:59 UTC 2014,0.12,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:21:06 UTC 2014,0.12,5.0,169.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:21:15 UTC 2014,0.12,6.0,156.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:21:24 UTC 2014,0.12,6.0,158.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:21:33 UTC 2014,0.12,6.0,148.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:21:42 UTC 2014,0.12,5.0,157.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:21:51 UTC 2014,0.12,6.0,175.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:22:00 UTC 2014,0.12,6.0,46.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:22:09 UTC 2014,0.12,5.0,168.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:22:18 UTC 2014,0.12,5.0,166.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:22:27 UTC 2014,0.12,5.0,166.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:22:36 UTC 2014,0.12,5.0,161.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:22:45 UTC 2014,0.12,5.0,171.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:22:54 UTC 2014,0.12,5.0,171.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:23:03 UTC 2014,0.12,5.0,160.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:11 UTC 2014,0.12,5.0,158.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:16 UTC 2014,0.12,5.0,158.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:21 UTC 2014,0.12,4.0,116.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:26 UTC 2014,0.12,4.0,116.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:31 UTC 2014,0.12,5.0,176.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:36 UTC 2014,0.12,5.0,176.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:41 UTC 2014,0.12,5.0,163.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:46 UTC 2014,0.12,5.0,163.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:51 UTC 2014,0.12,5.0,160.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:23:56 UTC 2014,0.12,5.0,160.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:01 UTC 2014,0.12,6.0,148.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:06 UTC 2014,0.12,6.0,148.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:11 UTC 2014,0.12,5.0,168.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:16 UTC 2014,0.12,5.0,168.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:22 UTC 2014,0.12,0.0,0.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:27 UTC 2014,0.12,0.0,0.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:32 UTC 2014,0.12,5.0,140.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:37 UTC 2014,0.12,5.0,140.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:42 UTC 2014,0.12,5.0,137.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:47 UTC 2014,0.12,5.0,137.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:52 UTC 2014,0.12,3.0,20.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:57 UTC 2014,0.12,3.0,20.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:02 UTC 2014,0.12,0.0,0.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:07 UTC 2014,0.12,0.0,0.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:12 UTC 2014,0.12,7.0,25.0,1.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:17 UTC 2014,0.12,7.0,25.0,1.0,DataNodeServiceUnit_scaleOut,
