Time ,cost ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:44:39 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:44:47 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:44:55 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:03 UTC 2014,0.12,18.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:11 UTC 2014,0.12,4.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:19 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:27 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:35 UTC 2014,0.12,26.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:43 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:51 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:59 UTC 2014,0.12,22.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:07 UTC 2014,0.12,22.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:15 UTC 2014,0.12,28.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:23 UTC 2014,0.12,303.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:31 UTC 2014,0.12,16.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:39 UTC 2014,0.12,16.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:47 UTC 2014,0.12,16.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:55 UTC 2014,0.12,34.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:47:03 UTC 2014,0.12,34.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:08 UTC 2014,0.12,34.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:13 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:18 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:23 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:28 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:33 UTC 2014,0.12,43.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:38 UTC 2014,0.12,43.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:43 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:48 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:47:56 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:04 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:12 UTC 2014,0.12,21.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:20 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:28 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:36 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:44 UTC 2014,0.12,20.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:52 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:00 UTC 2014,0.12,76.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:08 UTC 2014,0.12,282.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:16 UTC 2014,0.12,282.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:25 UTC 2014,0.12,193.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:33 UTC 2014,0.12,95.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:41 UTC 2014,0.12,207.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:49 UTC 2014,0.12,207.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:57 UTC 2014,0.12,207.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:05 UTC 2014,0.12,192.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:13 UTC 2014,0.12,156.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:21 UTC 2014,0.12,201.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:29 UTC 2014,0.12,209.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:37 UTC 2014,0.12,209.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:45 UTC 2014,0.12,63.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:53 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:01 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:09 UTC 2014,0.12,132.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:17 UTC 2014,0.12,132.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:25 UTC 2014,0.12,16.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:33 UTC 2014,0.12,16.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:41 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:49 UTC 2014,0.12,40.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:57 UTC 2014,0.12,40.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:05 UTC 2014,0.12,39.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:13 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:21 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:29 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:37 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:42 UTC 2014,0.12,1.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:47 UTC 2014,0.12,1.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:52 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:57 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:02 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:07 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:12 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:17 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:22 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:27 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:32 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:37 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:42 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:53:50 UTC 2014,0.12,206.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:53:58 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:07 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:15 UTC 2014,0.12,63.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:23 UTC 2014,0.12,132.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:31 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:39 UTC 2014,0.12,17.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:47 UTC 2014,0.12,17.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:55 UTC 2014,0.12,79.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:03 UTC 2014,0.12,79.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:11 UTC 2014,0.12,48.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:19 UTC 2014,0.12,78.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:27 UTC 2014,0.12,78.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:35 UTC 2014,0.12,109.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:43 UTC 2014,0.12,99.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:51 UTC 2014,0.12,50.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:59 UTC 2014,0.12,100.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:07 UTC 2014,0.12,100.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:15 UTC 2014,0.12,24.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:23 UTC 2014,0.12,162.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:31 UTC 2014,0.12,70.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:39 UTC 2014,0.12,7.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:47 UTC 2014,0.12,7.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:55 UTC 2014,0.12,162.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:57:03 UTC 2014,0.12,152.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:57:11 UTC 2014,0.12,116.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:16 UTC 2014,0.12,116.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:21 UTC 2014,0.12,109.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:26 UTC 2014,0.12,109.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:31 UTC 2014,0.12,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:36 UTC 2014,0.12,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:41 UTC 2014,0.12,75.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:46 UTC 2014,0.12,75.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:51 UTC 2014,0.12,79.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:56 UTC 2014,0.12,79.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:01 UTC 2014,0.12,2.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:06 UTC 2014,0.12,2.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:11 UTC 2014,0.12,269.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:16 UTC 2014,0.12,269.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:21 UTC 2014,0.12,278.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:27 UTC 2014,0.12,278.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:32 UTC 2014,0.12,40.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:37 UTC 2014,0.12,40.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:42 UTC 2014,0.12,211.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:47 UTC 2014,0.12,211.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:52 UTC 2014,0.12,3.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:57 UTC 2014,0.12,3.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:02 UTC 2014,0.12,28.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:07 UTC 2014,0.12,28.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:12 UTC 2014,0.12,28.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:17 UTC 2014,0.12,28.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:22 UTC 2014,0.12,339.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:27 UTC 2014,0.12,339.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:32 UTC 2014,0.12,94.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:37 UTC 2014,0.12,94.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:42 UTC 2014,0.12,15.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:47 UTC 2014,0.12,15.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:52 UTC 2014,0.12,112.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:57 UTC 2014,0.12,112.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:02 UTC 2014,0.12,259.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:07 UTC 2014,0.12,259.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:12 UTC 2014,0.12,137.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:17 UTC 2014,0.12,137.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:22 UTC 2014,0.12,25.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:27 UTC 2014,0.12,25.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:32 UTC 2014,0.12,316.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:37 UTC 2014,0.12,316.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:42 UTC 2014,0.12,160.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:47 UTC 2014,0.12,160.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:52 UTC 2014,0.12,180.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:57 UTC 2014,0.12,180.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:02 UTC 2014,0.12,21.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:07 UTC 2014,0.12,21.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:12 UTC 2014,0.12,106.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:17 UTC 2014,0.12,106.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:22 UTC 2014,0.12,238.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:27 UTC 2014,0.12,238.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:32 UTC 2014,0.12,131.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:37 UTC 2014,0.12,131.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:43 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:48 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:53 UTC 2014,0.12,58.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:58 UTC 2014,0.12,58.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:03 UTC 2014,0.12,234.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:08 UTC 2014,0.12,234.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:13 UTC 2014,0.12,43.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:18 UTC 2014,0.12,43.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:23 UTC 2014,0.12,203.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:28 UTC 2014,0.12,203.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:33 UTC 2014,0.12,136.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:38 UTC 2014,0.12,136.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:43 UTC 2014,0.12,207.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:49 UTC 2014,0.12,207.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:54 UTC 2014,0.12,39.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:59 UTC 2014,0.12,39.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:04 UTC 2014,0.12,268.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:09 UTC 2014,0.12,268.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:14 UTC 2014,0.12,295.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:19 UTC 2014,0.12,295.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:24 UTC 2014,0.12,62.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:29 UTC 2014,0.12,62.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:34 UTC 2014,0.12,178.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:39 UTC 2014,0.12,178.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:44 UTC 2014,0.12,152.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:49 UTC 2014,0.12,152.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:54 UTC 2014,0.12,64.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:59 UTC 2014,0.12,64.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:04 UTC 2014,0.12,77.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:09 UTC 2014,0.12,77.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:14 UTC 2014,0.12,186.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:19 UTC 2014,0.12,186.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:24 UTC 2014,0.12,336.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:29 UTC 2014,0.12,336.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:34 UTC 2014,0.12,149.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:39 UTC 2014,0.12,149.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:44 UTC 2014,0.12,160.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:49 UTC 2014,0.12,160.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:54 UTC 2014,0.12,246.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:59 UTC 2014,0.12,246.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:04 UTC 2014,0.12,60.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:09 UTC 2014,0.12,60.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:15 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:20 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:25 UTC 2014,0.12,72.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:30 UTC 2014,0.12,72.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:35 UTC 2014,0.12,210.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:40 UTC 2014,0.12,210.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:45 UTC 2014,0.12,138.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:50 UTC 2014,0.12,138.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:55 UTC 2014,0.12,107.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:00 UTC 2014,0.12,107.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:05 UTC 2014,0.12,129.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:10 UTC 2014,0.12,129.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:15 UTC 2014,0.12,56.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:20 UTC 2014,0.12,56.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:25 UTC 2014,0.12,163.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:30 UTC 2014,0.12,163.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:35 UTC 2014,0.12,73.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:40 UTC 2014,0.12,31.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:45 UTC 2014,0.12,31.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:50 UTC 2014,0.12,148.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:55 UTC 2014,0.12,148.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:00 UTC 2014,0.12,35.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:05 UTC 2014,0.12,35.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:10 UTC 2014,0.12,229.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:15 UTC 2014,0.12,229.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:20 UTC 2014,0.12,152.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:25 UTC 2014,0.12,152.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:30 UTC 2014,0.12,98.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:35 UTC 2014,0.12,98.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:40 UTC 2014,0.12,155.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:45 UTC 2014,0.12,155.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:50 UTC 2014,0.12,110.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:55 UTC 2014,0.12,110.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:01 UTC 2014,0.12,71.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:06 UTC 2014,0.12,71.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:11 UTC 2014,0.12,109.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:16 UTC 2014,0.12,109.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:21 UTC 2014,0.12,135.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:26 UTC 2014,0.12,135.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:31 UTC 2014,0.12,59.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:36 UTC 2014,0.12,59.0,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:41 UTC 2014,0.12,53.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 15:08:49 UTC 2014,0.12,53.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
