Time ,cost/client/h ,cpuUsage ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:44:40 UTC 2014,0.6,39.9,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:44:48 UTC 2014,0.6,39.9,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:44:56 UTC 2014,0.6,39.9,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:04 UTC 2014,0.0333,48.05,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:12 UTC 2014,0.15,49.05,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:20 UTC 2014,0.6,49.05,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:28 UTC 2014,0.6,49.05,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:36 UTC 2014,0.0231,49.05,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:44 UTC 2014,0.6,37.55,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:45:52 UTC 2014,0.6,37.55,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:01 UTC 2014,0.0273,40.7,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:09 UTC 2014,0.0273,38.85,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:17 UTC 2014,0.0214,38.85,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:25 UTC 2014,0.002,38.85,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:33 UTC 2014,0.0375,38.85,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:41 UTC 2014,0.0375,38.85,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:49 UTC 2014,0.0375,38.85,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:46:57 UTC 2014,0.0176,42.5,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 14:47:05 UTC 2014,0.0212,42.5,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:10 UTC 2014,0.0212,42.5,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:15 UTC 2014,0.72,40.3,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:20 UTC 2014,0.72,40.3,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:25 UTC 2014,0.72,40.3,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:30 UTC 2014,0.72,40.3,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:35 UTC 2014,0.0167,38.95,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:40 UTC 2014,0.0167,38.95,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:45 UTC 2014,0.72,39.85,6.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 14:47:50 UTC 2014,0.72,39.85,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:47:58 UTC 2014,0.72,39.85,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:06 UTC 2014,0.72,37.6,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:14 UTC 2014,0.0343,37.6,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:22 UTC 2014,0.72,37.15,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:30 UTC 2014,0.72,37.15,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:38 UTC 2014,0.72,37.15,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:46 UTC 2014,0.036,40.35,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:48:54 UTC 2014,0.72,41.9,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:02 UTC 2014,0.0095,42.9,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:10 UTC 2014,0.0026,40.45,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:18 UTC 2014,0.0026,37.25,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:26 UTC 2014,0.0037,37.25,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:34 UTC 2014,0.0076,47.55,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:42 UTC 2014,0.0035,52.5,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:50 UTC 2014,0.0035,52.5,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:49:58 UTC 2014,0.0035,52.5,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:06 UTC 2014,0.0038,52.6,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:14 UTC 2014,0.0046,44.8,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:22 UTC 2014,0.0036,44.8,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:30 UTC 2014,0.0034,49.35,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:38 UTC 2014,0.0034,49.35,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:47 UTC 2014,0.0114,46.2,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:50:55 UTC 2014,0.72,50.95,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:03 UTC 2014,0.72,47.35,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:11 UTC 2014,0.0055,44.55,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:19 UTC 2014,0.0055,44.55,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:27 UTC 2014,0.045,44.05,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:35 UTC 2014,0.045,44.05,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:43 UTC 2014,0.72,40.9,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:51 UTC 2014,0.018,40.9,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:51:59 UTC 2014,0.018,40.9,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:07 UTC 2014,0.0185,40.9,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:15 UTC 2014,0.72,36.85,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:23 UTC 2014,0.72,36.85,6.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:52:31 UTC 2014,0.72,36.5,6.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:39 UTC 2014,0.72,36.5,6.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:44 UTC 2014,0.6,43.25,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:49 UTC 2014,0.6,43.25,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:54 UTC 2014,0.6,43.25,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:52:59 UTC 2014,0.6,43.25,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:04 UTC 2014,0.6,36.1,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:09 UTC 2014,0.6,36.1,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:14 UTC 2014,0.6,44.35,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:19 UTC 2014,0.6,44.35,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:24 UTC 2014,0.6,34.6,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:29 UTC 2014,0.6,34.6,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:34 UTC 2014,0.6,41.2,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:39 UTC 2014,0.6,41.2,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:53:44 UTC 2014,0.6,41.2,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:53:52 UTC 2014,0.0029,44.5,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:00 UTC 2014,0.6,36.8,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:08 UTC 2014,0.6,36.8,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:16 UTC 2014,0.0095,36.8,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:24 UTC 2014,0.0045,35.95,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:32 UTC 2014,0.6,35.95,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:40 UTC 2014,0.0353,43.2,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:48 UTC 2014,0.0353,43.2,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:54:56 UTC 2014,0.0076,40.05,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:04 UTC 2014,0.0076,40.05,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:12 UTC 2014,0.0125,37.2,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:20 UTC 2014,0.0077,37.9,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:28 UTC 2014,0.0077,34.6,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:36 UTC 2014,0.0055,34.6,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:45 UTC 2014,0.0061,45.95,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:55:53 UTC 2014,0.012,42.35,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:01 UTC 2014,0.006,37.0,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:09 UTC 2014,0.006,37.0,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:17 UTC 2014,0.025,33.65,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:25 UTC 2014,0.0037,38.3,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:33 UTC 2014,0.0086,38.8,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:41 UTC 2014,0.0857,42.25,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:49 UTC 2014,0.0857,42.25,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:56:57 UTC 2014,0.0037,42.25,5.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Mon Feb 10 14:57:05 UTC 2014,0.0039,46.05,5.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:13 UTC 2014,0.0041,42.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:18 UTC 2014,0.0041,42.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:23 UTC 2014,0.0044,43.85,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:28 UTC 2014,0.0044,43.85,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:33 UTC 2014,0.004,41.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:38 UTC 2014,0.004,41.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:43 UTC 2014,0.0064,42.05,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:48 UTC 2014,0.0064,42.05,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:53 UTC 2014,0.0061,44.7,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:57:58 UTC 2014,0.0061,44.7,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:03 UTC 2014,0.24,41.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:08 UTC 2014,0.24,41.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:13 UTC 2014,0.0018,38.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:18 UTC 2014,0.0018,38.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:23 UTC 2014,0.0017,47.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:28 UTC 2014,0.0017,47.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:33 UTC 2014,0.012,35.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:38 UTC 2014,0.012,35.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:43 UTC 2014,0.0023,38.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:48 UTC 2014,0.0023,38.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:53 UTC 2014,0.16,44.35,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:58:58 UTC 2014,0.16,44.35,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:03 UTC 2014,0.0171,44.35,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:08 UTC 2014,0.0171,44.35,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:13 UTC 2014,0.0171,39.55,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:18 UTC 2014,0.0171,39.55,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:23 UTC 2014,0.0014,42.75,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:28 UTC 2014,0.0014,42.75,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:33 UTC 2014,0.0051,42.7,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:38 UTC 2014,0.0051,42.7,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:43 UTC 2014,0.032,42.7,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:48 UTC 2014,0.032,42.7,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:53 UTC 2014,0.0043,44.25,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:59:58 UTC 2014,0.0043,44.25,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:04 UTC 2014,0.0019,40.95,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:09 UTC 2014,0.0019,40.95,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:14 UTC 2014,0.0035,45.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:19 UTC 2014,0.0035,45.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:24 UTC 2014,0.0192,42.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:29 UTC 2014,0.0192,42.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:34 UTC 2014,0.0015,42.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:39 UTC 2014,0.0015,42.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:44 UTC 2014,0.003,45.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:49 UTC 2014,0.003,45.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:54 UTC 2014,0.0027,43.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:00:59 UTC 2014,0.0027,43.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:04 UTC 2014,0.0229,43.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:09 UTC 2014,0.0229,43.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:14 UTC 2014,0.0045,43.65,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:19 UTC 2014,0.0045,43.65,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:24 UTC 2014,0.002,43.65,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:29 UTC 2014,0.002,43.65,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:34 UTC 2014,0.0037,43.75,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:39 UTC 2014,0.0037,43.75,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:44 UTC 2014,0.48,39.1,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:49 UTC 2014,0.48,39.1,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:54 UTC 2014,0.0083,41.95,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:01:59 UTC 2014,0.0083,41.95,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:04 UTC 2014,0.0021,42.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:09 UTC 2014,0.0021,42.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:14 UTC 2014,0.0112,42.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:19 UTC 2014,0.0112,42.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:24 UTC 2014,0.0024,44.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:29 UTC 2014,0.0024,44.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:34 UTC 2014,0.0035,44.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:39 UTC 2014,0.0035,44.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:44 UTC 2014,0.0023,36.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:49 UTC 2014,0.0023,36.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:54 UTC 2014,0.0123,36.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:02:59 UTC 2014,0.0123,36.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:04 UTC 2014,0.0018,46.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:09 UTC 2014,0.0018,46.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:14 UTC 2014,0.0016,36.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:19 UTC 2014,0.0016,36.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:24 UTC 2014,0.0077,36.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:29 UTC 2014,0.0077,36.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:34 UTC 2014,0.0027,36.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:39 UTC 2014,0.0027,36.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:44 UTC 2014,0.0032,46.75,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:49 UTC 2014,0.0032,46.75,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:03:55 UTC 2014,0.0075,46.75,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:00 UTC 2014,0.0075,46.75,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:05 UTC 2014,0.0062,44.05,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:10 UTC 2014,0.0062,44.05,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:15 UTC 2014,0.0026,40.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:20 UTC 2014,0.0026,40.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:25 UTC 2014,0.0014,44.05,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:30 UTC 2014,0.0014,44.05,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:35 UTC 2014,0.0032,37.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:40 UTC 2014,0.0032,37.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:45 UTC 2014,0.003,37.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:50 UTC 2014,0.003,37.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:04:55 UTC 2014,0.002,43.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:00 UTC 2014,0.002,43.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:05 UTC 2014,0.008,43.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:10 UTC 2014,0.008,43.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:15 UTC 2014,0.48,36.1,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:20 UTC 2014,0.48,36.1,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:25 UTC 2014,0.0067,36.05,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:30 UTC 2014,0.0023,38.25,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:35 UTC 2014,0.0023,38.25,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:40 UTC 2014,0.0035,38.25,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:45 UTC 2014,0.0035,38.25,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:50 UTC 2014,0.0045,46.1,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:05:55 UTC 2014,0.0045,46.1,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:00 UTC 2014,0.0037,42.65,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:05 UTC 2014,0.0037,42.65,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:10 UTC 2014,0.0086,38.1,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:15 UTC 2014,0.0086,38.1,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:20 UTC 2014,0.0029,41.35,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:25 UTC 2014,0.0029,41.35,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:30 UTC 2014,0.0066,41.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:35 UTC 2014,0.0066,41.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:40 UTC 2014,0.0155,46.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:45 UTC 2014,0.0155,46.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:51 UTC 2014,0.0032,46.95,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:06:56 UTC 2014,0.0032,46.95,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:01 UTC 2014,0.0137,44.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:06 UTC 2014,0.0137,44.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:11 UTC 2014,0.0021,43.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:16 UTC 2014,0.0021,43.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:21 UTC 2014,0.0032,40.35,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:26 UTC 2014,0.0032,40.35,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:31 UTC 2014,0.0049,39.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:36 UTC 2014,0.0049,39.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:41 UTC 2014,0.0031,42.25,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:46 UTC 2014,0.0031,42.25,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:51 UTC 2014,0.0044,40.55,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:07:56 UTC 2014,0.0044,40.55,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:01 UTC 2014,0.0068,45.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:06 UTC 2014,0.0068,45.45,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:11 UTC 2014,0.0044,33.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:16 UTC 2014,0.0044,33.9,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:21 UTC 2014,0.0036,36.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:26 UTC 2014,0.0036,36.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:31 UTC 2014,0.0081,36.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 15:08:36 UTC 2014,0.0081,36.4,4.0,EventProcessingServiceUnit_scaleIn,
