Time ,cost ,responseTime ,throughput ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 19:53:49 UTC 2014,0.72,6.0,30.0,104.0,6.0,,
Mon Feb 10 19:53:54 UTC 2014,0.72,6.0,30.0,104.0,6.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:54:04 UTC 2014,0.24,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:54:11 UTC 2014,0.24,4.0,183.0,33.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:54:22 UTC 2014,0.24,3.0,201.0,181.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:54:33 UTC 2014,0.24,4.0,136.0,24.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:54:43 UTC 2014,0.24,3.0,107.0,96.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:54:53 UTC 2014,0.24,4.0,162.0,123.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:55:03 UTC 2014,0.24,4.0,43.0,167.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:55:13 UTC 2014,0.24,4.0,65.0,79.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:55:23 UTC 2014,0.24,4.0,30.0,104.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:55:33 UTC 2014,0.24,4.0,199.0,25.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:55:43 UTC 2014,0.24,4.0,212.0,112.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:55:54 UTC 2014,0.24,4.0,131.0,216.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:56:04 UTC 2014,0.24,4.0,198.0,62.0,2.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 19:56:14 UTC 2014,0.24,4.0,214.0,234.0,2.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:56:22 UTC 2014,0.36,4.0,210.0,174.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:56:27 UTC 2014,0.36,4.0,210.0,174.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:56:32 UTC 2014,0.36,4.0,212.0,31.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:56:37 UTC 2014,0.36,4.0,212.0,31.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:56:42 UTC 2014,0.36,5.0,119.0,197.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:56:47 UTC 2014,0.36,5.0,119.0,197.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:56:53 UTC 2014,0.36,4.0,171.0,165.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:56:58 UTC 2014,0.36,4.0,171.0,165.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:03 UTC 2014,0.36,4.0,195.0,117.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:08 UTC 2014,0.36,4.0,195.0,117.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:13 UTC 2014,0.36,3.0,214.0,202.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:18 UTC 2014,0.36,3.0,214.0,202.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:23 UTC 2014,0.36,4.0,98.0,207.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:28 UTC 2014,0.36,4.0,98.0,207.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:33 UTC 2014,0.36,4.0,204.0,121.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:39 UTC 2014,0.36,4.0,204.0,121.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:44 UTC 2014,0.36,4.0,207.0,197.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:49 UTC 2014,0.36,4.0,207.0,197.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:54 UTC 2014,0.36,1.5,128.0,49.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:57:59 UTC 2014,0.36,-0.5,-1.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:05 UTC 2014,0.36,-0.5,-1.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:10 UTC 2014,0.36,1.5,56.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:15 UTC 2014,0.36,1.5,56.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:20 UTC 2014,0.36,1.5,130.0,62.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:26 UTC 2014,0.36,1.5,130.0,62.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:31 UTC 2014,0.36,-0.5,-1.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:36 UTC 2014,0.36,-0.5,-1.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:42 UTC 2014,0.36,-0.5,-1.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:47 UTC 2014,0.36,-0.5,-1.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:52 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:58:57 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:02 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:08 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:13 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:18 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:23 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:28 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:33 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:38 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:43 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:48 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:53 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 19:59:59 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:04 UTC 2014,0.36,7.0,1.0,22.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:09 UTC 2014,0.36,7.0,1.0,22.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:14 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:19 UTC 2014,0.36,0.0,0.0,1.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:24 UTC 2014,0.36,0.0,0.0,1.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:30 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:35 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:40 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:46 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:51 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:57 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:02 UTC 2014,0.36,4.0,1.0,10.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:07 UTC 2014,0.36,4.0,1.0,10.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:12 UTC 2014,0.36,3.0,3.0,5.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:17 UTC 2014,0.36,3.0,3.0,5.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:22 UTC 2014,0.36,0.0,0.0,136.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:27 UTC 2014,0.36,0.0,0.0,136.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:32 UTC 2014,0.36,4.0,7.0,21.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:37 UTC 2014,0.36,4.0,7.0,21.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:42 UTC 2014,0.36,0.0,0.0,176.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:48 UTC 2014,0.36,0.0,0.0,176.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:53 UTC 2014,0.36,4.0,18.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:03 UTC 2014,0.36,3.0,11.0,14.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:13 UTC 2014,0.36,0.0,0.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:23 UTC 2014,0.36,4.0,8.0,2.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:33 UTC 2014,0.36,4.0,4.0,20.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:43 UTC 2014,0.36,4.0,72.0,9.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:53 UTC 2014,0.36,4.0,12.0,15.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:03 UTC 2014,0.36,0.0,0.0,238.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:14 UTC 2014,0.36,6.0,1.0,2.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:24 UTC 2014,0.36,3.0,16.0,35.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:34 UTC 2014,0.36,4.0,156.0,34.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:44 UTC 2014,0.36,3.0,108.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:54 UTC 2014,0.36,4.0,14.0,11.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:04:04 UTC 2014,0.36,3.0,82.0,0.0,3.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:12 UTC 2014,0.48,3.0,15.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:17 UTC 2014,0.48,3.0,15.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:22 UTC 2014,0.48,0.0,0.0,277.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:28 UTC 2014,0.48,0.0,0.0,277.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:33 UTC 2014,0.48,4.0,6.0,19.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:38 UTC 2014,0.48,4.0,6.0,19.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:43 UTC 2014,0.48,1.5,9.0,30.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:48 UTC 2014,0.48,1.5,9.0,30.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:53 UTC 2014,0.48,-0.5,-1.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:58 UTC 2014,0.48,-0.5,-1.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:03 UTC 2014,0.48,-0.5,-1.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:08 UTC 2014,0.48,-0.5,-1.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:14 UTC 2014,0.48,-0.5,-1.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:19 UTC 2014,0.48,-0.5,-1.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:24 UTC 2014,0.48,4.5,51.0,276.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:29 UTC 2014,0.48,4.5,51.0,276.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:34 UTC 2014,0.48,8.0,84.0,292.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:39 UTC 2014,0.48,5.5,61.0,226.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:45 UTC 2014,0.48,5.5,61.0,226.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:50 UTC 2014,0.48,1.5,33.0,32.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:55 UTC 2014,0.48,1.5,33.0,32.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:00 UTC 2014,0.48,5.5,87.0,6.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:06 UTC 2014,0.48,5.5,87.0,6.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:11 UTC 2014,0.48,6.0,72.0,179.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:17 UTC 2014,0.48,6.0,72.0,179.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:22 UTC 2014,0.48,6.5,161.0,268.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:27 UTC 2014,0.48,6.5,161.0,268.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:32 UTC 2014,0.48,5.5,77.0,105.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:38 UTC 2014,0.48,5.5,77.0,105.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:43 UTC 2014,0.48,7.0,51.0,12.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:48 UTC 2014,0.48,7.0,51.0,12.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:53 UTC 2014,0.48,5.0,11.0,8.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:58 UTC 2014,0.48,5.0,11.0,8.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:03 UTC 2014,0.48,6.5,85.0,40.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:09 UTC 2014,0.48,6.5,85.0,40.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:14 UTC 2014,0.48,6.0,20.0,54.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:19 UTC 2014,0.48,2.5,2.0,182.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:25 UTC 2014,0.48,2.5,2.0,182.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:30 UTC 2014,0.48,6.0,30.0,160.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:35 UTC 2014,0.48,6.0,30.0,160.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:40 UTC 2014,0.48,5.0,44.0,99.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:46 UTC 2014,0.48,5.0,44.0,99.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:51 UTC 2014,0.48,5.0,74.0,43.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:57 UTC 2014,0.48,5.0,74.0,43.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:02 UTC 2014,0.48,5.5,19.0,46.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:07 UTC 2014,0.48,5.5,19.0,46.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:12 UTC 2014,0.48,2.0,3.0,12.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:18 UTC 2014,0.48,2.0,3.0,12.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:23 UTC 2014,0.48,6.5,98.0,103.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:28 UTC 2014,0.48,6.5,98.0,103.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:33 UTC 2014,0.48,1.5,59.0,150.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:38 UTC 2014,0.48,1.5,59.0,150.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:44 UTC 2014,0.48,6.5,35.0,61.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:49 UTC 2014,0.48,6.5,35.0,61.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:54 UTC 2014,0.48,5.0,50.0,39.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:59 UTC 2014,0.48,5.0,50.0,39.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:04 UTC 2014,0.48,6.0,30.0,191.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:09 UTC 2014,0.48,5.5,82.0,160.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:15 UTC 2014,0.48,5.5,82.0,160.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:20 UTC 2014,0.48,6.5,66.0,133.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:26 UTC 2014,0.48,6.5,66.0,133.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:31 UTC 2014,0.48,6.0,67.0,3.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:36 UTC 2014,0.48,6.0,67.0,3.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:42 UTC 2014,0.48,6.0,87.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:47 UTC 2014,0.48,6.0,87.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:52 UTC 2014,0.48,4.0,36.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:57 UTC 2014,0.48,4.0,36.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:02 UTC 2014,0.48,0.0,0.0,136.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:08 UTC 2014,0.48,0.0,0.0,136.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:13 UTC 2014,0.48,2.0,34.0,33.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:18 UTC 2014,0.48,2.0,34.0,33.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:23 UTC 2014,0.48,3.5,41.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:28 UTC 2014,0.48,3.5,41.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:33 UTC 2014,0.48,4.0,5.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:38 UTC 2014,0.48,4.0,5.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:43 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:48 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:54 UTC 2014,0.48,8.5,40.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:59 UTC 2014,0.48,8.5,40.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:04 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:09 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:14 UTC 2014,0.48,5.5,94.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:19 UTC 2014,0.48,0.0,0.0,25.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:25 UTC 2014,0.48,0.0,0.0,25.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:30 UTC 2014,0.48,2.5,4.0,7.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:35 UTC 2014,0.48,2.5,4.0,7.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:41 UTC 2014,0.48,2.5,19.0,2.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:46 UTC 2014,0.48,2.5,19.0,2.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:51 UTC 2014,0.48,0.0,0.0,54.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:57 UTC 2014,0.48,0.0,0.0,54.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:02 UTC 2014,0.48,6.0,108.0,58.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:07 UTC 2014,0.48,6.0,108.0,58.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:12 UTC 2014,0.48,6.0,124.0,7.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:18 UTC 2014,0.48,6.0,124.0,7.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:23 UTC 2014,0.48,2.0,8.0,51.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:28 UTC 2014,0.48,2.0,8.0,51.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:34 UTC 2014,0.48,5.0,54.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:39 UTC 2014,0.48,5.0,54.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:44 UTC 2014,0.48,5.0,117.0,29.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:49 UTC 2014,0.48,5.0,117.0,29.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:54 UTC 2014,0.48,5.5,16.0,0.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:00 UTC 2014,0.48,5.0,123.0,210.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:05 UTC 2014,0.48,5.0,123.0,210.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:10 UTC 2014,0.48,2.0,1.0,1.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:16 UTC 2014,0.48,2.0,1.0,1.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:21 UTC 2014,0.48,5.0,116.0,198.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:27 UTC 2014,0.48,5.0,116.0,198.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:32 UTC 2014,0.48,5.5,134.0,188.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:37 UTC 2014,0.48,5.5,134.0,188.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:42 UTC 2014,0.48,4.5,137.0,24.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:48 UTC 2014,0.48,4.5,137.0,24.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:53 UTC 2014,0.48,5.5,156.0,233.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:58 UTC 2014,0.48,5.5,156.0,233.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:04 UTC 2014,0.48,4.0,27.0,187.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:09 UTC 2014,0.48,4.0,27.0,187.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:14 UTC 2014,0.48,5.5,51.0,219.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:19 UTC 2014,0.48,5.5,51.0,219.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:24 UTC 2014,0.48,6.0,21.0,169.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:29 UTC 2014,0.48,5.0,144.0,89.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:35 UTC 2014,0.48,5.0,144.0,89.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:40 UTC 2014,0.48,1.5,2.0,192.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:46 UTC 2014,0.48,1.5,2.0,192.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:51 UTC 2014,0.48,5.0,133.0,100.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:56 UTC 2014,0.48,5.0,133.0,100.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:01 UTC 2014,0.48,5.5,95.0,239.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:07 UTC 2014,0.48,5.5,95.0,239.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:12 UTC 2014,0.48,5.0,130.0,70.0,4.0,DataNodeServiceUnit_scaleIn,
