Time ,cost ,responseTime ,throughput ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 21:54:13 UTC 2014,0.84,6.2,120.0,72.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:54:18 UTC 2014,0.84,6.2,120.0,72.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:54:23 UTC 2014,0.84,6.2,167.0,210.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:54:29 UTC 2014,0.84,6.2,167.0,210.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:54:34 UTC 2014,0.84,4.2,46.0,6.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:54:39 UTC 2014,0.84,4.2,46.0,6.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:54:44 UTC 2014,0.84,5.4,167.0,155.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:54:49 UTC 2014,0.84,5.4,167.0,155.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:54:55 UTC 2014,0.84,5.6,90.0,171.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 21:55:00 UTC 2014,0.84,5.6,167.0,201.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:55:10 UTC 2014,0.84,6.0,143.0,239.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:55:21 UTC 2014,0.84,5.2,68.0,222.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:55:32 UTC 2014,0.84,5.4,134.0,208.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:55:42 UTC 2014,0.84,5.6,96.0,179.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:55:53 UTC 2014,0.84,4.4,138.0,11.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:56:04 UTC 2014,0.84,4.8,128.0,75.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:56:14 UTC 2014,0.84,6.0,46.0,7.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:56:24 UTC 2014,0.84,6.0,95.0,191.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:56:34 UTC 2014,0.84,5.4,129.0,131.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:56:44 UTC 2014,0.84,5.4,165.0,207.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:56:54 UTC 2014,0.84,5.2,201.0,212.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:57:04 UTC 2014,0.84,5.6,118.0,221.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 21:57:14 UTC 2014,0.84,4.6,21.0,4.0,7.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:57:20 UTC 2014,0.96,5.4,175.0,162.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:57:27 UTC 2014,0.96,5.4,175.0,162.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:57:32 UTC 2014,0.96,4.8,109.0,60.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:57:38 UTC 2014,0.96,4.8,109.0,60.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:57:43 UTC 2014,0.96,5.6,146.0,224.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:57:49 UTC 2014,0.96,5.6,146.0,224.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:57:54 UTC 2014,0.96,4.0,15.0,19.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:57:59 UTC 2014,0.96,4.0,15.0,19.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:05 UTC 2014,0.96,-0.1667,-1.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:10 UTC 2014,0.96,-0.1667,-1.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:15 UTC 2014,0.96,2.1667,88.0,7.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:21 UTC 2014,0.96,1.0,2.0,1.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:27 UTC 2014,0.96,1.0,2.0,1.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:32 UTC 2014,0.96,5.6667,120.0,211.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:38 UTC 2014,0.96,5.6667,120.0,211.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:43 UTC 2014,0.96,6.5,166.0,177.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:48 UTC 2014,0.96,6.5,166.0,177.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:53 UTC 2014,0.96,7.0,161.0,202.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:58:59 UTC 2014,0.96,7.0,161.0,202.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:59:04 UTC 2014,0.96,2.8333,74.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:59:09 UTC 2014,0.96,2.8333,74.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:59:14 UTC 2014,0.96,2.5,7.0,21.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:59:19 UTC 2014,0.96,2.5,7.0,21.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:59:24 UTC 2014,0.96,3.6667,97.0,162.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 21:59:29 UTC 2014,0.96,3.6667,97.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 21:59:40 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 21:59:51 UTC 2014,0.96,3.8333,46.0,134.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:00:02 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:00:12 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:00:23 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:00:34 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:00:44 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:00:54 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:01:04 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:01:14 UTC 2014,0.96,3.3333,18.0,72.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:01:24 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:01:35 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 22:01:45 UTC 2014,0.96,2.5,38.0,49.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:01:54 UTC 2014,0.96,4.3333,60.0,175.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:01:59 UTC 2014,0.96,4.3333,60.0,175.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:02:04 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:02:09 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:02:15 UTC 2014,0.96,4.1667,73.0,141.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:02:20 UTC 2014,0.96,4.1667,73.0,141.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:02:25 UTC 2014,0.96,2.8333,52.0,40.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:02:30 UTC 2014,0.96,2.8333,52.0,40.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:02:36 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 22:02:41 UTC 2014,0.96,0.0,0.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:02:51 UTC 2014,0.96,7.8333,193.0,284.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:03:02 UTC 2014,0.96,7.6667,185.0,217.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:03:13 UTC 2014,0.96,8.8333,174.0,243.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:03:24 UTC 2014,0.96,6.3333,160.0,240.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:03:34 UTC 2014,0.96,14.6667,164.0,232.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:03:44 UTC 2014,0.96,13.5,121.0,11.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:03:54 UTC 2014,0.96,14.1667,131.0,259.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:04:04 UTC 2014,0.96,11.5,147.0,227.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:04:14 UTC 2014,0.96,11.6667,188.0,272.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:04:24 UTC 2014,0.96,11.3333,166.0,234.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:04:35 UTC 2014,0.96,11.5,159.0,221.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:04:45 UTC 2014,0.96,9.5,157.0,193.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:04:55 UTC 2014,0.96,16.5,163.0,228.0,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 22:05:05 UTC 2014,0.96,9.3333,146.0,241.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:10 UTC 2014,0.96,9.3333,146.0,241.0,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:16 UTC 2014,1.08,11.0,153.0,228.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:21 UTC 2014,1.08,9.0,144.0,174.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:27 UTC 2014,1.08,9.0,144.0,174.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:32 UTC 2014,1.08,9.1667,130.0,286.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:38 UTC 2014,1.08,9.1667,130.0,286.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:43 UTC 2014,1.08,4.0,50.0,39.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:48 UTC 2014,1.08,4.0,50.0,39.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:53 UTC 2014,1.08,3.1667,59.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:05:59 UTC 2014,1.08,3.1667,59.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:04 UTC 2014,1.08,2.8333,4.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:09 UTC 2014,1.08,2.8333,4.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:15 UTC 2014,1.08,8.6667,135.0,237.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:20 UTC 2014,1.08,8.6667,135.0,237.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:25 UTC 2014,1.08,8.5,85.0,150.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:30 UTC 2014,1.08,9.0,142.0,38.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:36 UTC 2014,1.08,9.0,142.0,38.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:42 UTC 2014,1.08,8.8333,178.0,121.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:48 UTC 2014,1.08,8.8333,178.0,121.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:53 UTC 2014,1.08,8.3333,155.0,209.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:06:58 UTC 2014,1.08,8.3333,155.0,209.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:03 UTC 2014,1.08,8.6667,120.0,223.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:09 UTC 2014,1.08,8.6667,120.0,223.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:14 UTC 2014,1.08,8.3333,155.0,212.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:19 UTC 2014,1.08,8.3333,155.0,212.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:24 UTC 2014,1.08,9.3333,212.0,277.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:29 UTC 2014,1.08,9.3333,212.0,277.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:35 UTC 2014,1.08,10.1667,192.0,229.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:40 UTC 2014,1.08,10.1667,192.0,229.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:45 UTC 2014,1.08,8.0,192.0,220.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:50 UTC 2014,1.08,3.6667,60.0,64.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:07:56 UTC 2014,1.08,3.6667,60.0,64.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:02 UTC 2014,1.08,3.1667,80.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:07 UTC 2014,1.08,3.1667,80.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:12 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:18 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:23 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:28 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:34 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:39 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:44 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:49 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:54 UTC 2014,1.08,1.1667,8.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:08:59 UTC 2014,1.08,1.1667,8.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:09:05 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:09:10 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:09:15 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:09:20 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:09:26 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:09:31 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 22:09:38 UTC 2014,1.08,0.0,0.0,0.0,9.0,EventProcessingServiceUnit_scaleOut,
