Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:28:28 UTC 2014,24.4,0.12,0.1256,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:28:37 UTC 2014,18.7,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:28:46 UTC 2014,18.7,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:28:55 UTC 2014,24.2,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:04 UTC 2014,24.2,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:13 UTC 2014,24.2,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:22 UTC 2014,18.8,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:31 UTC 2014,24.7,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:40 UTC 2014,18.4,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:49 UTC 2014,18.4,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:58 UTC 2014,18.4,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:07 UTC 2014,24.5,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:16 UTC 2014,18.3,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:25 UTC 2014,24.6,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:34 UTC 2014,24.6,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:43 UTC 2014,24.6,0.12,0.1257,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:52 UTC 2014,24.6,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:01 UTC 2014,18.7,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:10 UTC 2014,18.7,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:19 UTC 2014,18.7,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:28 UTC 2014,18.7,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:37 UTC 2014,18.7,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:46 UTC 2014,24.2,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:55 UTC 2014,24.2,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:04 UTC 2014,18.4,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:13 UTC 2014,18.4,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:23 UTC 2014,24.2,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:32 UTC 2014,24.2,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:41 UTC 2014,18.5,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:50 UTC 2014,18.5,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:32:55 UTC 2014,18.5,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,
