Time ,cost/client/h ,cpuUsage ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 20:17:51 UTC 2014,0.004,43.4,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:00 UTC 2014,0.0045,48.35,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:09 UTC 2014,0.0041,37.55,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:17 UTC 2014,0.0041,37.55,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:25 UTC 2014,0.0327,37.55,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:33 UTC 2014,0.0042,46.35,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:41 UTC 2014,0.0032,46.35,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:50 UTC 2014,0.0037,47.5,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:58 UTC 2014,0.0037,47.5,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:06 UTC 2014,0.015,47.5,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:15 UTC 2014,0.0212,47.05,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:23 UTC 2014,0.0232,33.5,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:31 UTC 2014,0.72,33.5,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:39 UTC 2014,0.72,36.65,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:47 UTC 2014,0.72,36.65,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:56 UTC 2014,0.72,47.7,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:20:04 UTC 2014,0.72,47.7,6.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:11 UTC 2014,0.84,37.0,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:17 UTC 2014,0.84,37.0,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:22 UTC 2014,0.84,37.0,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:27 UTC 2014,0.84,37.0,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:33 UTC 2014,0.84,36.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:38 UTC 2014,0.84,36.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:43 UTC 2014,0.84,47.2,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:48 UTC 2014,0.84,47.2,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:53 UTC 2014,0.84,46.45,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:58 UTC 2014,0.84,46.45,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:03 UTC 2014,0.84,42.05,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:09 UTC 2014,0.84,42.05,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:14 UTC 2014,0.84,45.275,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:19 UTC 2014,0.84,45.275,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:25 UTC 2014,0.84,45.275,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:30 UTC 2014,0.84,41.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:35 UTC 2014,0.84,41.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:40 UTC 2014,0.0108,49.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:46 UTC 2014,0.0108,49.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:51 UTC 2014,0.84,49.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:56 UTC 2014,0.84,49.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:02 UTC 2014,0.84,49.125,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:08 UTC 2014,0.84,49.125,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:13 UTC 2014,0.84,40.525,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:18 UTC 2014,0.84,40.525,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:23 UTC 2014,0.84,37.775,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:29 UTC 2014,0.84,37.775,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:34 UTC 2014,0.84,40.85,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:39 UTC 2014,0.84,40.85,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:44 UTC 2014,0.84,44.6,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:49 UTC 2014,0.0171,42.05,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:55 UTC 2014,0.0171,42.05,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:00 UTC 2014,0.84,42.05,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:06 UTC 2014,0.84,42.05,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:11 UTC 2014,0.84,42.8,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:16 UTC 2014,0.84,42.8,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:22 UTC 2014,0.0109,39.625,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:27 UTC 2014,0.0109,39.625,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:32 UTC 2014,0.0215,42.875,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:38 UTC 2014,0.0215,42.875,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:43 UTC 2014,0.0044,42.975,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:49 UTC 2014,0.0044,42.975,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:54 UTC 2014,0.0057,44.9,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:59 UTC 2014,0.0057,44.9,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:04 UTC 2014,0.005,45.975,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:09 UTC 2014,0.005,45.975,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:14 UTC 2014,0.0046,45.05,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:20 UTC 2014,0.02,42.025,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:25 UTC 2014,0.02,42.025,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:30 UTC 2014,0.0046,42.025,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:36 UTC 2014,0.0046,42.025,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:42 UTC 2014,0.0035,46.925,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:47 UTC 2014,0.0035,46.925,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:52 UTC 2014,0.084,48.025,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:58 UTC 2014,0.084,48.025,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:03 UTC 2014,0.005,48.025,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:09 UTC 2014,0.005,48.025,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:14 UTC 2014,0.0038,48.2,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:19 UTC 2014,0.0038,48.2,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:24 UTC 2014,0.0646,51.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:25:32 UTC 2014,0.006,47.05,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:25:41 UTC 2014,0.0057,47.05,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:25:49 UTC 2014,0.004,47.95,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:25:58 UTC 2014,0.004,47.95,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:06 UTC 2014,0.0041,45.1,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:15 UTC 2014,0.12,47.575,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:23 UTC 2014,0.0046,46.65,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:31 UTC 2014,0.0076,39.8,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:40 UTC 2014,0.004,42.9,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:49 UTC 2014,0.0041,40.425,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:57 UTC 2014,0.0041,40.425,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:06 UTC 2014,0.0045,50.675,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:14 UTC 2014,0.0042,47.675,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:22 UTC 2014,0.0052,44.475,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:30 UTC 2014,0.003,47.775,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:39 UTC 2014,0.003,47.775,7.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:27:47 UTC 2014,0.28,44.325,7.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:27:52 UTC 2014,0.0045,48.775,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:27:58 UTC 2014,0.0045,48.775,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:03 UTC 2014,0.0086,48.775,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:09 UTC 2014,0.0086,48.775,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:14 UTC 2014,0.96,46.225,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:19 UTC 2014,0.96,46.225,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:24 UTC 2014,0.96,44.475,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:29 UTC 2014,0.96,42.3,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:35 UTC 2014,0.96,42.3,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:40 UTC 2014,0.96,39.675,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:46 UTC 2014,0.96,39.675,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:51 UTC 2014,0.009,36.525,8.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:57 UTC 2014,0.009,36.525,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:05 UTC 2014,0.0047,43.425,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:13 UTC 2014,0.0047,45.575,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:21 UTC 2014,0.0043,45.575,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:30 UTC 2014,0.0155,52.7,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:38 UTC 2014,0.0155,49.35,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:47 UTC 2014,0.005,49.35,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:55 UTC 2014,0.0048,50.125,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:03 UTC 2014,0.0042,46.775,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:12 UTC 2014,0.0209,48.075,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:20 UTC 2014,0.0047,49.575,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:29 UTC 2014,0.0065,51.8,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:37 UTC 2014,0.0065,51.8,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:46 UTC 2014,0.0049,59.1,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:54 UTC 2014,0.0229,59.1,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:02 UTC 2014,0.0059,42.0,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:11 UTC 2014,0.0056,39.45,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:19 UTC 2014,0.96,40.3,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:28 UTC 2014,0.96,40.3,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:36 UTC 2014,0.96,40.05,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:44 UTC 2014,0.0092,40.05,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:52 UTC 2014,0.96,35.3,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:00 UTC 2014,0.96,40.45,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:09 UTC 2014,0.96,30.15,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:18 UTC 2014,0.96,32.45,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:26 UTC 2014,0.96,32.45,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:34 UTC 2014,0.96,29.2,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:42 UTC 2014,0.96,39.2,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:51 UTC 2014,0.96,43.85,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:33:00 UTC 2014,0.96,41.8,8.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:33:08 UTC 2014,0.96,41.8,8.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:13 UTC 2014,0.84,40.15,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:19 UTC 2014,0.84,40.15,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:24 UTC 2014,0.84,46.4,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:29 UTC 2014,0.84,46.4,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:34 UTC 2014,0.0051,46.5,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:40 UTC 2014,0.84,46.5,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:45 UTC 2014,0.84,46.5,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:50 UTC 2014,0.84,36.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:56 UTC 2014,0.84,36.0,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:01 UTC 2014,0.0039,40.05,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:07 UTC 2014,0.0039,40.05,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:12 UTC 2014,0.0179,43.65,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:17 UTC 2014,0.0179,43.65,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:23 UTC 2014,0.0271,43.65,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:28 UTC 2014,0.0271,43.65,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:33 UTC 2014,0.0039,51.35,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:38 UTC 2014,0.0039,51.35,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:43 UTC 2014,0.005,51.35,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:49 UTC 2014,0.005,51.35,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:54 UTC 2014,0.0043,44.55,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:59 UTC 2014,0.0043,44.55,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:04 UTC 2014,0.0041,46.5,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:09 UTC 2014,0.0041,46.5,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:15 UTC 2014,0.0039,46.95,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:20 UTC 2014,0.0039,46.95,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:26 UTC 2014,0.0039,46.95,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:31 UTC 2014,0.0039,46.35,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:36 UTC 2014,0.0039,46.35,7.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:42 UTC 2014,0.01,46.35,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:35:51 UTC 2014,0.007,46.35,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:35:59 UTC 2014,0.0042,49.85,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:08 UTC 2014,0.0042,49.85,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:16 UTC 2014,0.0042,49.85,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:25 UTC 2014,0.0039,45.85,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:33 UTC 2014,0.0043,45.3,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:41 UTC 2014,0.0171,47.45,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:50 UTC 2014,0.0046,48.4,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:59 UTC 2014,0.0046,48.0,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:07 UTC 2014,0.0041,48.0,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:15 UTC 2014,0.0041,47.6,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:23 UTC 2014,0.0042,47.6,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:31 UTC 2014,0.029,47.6,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:40 UTC 2014,0.0043,47.6,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:49 UTC 2014,0.0043,50.9,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:57 UTC 2014,0.0042,50.9,7.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:02 UTC 2014,0.0045,50.45,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:09 UTC 2014,0.0045,50.45,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:14 UTC 2014,0.0046,47.45,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:19 UTC 2014,0.0046,47.45,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:25 UTC 2014,0.0053,47.45,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:30 UTC 2014,0.0048,48.85,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:35 UTC 2014,0.0048,48.85,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:40 UTC 2014,0.0046,48.85,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:46 UTC 2014,0.0046,48.85,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:51 UTC 2014,0.0045,51.375,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:57 UTC 2014,0.0045,51.375,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:02 UTC 2014,0.96,51.775,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:08 UTC 2014,0.96,51.775,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:13 UTC 2014,0.0042,47.1,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:18 UTC 2014,0.0042,47.1,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:23 UTC 2014,0.96,45.425,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:29 UTC 2014,0.96,45.425,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:34 UTC 2014,0.96,45.425,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:39 UTC 2014,0.96,45.425,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:45 UTC 2014,0.24,47.8,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:50 UTC 2014,0.96,51.2,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:56 UTC 2014,0.96,51.2,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:01 UTC 2014,0.96,43.85,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:07 UTC 2014,0.96,43.85,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:12 UTC 2014,0.96,41.125,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:18 UTC 2014,0.96,41.125,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:23 UTC 2014,0.0076,41.125,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:28 UTC 2014,0.0076,41.125,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:34 UTC 2014,0.032,40.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:39 UTC 2014,0.032,40.0,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:44 UTC 2014,0.96,39.8,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:49 UTC 2014,0.96,39.8,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:54 UTC 2014,0.96,41.275,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:40:59 UTC 2014,0.96,41.275,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:05 UTC 2014,0.96,41.575,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:10 UTC 2014,0.96,41.7,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:15 UTC 2014,0.96,41.7,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:20 UTC 2014,0.96,36.375,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:26 UTC 2014,0.96,36.375,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:31 UTC 2014,0.96,39.175,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:37 UTC 2014,0.96,39.175,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:42 UTC 2014,0.96,47.875,8.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:41:48 UTC 2014,0.96,47.875,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:41:56 UTC 2014,0.96,44.05,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:42:04 UTC 2014,0.96,44.7,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:42:12 UTC 2014,0.96,44.7,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:42:21 UTC 2014,0.96,35.6,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:42:29 UTC 2014,0.96,35.6,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:42:38 UTC 2014,0.96,37.875,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:42:46 UTC 2014,0.96,41.375,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:42:54 UTC 2014,0.96,36.675,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:43:02 UTC 2014,0.0047,43.45,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:43:11 UTC 2014,0.96,43.45,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:43:19 UTC 2014,0.96,49.525,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:43:27 UTC 2014,0.0686,49.525,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:43:36 UTC 2014,0.0047,50.975,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:43:44 UTC 2014,0.0041,48.525,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:43:52 UTC 2014,0.0098,45.775,8.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
