Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 20:00:37 UTC 2014,47.3,0.12,0.2979,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:42 UTC 2014,47.3,0.12,0.2979,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:47 UTC 2014,47.3,0.12,0.2979,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:52 UTC 2014,61.3,0.12,0.2979,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:00:57 UTC 2014,61.3,0.12,0.2979,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:02 UTC 2014,61.3,0.12,0.2979,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:08 UTC 2014,61.3,0.12,0.2979,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:13 UTC 2014,55.3,0.12,0.2976,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:18 UTC 2014,55.3,0.12,0.2976,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:23 UTC 2014,55.3,0.12,0.2976,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:28 UTC 2014,55.3,0.12,0.2976,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:33 UTC 2014,59.4,0.12,0.2973,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:38 UTC 2014,59.4,0.12,0.2973,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:43 UTC 2014,59.4,0.12,0.2973,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:48 UTC 2014,59.4,0.12,0.2969,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:01:58 UTC 2014,59.1,0.12,0.2963,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:07 UTC 2014,55.9,0.12,0.2963,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
