Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 09:48:19 UTC 2014,24.6,0.12,0.3274,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:24 UTC 2014,24.6,0.12,0.3274,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:30 UTC 2014,37.0,0.12,0.3265,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:35 UTC 2014,37.0,0.12,0.3265,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:40 UTC 2014,37.0,0.12,0.3265,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:45 UTC 2014,37.0,0.12,0.3265,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:50 UTC 2014,37.0,0.12,0.3265,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:55 UTC 2014,37.0,0.12,0.3265,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:49:00 UTC 2014,27.1,0.12,0.3262,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:49:05 UTC 2014,23.6,0.12,0.326,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:49:10 UTC 2014,23.6,0.12,0.3257,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:49:15 UTC 2014,23.6,0.12,0.3257,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:49:25 UTC 2014,30.5,0.12,0.3255,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:49:34 UTC 2014,30.5,0.12,0.3252,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:49:43 UTC 2014,30.5,0.12,0.3252,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:49:52 UTC 2014,30.5,0.12,0.3249,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:50:01 UTC 2014,36.1,0.12,0.3248,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:50:10 UTC 2014,23.4,0.12,0.3247,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:50:19 UTC 2014,23.4,0.12,0.3246,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:24 UTC 2014,23.4,0.12,0.3246,1.0,EventProcessingServiceUnit_scaleOut,
