Time ,cost ,responseTime ,throughput ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 10:29:56 UTC 2014,0.6,8.0,125.0,111.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:01 UTC 2014,0.6,8.0,125.0,111.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:06 UTC 2014,0.6,11.75,122.0,120.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:12 UTC 2014,0.6,11.75,122.0,120.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:17 UTC 2014,0.6,11.75,122.0,120.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:22 UTC 2014,0.6,11.75,122.0,120.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:27 UTC 2014,0.6,7.75,65.0,79.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:32 UTC 2014,0.6,7.75,65.0,79.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:37 UTC 2014,0.6,7.75,65.0,79.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:42 UTC 2014,0.6,10.25,197.0,113.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:47 UTC 2014,0.6,10.25,197.0,113.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:53 UTC 2014,0.6,10.25,197.0,113.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:30:58 UTC 2014,0.6,10.25,197.0,113.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:31:04 UTC 2014,0.6,10.25,197.0,113.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:31:09 UTC 2014,0.6,10.5,113.0,131.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:31:20 UTC 2014,0.6,10.5,113.0,131.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:31:32 UTC 2014,0.6,10.5,113.0,131.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:31:42 UTC 2014,0.6,10.5,113.0,131.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:31:52 UTC 2014,0.6,9.0,120.0,93.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:32:02 UTC 2014,0.6,9.0,120.0,93.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:32:12 UTC 2014,0.6,7.75,114.0,72.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:32:19 UTC 2014,0.6,7.75,114.0,72.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:32:24 UTC 2014,0.6,5.75,76.0,130.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:32:31 UTC 2014,0.6,5.75,76.0,130.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:32:36 UTC 2014,0.6,5.75,76.0,130.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:32:44 UTC 2014,0.6,5.75,76.0,130.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:32:50 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:32:55 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:02 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:11 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:16 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:22 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:29 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:36 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:41 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:48 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:53 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:33:58 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:34:05 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:34:12 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:34:25 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:34:32 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:34:39 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:34:45 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:34:54 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:35:02 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:35:10 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:35:18 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:35:26 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:35:31 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:35:39 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:35:52 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:36:00 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:36:09 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:36:15 UTC 2014,0.6,10.5,109.0,117.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:36:20 UTC 2014,0.6,10.5,109.0,117.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:36:33 UTC 2014,0.6,12.5,151.0,184.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:36:43 UTC 2014,0.6,12.5,151.0,184.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:36:49 UTC 2014,0.6,9.25,161.0,107.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:36:58 UTC 2014,0.6,9.25,161.0,107.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:37:05 UTC 2014,0.6,9.25,161.0,107.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:37:12 UTC 2014,0.6,9.25,161.0,107.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:37:18 UTC 2014,0.6,8.5,155.0,133.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:37:23 UTC 2014,0.6,8.5,155.0,133.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:37:37 UTC 2014,0.6,7.5,182.0,322.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:37:49 UTC 2014,0.6,7.5,182.0,322.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:38:12 UTC 2014,0.6,7.75,92.0,89.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:38:24 UTC 2014,0.6,7.75,92.0,89.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:38:38 UTC 2014,0.6,10.0,140.0,199.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:38:49 UTC 2014,0.6,10.0,140.0,199.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:39:01 UTC 2014,0.6,10.0,140.0,67.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:39:13 UTC 2014,0.6,10.75,237.0,67.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:39:23 UTC 2014,0.6,10.75,237.0,67.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:39:37 UTC 2014,0.6,15.5,104.0,116.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:39:47 UTC 2014,0.6,12.5,177.0,156.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:39:59 UTC 2014,0.6,8.25,130.0,156.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:40:11 UTC 2014,0.6,9.0,153.0,30.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:40:23 UTC 2014,0.6,9.0,153.0,30.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:40:34 UTC 2014,0.6,8.75,158.0,251.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:40:46 UTC 2014,0.6,8.75,158.0,251.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:40:58 UTC 2014,0.6,8.25,150.0,138.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:41:10 UTC 2014,0.6,8.25,150.0,138.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:41:26 UTC 2014,0.6,10.5,214.0,213.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:41:40 UTC 2014,0.6,10.5,214.0,213.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:41:47 UTC 2014,0.6,8.25,177.0,119.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:41:53 UTC 2014,0.6,8.25,177.0,119.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:41:59 UTC 2014,0.6,2.5,69.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:42:06 UTC 2014,0.6,2.5,69.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:42:14 UTC 2014,0.6,2.5,69.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:42:23 UTC 2014,0.6,1.0,37.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:42:29 UTC 2014,0.6,1.0,37.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:42:35 UTC 2014,0.6,2.5,20.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:42:42 UTC 2014,0.6,4.75,79.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:42:49 UTC 2014,0.6,4.75,79.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:42:56 UTC 2014,0.6,4.75,79.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:43:01 UTC 2014,0.6,4.75,79.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:43:09 UTC 2014,0.6,4.75,79.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:43:15 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 10:43:24 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:43:41 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:43:58 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:44:11 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:44:23 UTC 2014,0.6,0.0,0.0,10.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 10:44:33 UTC 2014,0.6,0.0,0.0,10.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:44:39 UTC 2014,0.6,5.75,72.0,6.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:44:46 UTC 2014,0.6,5.75,72.0,6.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:44:57 UTC 2014,0.6,2.75,70.0,149.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:03 UTC 2014,0.6,2.75,70.0,149.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:08 UTC 2014,0.6,2.75,70.0,149.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:15 UTC 2014,0.6,2.75,70.0,149.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:20 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:26 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:32 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:40 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:46 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:45:54 UTC 2014,0.6,8.5,117.0,64.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:46:01 UTC 2014,0.6,8.5,117.0,64.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:46:11 UTC 2014,0.6,8.5,117.0,64.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:46:18 UTC 2014,0.6,9.5,170.0,278.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:46:23 UTC 2014,0.6,9.5,170.0,278.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:46:31 UTC 2014,0.6,11.75,186.0,149.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:46:44 UTC 2014,0.6,11.75,186.0,149.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:46:49 UTC 2014,0.6,10.75,195.0,196.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:46:55 UTC 2014,0.6,10.75,195.0,196.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:01 UTC 2014,0.6,9.0,123.0,193.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:10 UTC 2014,0.6,9.0,123.0,193.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:16 UTC 2014,0.6,9.0,123.0,193.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:24 UTC 2014,0.6,9.0,123.0,193.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:31 UTC 2014,0.6,10.5,146.0,121.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:36 UTC 2014,0.6,11.5,134.0,153.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:43 UTC 2014,0.6,8.5,119.0,86.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:49 UTC 2014,0.6,8.5,119.0,86.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:47:54 UTC 2014,0.6,8.5,119.0,86.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:48:00 UTC 2014,0.6,10.75,155.0,239.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:48:06 UTC 2014,0.6,10.0,160.0,102.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:48:13 UTC 2014,0.6,10.0,160.0,102.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:48:20 UTC 2014,0.6,10.0,160.0,102.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:48:28 UTC 2014,0.6,9.0,178.0,156.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:48:38 UTC 2014,0.6,9.0,178.0,156.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:48:47 UTC 2014,0.6,9.0,178.0,156.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:48:53 UTC 2014,0.6,9.0,178.0,156.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:49:00 UTC 2014,0.6,10.25,126.0,257.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:49:07 UTC 2014,0.6,10.25,126.0,257.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:49:15 UTC 2014,0.6,10.25,126.0,257.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:49:23 UTC 2014,0.6,8.75,231.0,277.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:49:29 UTC 2014,0.6,8.75,231.0,277.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:49:35 UTC 2014,0.6,8.75,231.0,277.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:49:47 UTC 2014,0.6,9.0,177.0,157.0,5.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 10:49:53 UTC 2014,0.6,9.0,177.0,157.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:50:05 UTC 2014,0.6,5.75,99.0,61.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:50:16 UTC 2014,0.6,5.75,99.0,61.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:50:27 UTC 2014,0.6,8.25,233.0,286.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:50:39 UTC 2014,0.6,8.25,233.0,286.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:50:53 UTC 2014,0.6,8.75,169.0,244.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:51:04 UTC 2014,0.6,8.75,169.0,244.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:51:11 UTC 2014,0.72,9.0,155.0,115.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:51:19 UTC 2014,0.72,9.0,155.0,115.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:51:27 UTC 2014,0.72,9.0,155.0,115.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:51:35 UTC 2014,0.72,9.0,155.0,115.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:51:42 UTC 2014,0.72,0.0,0.0,97.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:51:48 UTC 2014,0.72,0.0,0.0,97.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:51:53 UTC 2014,0.72,2.6,8.0,2.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:01 UTC 2014,0.72,2.6,8.0,2.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:07 UTC 2014,0.72,2.6,8.0,2.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:13 UTC 2014,0.72,2.2,0.0,6.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:22 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:29 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:34 UTC 2014,0.72,9.2,61.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:42 UTC 2014,0.72,9.2,61.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:49 UTC 2014,0.72,9.2,61.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:52:55 UTC 2014,0.72,0.0,0.0,47.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:53:02 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:53:11 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:53:19 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:53:26 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:53:32 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:53:38 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:53:47 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:53:53 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:54:00 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:54:05 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:54:12 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:54:18 UTC 2014,0.72,2.6,33.0,79.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:54:25 UTC 2014,0.72,1.2,15.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:54:31 UTC 2014,0.72,1.2,15.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:54:36 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:54:50 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:02 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:09 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:14 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:20 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:31 UTC 2014,0.72,4.0,106.0,40.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:37 UTC 2014,0.72,8.8,105.0,175.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:44 UTC 2014,0.72,8.8,105.0,175.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:49 UTC 2014,0.72,8.8,105.0,175.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:55:57 UTC 2014,0.72,8.8,105.0,175.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:56:04 UTC 2014,0.72,11.2,195.0,156.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:56:10 UTC 2014,0.72,11.2,195.0,156.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:56:16 UTC 2014,0.72,11.2,195.0,156.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:56:26 UTC 2014,0.72,9.0,121.0,95.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:56:33 UTC 2014,0.72,9.0,121.0,95.0,6.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:56:45 UTC 2014,0.72,9.0,121.0,95.0,6.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:56:56 UTC 2014,0.72,8.6,126.0,93.0,6.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:57:09 UTC 2014,0.72,8.6,126.0,93.0,6.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:57:24 UTC 2014,0.72,8.6,126.0,93.0,6.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:57:35 UTC 2014,0.72,8.6,113.0,236.0,6.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 10:57:46 UTC 2014,0.72,8.6,113.0,236.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:57:55 UTC 2014,0.84,8.6,113.0,236.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:58:02 UTC 2014,0.84,8.8,134.0,91.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:58:07 UTC 2014,0.84,8.8,134.0,91.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:58:15 UTC 2014,0.84,8.8,134.0,91.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:58:20 UTC 2014,0.84,8.8,134.0,91.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:58:28 UTC 2014,0.84,8.4,183.0,29.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:58:37 UTC 2014,0.84,3.8333,12.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:58:43 UTC 2014,0.84,3.8333,12.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:58:52 UTC 2014,0.84,3.8333,12.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:59:10 UTC 2014,0.84,3.8333,12.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:59:21 UTC 2014,0.84,9.1667,145.0,277.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:59:27 UTC 2014,0.84,9.1667,145.0,277.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 10:59:39 UTC 2014,0.84,9.1667,145.0,277.0,7.0,EventProcessingServiceUnit_scaleOut,
