Time ,cost ,responseTime ,throughput ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 13:34:49 UTC 2014,0.48,8.6667,204.0,178.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:04 UTC 2014,0.48,7.6667,133.0,122.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:19 UTC 2014,0.48,7.6667,133.0,122.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:34 UTC 2014,0.48,7.6667,133.0,122.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:53 UTC 2014,0.48,6.6667,139.0,187.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:04 UTC 2014,0.48,6.6667,139.0,187.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:18 UTC 2014,0.48,6.6667,139.0,187.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:28 UTC 2014,0.48,6.6667,139.0,187.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:42 UTC 2014,0.48,6.6667,139.0,187.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:01 UTC 2014,0.48,7.0,125.0,134.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:14 UTC 2014,0.48,7.0,125.0,134.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:24 UTC 2014,0.48,9.3333,99.0,92.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:39 UTC 2014,0.48,8.3333,147.0,29.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:50 UTC 2014,0.48,8.3333,147.0,29.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:38:03 UTC 2014,0.48,8.3333,147.0,29.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:38:23 UTC 2014,0.48,7.3333,73.0,199.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:38:46 UTC 2014,0.48,7.0,151.0,142.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:38:54 UTC 2014,0.48,7.0,151.0,142.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:39:08 UTC 2014,0.48,7.0,151.0,142.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:39:23 UTC 2014,0.48,7.0,212.0,212.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:39:31 UTC 2014,0.48,7.0,212.0,212.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:39:39 UTC 2014,0.48,8.0,153.0,88.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:39:50 UTC 2014,0.48,8.0,153.0,88.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:03 UTC 2014,0.48,8.0,153.0,88.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:15 UTC 2014,0.48,8.0,153.0,88.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:21 UTC 2014,0.48,8.0,153.0,88.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:27 UTC 2014,0.48,8.0,114.0,90.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:40:38 UTC 2014,0.48,8.0,114.0,90.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:40:50 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:41:01 UTC 2014,0.48,0.0,0.0,156.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:41:12 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:41:22 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:41:38 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:41:44 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:41:51 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:02 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:11 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:18 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:31 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:39 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:46 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:52 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:01 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:12 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:22 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:27 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:38 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:45 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:52 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:01 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:16 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:22 UTC 2014,0.48,7.0,188.0,174.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:30 UTC 2014,0.48,7.0,188.0,174.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:43 UTC 2014,0.48,11.3333,215.0,81.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:55 UTC 2014,0.48,11.3333,215.0,81.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:02 UTC 2014,0.48,10.0,112.0,123.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:16 UTC 2014,0.48,10.0,112.0,123.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:24 UTC 2014,0.48,8.0,218.0,214.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:46 UTC 2014,0.48,8.0,218.0,214.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:58 UTC 2014,0.48,8.0,218.0,214.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:04 UTC 2014,0.48,9.0,143.0,173.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:18 UTC 2014,0.48,9.0,143.0,173.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:28 UTC 2014,0.48,9.0,143.0,173.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:35 UTC 2014,0.48,9.0,143.0,173.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:41 UTC 2014,0.48,9.0,143.0,173.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:48 UTC 2014,0.48,9.6667,126.0,200.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:57 UTC 2014,0.48,9.6667,126.0,200.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:47:10 UTC 2014,0.48,6.3333,148.0,171.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:47:21 UTC 2014,0.48,6.3333,148.0,171.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:47:41 UTC 2014,0.48,8.0,153.0,164.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:47:52 UTC 2014,0.48,8.0,153.0,164.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:04 UTC 2014,0.48,8.0,127.0,113.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:17 UTC 2014,0.48,8.0,127.0,113.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:30 UTC 2014,0.48,6.3333,162.0,175.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:40 UTC 2014,0.48,10.3333,162.0,175.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:48:53 UTC 2014,0.48,10.3333,162.0,175.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:48:58 UTC 2014,0.6,8.0,214.0,221.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:06 UTC 2014,0.6,8.0,214.0,221.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:20 UTC 2014,0.6,-0.25,-1.0,77.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:30 UTC 2014,0.6,-0.25,-1.0,77.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:36 UTC 2014,0.6,-0.25,-1.0,77.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:47 UTC 2014,0.6,-0.25,-1.0,77.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:53 UTC 2014,0.6,8.5,32.0,31.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:00 UTC 2014,0.6,8.5,32.0,31.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:12 UTC 2014,0.6,8.25,198.0,166.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:23 UTC 2014,0.6,6.75,241.0,262.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:37 UTC 2014,0.6,6.75,241.0,262.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:45 UTC 2014,0.6,6.75,241.0,262.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:55 UTC 2014,0.6,6.75,241.0,262.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:00 UTC 2014,0.6,6.75,241.0,262.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:06 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:15 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:22 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:29 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:38 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:44 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:52 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:59 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:05 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:11 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:17 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:23 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:31 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:37 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:42 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:49 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:55 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:01 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:11 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:28 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:36 UTC 2014,0.6,0.0,0.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:44 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:53:58 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:12 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:26 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:42 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:59 UTC 2014,0.6,0.0,146.0,117.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:12 UTC 2014,0.6,8.75,146.0,117.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:23 UTC 2014,0.6,8.75,146.0,117.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:35 UTC 2014,0.6,8.75,146.0,117.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:48 UTC 2014,0.6,8.75,113.0,263.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:00 UTC 2014,0.6,8.75,113.0,263.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:11 UTC 2014,0.6,8.25,126.0,135.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:24 UTC 2014,0.6,6.75,161.0,122.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:37 UTC 2014,0.6,6.75,161.0,122.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:49 UTC 2014,0.6,7.0,141.0,73.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:57:01 UTC 2014,0.6,7.0,141.0,73.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:57:12 UTC 2014,0.6,7.25,156.0,86.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:57:28 UTC 2014,0.6,7.25,156.0,86.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:57:35 UTC 2014,0.6,7.25,156.0,86.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:57:49 UTC 2014,0.6,7.5,175.0,163.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:57:55 UTC 2014,0.6,7.5,175.0,163.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:58:05 UTC 2014,0.6,6.5,161.0,148.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:58:15 UTC 2014,0.6,6.5,161.0,148.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:58:22 UTC 2014,0.6,7.75,201.0,150.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:58:38 UTC 2014,0.6,7.5,145.0,59.0,5.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:59:00 UTC 2014,0.6,7.5,145.0,59.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:59:17 UTC 2014,0.6,10.0,76.0,106.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:59:27 UTC 2014,0.6,6.0,130.0,140.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:59:46 UTC 2014,0.6,6.0,130.0,140.0,5.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 14:00:04 UTC 2014,0.6,6.0,130.0,140.0,5.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:00:22 UTC 2014,0.72,7.25,187.0,196.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:00:33 UTC 2014,0.72,6.5,63.0,112.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:00:46 UTC 2014,0.72,6.5,63.0,112.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:00:54 UTC 2014,0.72,6.5,63.0,112.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:00 UTC 2014,0.72,6.5,63.0,112.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:09 UTC 2014,0.72,6.5,63.0,112.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:14 UTC 2014,0.72,6.2,92.0,130.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:22 UTC 2014,0.72,6.2,92.0,130.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:27 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:35 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:41 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:46 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:01:55 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:02:02 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:02:08 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:02:13 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:02:20 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:02:26 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:02:34 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:02:44 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:02:54 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:03:03 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:03:17 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:03:24 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:03:34 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:03:50 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:03:56 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:04:05 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:04:10 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:04:17 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:04:23 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:04:43 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:04:56 UTC 2014,0.72,1.2,89.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:05:06 UTC 2014,0.72,1.2,89.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:05:17 UTC 2014,0.72,1.2,89.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:05:29 UTC 2014,0.72,1.2,89.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:05:38 UTC 2014,0.72,10.4,116.0,0.0,6.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 14:05:49 UTC 2014,0.72,8.0,94.0,92.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:06:07 UTC 2014,0.72,8.0,94.0,92.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:06:22 UTC 2014,0.72,10.2,175.0,58.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:06:37 UTC 2014,0.72,6.2,154.0,205.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:07:02 UTC 2014,0.72,6.4,132.0,62.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:07:12 UTC 2014,0.72,6.4,132.0,62.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:07:28 UTC 2014,0.72,6.4,132.0,62.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:07:35 UTC 2014,0.72,6.4,132.0,62.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:07:42 UTC 2014,0.72,7.8,106.0,30.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:07:57 UTC 2014,0.72,7.6,144.0,175.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:08:09 UTC 2014,0.72,7.6,144.0,175.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:08:15 UTC 2014,0.72,7.6,144.0,175.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:08:22 UTC 2014,0.72,7.6,144.0,175.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:08:28 UTC 2014,0.72,7.6,144.0,175.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:08:41 UTC 2014,0.72,8.0,224.0,257.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:08:47 UTC 2014,0.72,8.0,224.0,257.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:08:55 UTC 2014,0.72,5.2,132.0,182.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:09:06 UTC 2014,0.72,5.2,132.0,182.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:09:28 UTC 2014,0.72,7.4,139.0,48.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:09:40 UTC 2014,0.72,7.4,139.0,48.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:09:54 UTC 2014,0.72,14.2,70.0,9.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:10:05 UTC 2014,0.72,14.2,70.0,9.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:10:24 UTC 2014,0.72,4.8,107.0,133.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:10:37 UTC 2014,0.72,4.8,107.0,133.0,6.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 14:10:48 UTC 2014,0.72,8.2,70.0,79.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:10:57 UTC 2014,0.72,8.2,70.0,79.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:02 UTC 2014,0.72,8.2,70.0,79.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:08 UTC 2014,0.72,6.4,146.0,197.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:16 UTC 2014,0.72,6.4,146.0,197.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:21 UTC 2014,0.72,6.4,146.0,197.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:27 UTC 2014,0.72,6.4,146.0,197.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:33 UTC 2014,0.72,6.4,146.0,197.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:39 UTC 2014,0.72,6.4,146.0,197.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:48 UTC 2014,0.72,6.4,146.0,197.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:11:55 UTC 2014,0.72,0.0,0.0,0.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:12:04 UTC 2014,0.72,0.0,0.0,0.0,6.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 14:12:14 UTC 2014,0.72,0.0,0.0,0.0,6.0,DataNodeServiceUnit_scaleOut,
