Time ,cost/client/h , ongoingAction, targetedNodeID
Tue Feb 18 11:01:48 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:01:54 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:01:59 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:02:05 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:02:12 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:02:19 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:02:25 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:02:32 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:02:42 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:02:48 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:02:55 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:02 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:08 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:15 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:21 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:28 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:34 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:42 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:50 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:03:56 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:04:04 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:04:15 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:04:22 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:04:28 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:04:34 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:04:41 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:04:48 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:04:56 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:05:02 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:05:12 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:05:19 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:05:26 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:05:33 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:05:39 UTC 2014,0.0162,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:05:52 UTC 2014,0.0162,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:05:58 UTC 2014,0.0171,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:06:04 UTC 2014,0.0171,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:06:10 UTC 2014,0.0171,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:06:15 UTC 2014,0.0254,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:06:26 UTC 2014,0.0077,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:06:37 UTC 2014,0.0077,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:06:44 UTC 2014,0.0077,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:06:51 UTC 2014,0.0077,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:06:58 UTC 2014,0.008,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:07:04 UTC 2014,0.008,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:07:10 UTC 2014,0.008,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:07:17 UTC 2014,0.0167,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:07:33 UTC 2014,0.0167,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:07:44 UTC 2014,0.0075,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:07:53 UTC 2014,0.0075,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:08:11 UTC 2014,0.0075,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:08:18 UTC 2014,0.0071,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:08:29 UTC 2014,0.0122,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:08:46 UTC 2014,0.0122,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:08:55 UTC 2014,0.0122,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:09:08 UTC 2014,0.0122,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:09:21 UTC 2014,0.0197,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:09:27 UTC 2014,0.0197,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:09:35 UTC 2014,0.0112,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:09:43 UTC 2014,0.0112,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:09:54 UTC 2014,0.0112,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:05 UTC 2014,0.0094,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:11 UTC 2014,0.0094,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:19 UTC 2014,0.0099,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:26 UTC 2014,0.0099,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:36 UTC 2014,0.0099,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:44 UTC 2014,0.0099,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:51 UTC 2014,0.0244,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:57 UTC 2014,0.044,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:02 UTC 2014,0.044,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:11 UTC 2014,0.044,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:17 UTC 2014,0.044,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:24 UTC 2014,0.044,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:30 UTC 2014,0.044,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:37 UTC 2014,1.32,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:47 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:11:54 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:01 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:10 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:17 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:25 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:31 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:39 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:46 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:12:57 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:07 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:14 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:20 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:26 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:35 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:42 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:47 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:53 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:00 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:07 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:14 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:21 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:28 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:35 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:41 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:46 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:55 UTC 2014,1.44,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:15:01 UTC 2014,0.0118,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:09 UTC 2014,0.0118,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:17 UTC 2014,0.0118,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:27 UTC 2014,0.0058,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:37 UTC 2014,0.0058,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:48 UTC 2014,0.0058,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:57 UTC 2014,0.0058,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:16:10 UTC 2014,0.0069,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:16:17 UTC 2014,0.0173,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:16:30 UTC 2014,0.0173,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:16:36 UTC 2014,0.0173,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:16:45 UTC 2014,0.0173,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:16:58 UTC 2014,0.0121,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:06 UTC 2014,0.0121,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:17 UTC 2014,0.0121,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:23 UTC 2014,0.0121,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:29 UTC 2014,0.0121,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:37 UTC 2014,0.0108,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:46 UTC 2014,0.0108,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:55 UTC 2014,0.0108,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:18:01 UTC 2014,0.0108,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:18:07 UTC 2014,0.0127,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:18:16 UTC 2014,0.0127,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:27 UTC 2014,0.0127,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:34 UTC 2014,0.0179,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:41 UTC 2014,0.0179,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:49 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:57 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:19:13 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:19:23 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:19:30 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:19:37 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:19:52 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:00 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:05 UTC 2014,0.0096,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:13 UTC 2014,0.0102,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:21 UTC 2014,0.0102,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:28 UTC 2014,0.0102,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:38 UTC 2014,0.0102,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:46 UTC 2014,0.0218,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:51 UTC 2014,0.0218,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:58 UTC 2014,0.0218,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:05 UTC 2014,0.0218,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:11 UTC 2014,0.0218,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:17 UTC 2014,0.0149,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:22 UTC 2014,0.0149,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:30 UTC 2014,0.0149,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:36 UTC 2014,0.0149,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:43 UTC 2014,0.0149,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:53 UTC 2014,0.0149,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:03 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:08 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:13 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:20 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:27 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:33 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:41 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:48 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:54 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:00 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:07 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:14 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:20 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:26 UTC 2014,1.68,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:32 UTC 2014,1.68,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:23:41 UTC 2014,1.68,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:23:50 UTC 2014,1.68,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:01 UTC 2014,1.68,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:08 UTC 2014,1.68,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:16 UTC 2014,1.68,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:24 UTC 2014,1.68,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:31 UTC 2014,0.0173,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:40 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:24:46 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:24:53 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:00 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:07 UTC 2014,0.0103,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:13 UTC 2014,0.0103,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:19 UTC 2014,0.0103,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:25 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:31 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:43 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:00 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:17 UTC 2014,1.8,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:25 UTC 2014,0.0101,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:34 UTC 2014,0.0101,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:47 UTC 2014,0.0231,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:03 UTC 2014,0.0231,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:15 UTC 2014,0.0231,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:20 UTC 2014,0.0129,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:27 UTC 2014,0.0129,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:33 UTC 2014,0.0129,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:39 UTC 2014,0.0129,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:27:56 UTC 2014,0.0129,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:08 UTC 2014,0.0129,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:15 UTC 2014,0.0157,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:21 UTC 2014,0.0157,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:28 UTC 2014,0.0333,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:37 UTC 2014,0.0333,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:54 UTC 2014,0.0333,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:04 UTC 2014,0.012,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:13 UTC 2014,0.012,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:20 UTC 2014,0.012,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:27 UTC 2014,0.0161,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:34 UTC 2014,0.0161,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:41 UTC 2014,0.0161,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:51 UTC 2014,0.0099,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:30:03 UTC 2014,0.0099,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:30:14 UTC 2014,0.0099,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:30:25 UTC 2014,0.0122,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:30:32 UTC 2014,0.0122,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:30:37 UTC 2014,0.0114,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:30:49 UTC 2014,0.0114,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:30:55 UTC 2014,0.0153,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:18 UTC 2014,0.0153,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:25 UTC 2014,0.0177,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:35 UTC 2014,0.0177,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:51 UTC 2014,0.0177,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:57 UTC 2014,0.0168,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:04 UTC 2014,0.0168,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:10 UTC 2014,0.0168,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:17 UTC 2014,0.0168,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:25 UTC 2014,0.0168,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:44 UTC 2014,0.0168,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:54 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:00 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:11 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:18 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:24 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:32 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:42 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:51 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:57 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:03 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:08 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:16 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:27 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:34 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:49 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:55 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:35:03 UTC 2014,1.68,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:35:09 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:15 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:23 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:29 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:37 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:46 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:53 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:00 UTC 2014,0.0107,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:06 UTC 2014,0.0107,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:13 UTC 2014,0.0107,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:22 UTC 2014,0.009,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:30 UTC 2014,0.009,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:38 UTC 2014,0.009,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:44 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:52 UTC 2014,1.68,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:59 UTC 2014,0.0079,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:13 UTC 2014,0.0079,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:21 UTC 2014,0.0285,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:34 UTC 2014,0.0285,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:42 UTC 2014,0.0285,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:54 UTC 2014,0.0144,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:02 UTC 2014,0.0144,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:13 UTC 2014,0.0144,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:19 UTC 2014,0.0144,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:29 UTC 2014,0.0144,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:36 UTC 2014,0.0144,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:44 UTC 2014,0.0118,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:50 UTC 2014,0.0118,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:39:00 UTC 2014,0.0101,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:39:07 UTC 2014,0.0101,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:39:16 UTC 2014,0.0101,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:39:25 UTC 2014,0.0137,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:39:32 UTC 2014,0.0137,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:39:47 UTC 2014,0.017,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:39:56 UTC 2014,0.017,DataNodeServiceUnit_scaleIn,
