Time ,cost ,responseTime ,throughput ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 12:56:29 UTC 2014,0.48,6.5,111.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:56:37 UTC 2014,0.48,6.5,111.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:56:45 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:56:52 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:56:58 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:57:07 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:57:15 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:57:21 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:57:29 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:57:35 UTC 2014,0.48,3.0,50.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:57:45 UTC 2014,0.48,3.0,50.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:57:57 UTC 2014,0.48,3.0,50.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:58:11 UTC 2014,0.48,3.0,50.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:58:17 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:58:23 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:58:33 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:58:40 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:58:46 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:58:54 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:59:00 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:59:09 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:59:16 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:59:22 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:59:31 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:59:37 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:59:46 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 12:59:53 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:00:05 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:00:12 UTC 2014,0.48,0.0,0.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:00:33 UTC 2014,0.48,7.25,165.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:00:43 UTC 2014,0.48,7.25,165.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:00:55 UTC 2014,0.48,7.25,165.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:01:07 UTC 2014,0.48,9.5,93.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:01:23 UTC 2014,0.48,9.5,93.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:01:37 UTC 2014,0.48,9.5,93.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:01:49 UTC 2014,0.48,-0.25,-1.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:02:01 UTC 2014,0.48,-0.25,-1.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:02:11 UTC 2014,0.48,7.6667,114.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:02:22 UTC 2014,0.48,7.3333,140.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:02:33 UTC 2014,0.48,7.3333,140.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:02:43 UTC 2014,0.48,6.6667,131.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:03:07 UTC 2014,0.48,6.6667,131.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:03:18 UTC 2014,0.36,6.3333,83.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:03:32 UTC 2014,0.36,6.3333,83.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:03:49 UTC 2014,0.36,8.0,188.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:03:57 UTC 2014,0.36,8.0,188.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:04:09 UTC 2014,0.36,8.3333,92.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:04:22 UTC 2014,0.36,8.3333,92.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:04:40 UTC 2014,0.36,8.3333,92.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:04:53 UTC 2014,0.36,8.3333,122.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:05:04 UTC 2014,0.36,8.3333,122.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:05:18 UTC 2014,0.36,8.3333,122.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:05:32 UTC 2014,0.36,8.3333,122.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:05:41 UTC 2014,0.36,7.6667,68.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:05:56 UTC 2014,0.36,7.6667,68.0,3.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:06:14 UTC 2014,0.48,7.0,127.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:06:23 UTC 2014,0.48,7.0,127.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:06:31 UTC 2014,0.48,6.25,86.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:06:38 UTC 2014,0.48,6.25,86.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:06:46 UTC 2014,0.48,-0.25,-1.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:06:52 UTC 2014,0.48,-0.25,-1.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:07:01 UTC 2014,0.48,-0.25,-1.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:07:24 UTC 2014,0.48,0.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:07:39 UTC 2014,0.48,0.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:07:45 UTC 2014,0.48,7.75,188.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:07:59 UTC 2014,0.48,7.75,188.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:08:05 UTC 2014,0.48,7.75,188.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:08:11 UTC 2014,0.48,7.75,188.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:08:21 UTC 2014,0.48,7.5,112.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:08:27 UTC 2014,0.48,7.5,112.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:08:34 UTC 2014,0.48,15.5,101.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:08:41 UTC 2014,0.48,15.5,101.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:08:50 UTC 2014,0.48,15.5,101.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:08:57 UTC 2014,0.48,0.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:09:06 UTC 2014,0.48,0.0,0.0,4.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:09:12 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:09:23 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:09:33 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:09:43 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:09:54 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:10:06 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:10:16 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:10:30 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:10:41 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:10:51 UTC 2014,0.48,2.5,4.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:11:01 UTC 2014,0.48,2.5,4.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:11:12 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:11:22 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:11:36 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:11:46 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:01 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:11 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:22 UTC 2014,0.48,7.0,140.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:32 UTC 2014,0.48,7.0,140.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:44 UTC 2014,0.48,7.25,171.0,4.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:13:05 UTC 2014,0.48,7.25,171.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:12 UTC 2014,0.48,7.25,171.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:24 UTC 2014,0.48,6.75,168.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:35 UTC 2014,0.48,6.75,168.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:47 UTC 2014,0.48,6.75,168.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:54 UTC 2014,0.48,7.0,154.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:02 UTC 2014,0.48,8.0,63.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:25 UTC 2014,0.48,8.0,63.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:46 UTC 2014,0.48,7.75,105.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:55 UTC 2014,0.48,7.75,105.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:15:02 UTC 2014,0.48,6.75,147.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:15:25 UTC 2014,0.48,6.75,147.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:15:35 UTC 2014,0.48,7.75,112.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:15:46 UTC 2014,0.48,7.75,112.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:15:56 UTC 2014,0.48,7.75,112.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:06 UTC 2014,0.48,7.5,187.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:13 UTC 2014,0.48,7.5,187.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:25 UTC 2014,0.48,7.5,187.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:41 UTC 2014,0.48,7.75,200.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:49 UTC 2014,0.48,7.75,200.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:17:02 UTC 2014,0.48,6.5,113.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:17:12 UTC 2014,0.48,6.5,113.0,4.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:17:30 UTC 2014,0.48,5.25,196.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:17:53 UTC 2014,0.48,5.0,67.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:09 UTC 2014,0.48,5.0,67.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:21 UTC 2014,0.48,5.0,67.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:33 UTC 2014,0.48,5.5,151.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:43 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:18:55 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:01 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:07 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:13 UTC 2014,0.48,2.0,25.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:19 UTC 2014,0.48,2.0,25.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:26 UTC 2014,0.48,2.0,25.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:32 UTC 2014,0.48,2.0,25.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:42 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:55 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:00 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:06 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:12 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:17 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:23 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:32 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:38 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:45 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:51 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:57 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:03 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:11 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:29 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:35 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:44 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:54 UTC 2014,0.48,2.75,15.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:06 UTC 2014,0.48,2.75,15.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:18 UTC 2014,0.48,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:33 UTC 2014,0.48,2.5,50.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:43 UTC 2014,0.48,7.0,135.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:55 UTC 2014,0.48,7.0,135.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:23:06 UTC 2014,0.48,7.0,132.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:23:36 UTC 2014,0.48,7.0,132.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:23:49 UTC 2014,0.48,8.0,152.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:23:58 UTC 2014,0.48,8.0,152.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:24:12 UTC 2014,0.48,8.0,152.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:24:19 UTC 2014,0.48,8.0,152.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:24:25 UTC 2014,0.48,8.0,162.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:24:45 UTC 2014,0.48,8.0,162.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:25:06 UTC 2014,0.48,8.0,162.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:25:20 UTC 2014,0.48,7.75,156.0,4.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:25:40 UTC 2014,0.48,7.75,156.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:25:58 UTC 2014,0.48,10.75,126.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:09 UTC 2014,0.48,10.75,126.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:20 UTC 2014,0.48,9.75,121.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:29 UTC 2014,0.48,9.75,121.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:39 UTC 2014,0.48,9.75,121.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:49 UTC 2014,0.48,7.0,163.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:59 UTC 2014,0.48,3.5,10.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:13 UTC 2014,0.48,3.5,10.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:23 UTC 2014,0.48,3.5,10.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:33 UTC 2014,0.48,7.0,22.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:43 UTC 2014,0.48,7.0,91.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:53 UTC 2014,0.48,7.3333,91.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:05 UTC 2014,0.48,7.3333,91.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:20 UTC 2014,0.48,7.3333,91.0,4.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:36 UTC 2014,0.48,7.3333,93.0,3.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:59 UTC 2014,0.36,11.3333,93.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:13 UTC 2014,0.36,11.3333,93.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:27 UTC 2014,0.36,10.3333,99.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:38 UTC 2014,0.36,10.3333,99.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:53 UTC 2014,0.36,7.3333,106.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:59 UTC 2014,0.36,7.3333,106.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:08 UTC 2014,0.36,7.3333,106.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:14 UTC 2014,0.36,7.3333,106.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:21 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:30 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:38 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:48 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:05 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:11 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:23 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:29 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:37 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:44 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:52 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:58 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:08 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:29 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:42 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:48 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:54 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:02 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:09 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:23 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:36 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:44 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:51 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:04 UTC 2014,0.36,0.0,0.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:10 UTC 2014,0.36,8.0,159.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:18 UTC 2014,0.36,8.0,159.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:26 UTC 2014,0.36,14.6667,126.0,3.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:37 UTC 2014,0.36,14.6667,126.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:34:49 UTC 2014,0.36,8.6667,204.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:04 UTC 2014,0.36,7.6667,133.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:14 UTC 2014,0.36,7.6667,133.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:31 UTC 2014,0.36,7.6667,133.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:45 UTC 2014,0.36,6.6667,139.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:02 UTC 2014,0.36,6.6667,139.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:21 UTC 2014,0.36,6.6667,139.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:38 UTC 2014,0.36,6.6667,139.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:02 UTC 2014,0.36,7.0,125.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:17 UTC 2014,0.36,7.0,125.0,3.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
