Time ,cost ,responseTime ,throughput ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 09:39:40 UTC 2014,0.12,0.0,0.0,1.0,,
Tue Feb 18 09:39:46 UTC 2014,0.12,0.0,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:39:55 UTC 2014,0.12,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:40:02 UTC 2014,0.12,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:40:09 UTC 2014,0.12,7.0,122.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:40:18 UTC 2014,0.12,9.0,140.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:40:27 UTC 2014,0.12,5.0,78.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:40:36 UTC 2014,0.12,6.0,126.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:40:45 UTC 2014,0.12,8.0,111.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:40:54 UTC 2014,0.12,7.0,156.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:40:59 UTC 2014,0.12,7.0,156.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:05 UTC 2014,0.12,7.0,126.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:10 UTC 2014,0.12,7.0,126.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:15 UTC 2014,0.12,7.0,126.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:20 UTC 2014,0.12,7.0,120.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:25 UTC 2014,0.12,7.0,120.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:30 UTC 2014,0.12,6.0,147.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:35 UTC 2014,0.12,4.0,113.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:40 UTC 2014,0.12,4.0,113.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:45 UTC 2014,0.12,6.0,139.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:50 UTC 2014,0.12,6.0,139.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:41:56 UTC 2014,0.12,6.0,139.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:01 UTC 2014,0.12,11.0,86.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:06 UTC 2014,0.12,11.0,86.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:11 UTC 2014,0.12,11.0,86.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:16 UTC 2014,0.12,13.0,70.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:21 UTC 2014,0.12,13.0,70.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:26 UTC 2014,0.12,13.0,70.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:31 UTC 2014,0.12,10.0,98.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:36 UTC 2014,0.12,10.0,98.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:41 UTC 2014,0.12,10.0,104.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:46 UTC 2014,0.12,10.0,104.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:51 UTC 2014,0.12,10.0,104.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:42:56 UTC 2014,0.12,13.0,73.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:01 UTC 2014,0.12,13.0,73.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:06 UTC 2014,0.12,13.0,73.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:12 UTC 2014,0.12,13.0,73.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:17 UTC 2014,0.12,9.0,101.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:22 UTC 2014,0.12,9.0,101.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:27 UTC 2014,0.12,9.0,101.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:32 UTC 2014,0.12,9.0,101.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:37 UTC 2014,0.12,11.0,90.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:43:42 UTC 2014,0.12,11.0,90.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:43:47 UTC 2014,0.12,11.0,90.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:43:52 UTC 2014,0.12,7.0,137.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:43:57 UTC 2014,0.12,7.0,137.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:02 UTC 2014,0.12,7.0,137.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:07 UTC 2014,0.12,8.0,113.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:12 UTC 2014,0.12,8.0,113.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:17 UTC 2014,0.12,8.0,113.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:23 UTC 2014,0.12,9.0,95.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:28 UTC 2014,0.12,9.0,95.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:33 UTC 2014,0.12,9.0,95.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:38 UTC 2014,0.12,9.0,95.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:43 UTC 2014,0.12,5.0,181.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:48 UTC 2014,0.12,5.0,181.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:44:54 UTC 2014,0.12,5.0,181.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:00 UTC 2014,0.12,8.0,118.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:05 UTC 2014,0.12,8.0,118.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:10 UTC 2014,0.12,8.0,118.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:15 UTC 2014,0.12,7.0,137.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:20 UTC 2014,0.12,7.0,137.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:25 UTC 2014,0.12,8.0,104.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:30 UTC 2014,0.12,8.0,104.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:35 UTC 2014,0.12,9.0,72.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:40 UTC 2014,0.12,9.0,72.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:46 UTC 2014,0.12,9.0,72.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:51 UTC 2014,0.12,9.0,72.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:45:56 UTC 2014,0.12,7.0,121.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:01 UTC 2014,0.12,10.0,94.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:06 UTC 2014,0.12,10.0,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:11 UTC 2014,0.12,10.0,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:16 UTC 2014,0.12,10.0,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:21 UTC 2014,0.12,7.0,59.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:26 UTC 2014,0.12,10.0,87.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:31 UTC 2014,0.12,4.0,209.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:37 UTC 2014,0.12,4.0,209.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:42 UTC 2014,0.12,4.0,209.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:47 UTC 2014,0.12,4.0,209.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:52 UTC 2014,0.12,9.0,102.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:46:57 UTC 2014,0.12,9.0,102.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:02 UTC 2014,0.12,9.0,89.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:07 UTC 2014,0.12,3.0,290.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:12 UTC 2014,0.12,3.0,290.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:17 UTC 2014,0.12,9.0,102.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:22 UTC 2014,0.12,9.0,102.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:27 UTC 2014,0.12,9.0,102.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:32 UTC 2014,0.12,9.0,102.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:37 UTC 2014,0.12,7.0,124.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:42 UTC 2014,0.12,7.0,124.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:47 UTC 2014,0.12,8.0,117.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:52 UTC 2014,0.12,8.0,117.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:47:57 UTC 2014,0.12,8.0,117.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:03 UTC 2014,0.12,8.0,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:08 UTC 2014,0.12,8.0,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:13 UTC 2014,0.12,8.0,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:18 UTC 2014,0.12,8.0,120.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:23 UTC 2014,0.12,12.0,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:28 UTC 2014,0.12,11.0,81.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:33 UTC 2014,0.12,11.0,81.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:39 UTC 2014,0.12,9.0,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:44 UTC 2014,0.12,9.0,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:49 UTC 2014,0.12,7.0,9.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:54 UTC 2014,0.12,7.0,9.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:48:59 UTC 2014,0.12,9.0,103.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:49:04 UTC 2014,0.12,9.0,103.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:49:09 UTC 2014,0.12,0.0,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:49:14 UTC 2014,0.12,0.0,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 09:49:19 UTC 2014,0.12,0.0,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:49:28 UTC 2014,0.12,0.0,123.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:49:37 UTC 2014,0.12,7.0,91.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:49:46 UTC 2014,0.12,10.0,91.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:49:55 UTC 2014,0.12,0.0,82.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:50:04 UTC 2014,0.12,11.0,82.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 09:50:13 UTC 2014,0.12,5.0,30.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:19 UTC 2014,0.24,5.0,30.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:25 UTC 2014,0.24,4.0,34.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:30 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:35 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:40 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:45 UTC 2014,0.24,-0.5,-1.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:50 UTC 2014,0.24,-0.5,-1.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:55 UTC 2014,0.24,-0.5,-1.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:00 UTC 2014,0.24,3.0,17.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:05 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:10 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:15 UTC 2014,0.24,2.5,38.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:20 UTC 2014,0.24,2.5,38.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:25 UTC 2014,0.24,2.5,38.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:30 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:35 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:40 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:45 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:51 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:56 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:01 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:06 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:11 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:16 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:21 UTC 2014,0.24,4.0,3.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:26 UTC 2014,0.24,3.5,117.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:31 UTC 2014,0.24,3.5,117.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:36 UTC 2014,0.24,3.5,117.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:41 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:46 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:51 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:56 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:01 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:06 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:11 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:17 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:22 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:27 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:32 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:37 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:42 UTC 2014,0.24,0.0,0.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:47 UTC 2014,0.24,5.0,60.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:52 UTC 2014,0.24,8.5,174.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:57 UTC 2014,0.24,8.5,174.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:02 UTC 2014,0.24,7.5,235.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:07 UTC 2014,0.24,7.0,286.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:12 UTC 2014,0.24,7.0,286.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:17 UTC 2014,0.24,7.0,286.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:22 UTC 2014,0.24,8.5,140.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:27 UTC 2014,0.24,8.5,140.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:32 UTC 2014,0.24,8.5,140.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:37 UTC 2014,0.24,9.0,113.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:42 UTC 2014,0.24,9.0,113.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:47 UTC 2014,0.24,9.0,113.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:53 UTC 2014,0.24,9.0,97.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:58 UTC 2014,0.24,9.0,97.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:03 UTC 2014,0.24,9.0,97.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:08 UTC 2014,0.24,9.0,97.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:13 UTC 2014,0.24,6.0,162.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:18 UTC 2014,0.24,6.0,162.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:23 UTC 2014,0.24,6.0,162.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:28 UTC 2014,0.24,8.5,125.0,2.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:33 UTC 2014,0.24,8.5,125.0,2.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:55:42 UTC 2014,0.24,8.5,125.0,2.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:55:52 UTC 2014,0.24,7.5,205.0,2.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:56:01 UTC 2014,0.24,7.5,205.0,2.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:56:10 UTC 2014,0.24,7.5,106.0,2.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:56:19 UTC 2014,0.24,7.5,106.0,2.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:56:28 UTC 2014,0.24,7.5,117.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:36 UTC 2014,0.24,7.5,117.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:42 UTC 2014,0.24,7.5,35.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:47 UTC 2014,0.24,7.5,35.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:52 UTC 2014,0.24,7.5,35.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:57 UTC 2014,0.24,7.5,35.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:02 UTC 2014,0.24,7.5,35.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:07 UTC 2014,0.24,7.5,141.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:12 UTC 2014,0.24,7.5,141.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:17 UTC 2014,0.24,7.5,141.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:22 UTC 2014,0.24,7.5,141.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:27 UTC 2014,0.24,11.0,164.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:32 UTC 2014,0.24,11.0,164.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:37 UTC 2014,0.24,11.0,164.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:43 UTC 2014,0.24,7.5,145.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:48 UTC 2014,0.24,7.5,145.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:53 UTC 2014,0.24,9.0,152.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:58 UTC 2014,0.24,9.0,152.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:03 UTC 2014,0.24,9.0,152.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:09 UTC 2014,0.24,9.0,152.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:14 UTC 2014,0.24,9.0,152.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:19 UTC 2014,0.24,6.5,174.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:24 UTC 2014,0.24,6.5,174.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:29 UTC 2014,0.24,11.0,121.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:34 UTC 2014,0.24,11.0,121.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:39 UTC 2014,0.24,7.0,226.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:44 UTC 2014,0.24,7.0,226.0,2.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:49 UTC 2014,0.24,9.0,114.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:58:58 UTC 2014,0.24,9.5,147.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:07 UTC 2014,0.24,9.5,147.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:16 UTC 2014,0.24,9.5,147.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:25 UTC 2014,0.24,5.0,75.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:34 UTC 2014,0.24,5.0,75.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:43 UTC 2014,0.24,5.0,75.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:53 UTC 2014,0.24,9.0,122.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:02 UTC 2014,0.24,8.0,110.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:11 UTC 2014,0.24,6.0,97.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:20 UTC 2014,0.24,2.5,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:29 UTC 2014,0.24,6.5,3.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:38 UTC 2014,0.24,6.5,211.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:47 UTC 2014,0.24,6.5,87.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:56 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:05 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:14 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:23 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:32 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:42 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:51 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:02:00 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:02:09 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:02:18 UTC 2014,0.24,0.0,0.0,2.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
