Time ,cost ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 11:10:13 UTC 2014,0.12,141.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:22 UTC 2014,0.12,133.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:34 UTC 2014,0.12,133.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:41 UTC 2014,0.12,133.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:50 UTC 2014,0.12,54.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:10:55 UTC 2014,0.12,30.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:01 UTC 2014,0.12,30.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:10 UTC 2014,0.12,30.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:15 UTC 2014,0.12,30.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:21 UTC 2014,0.12,30.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:26 UTC 2014,0.12,30.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:34 UTC 2014,0.12,30.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:39 UTC 2014,0.12,30.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:45 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:11:50 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:00 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:09 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:17 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:27 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:36 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:44 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:12:54 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:00 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:08 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:16 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:23 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:28 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:36 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:43 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:13:49 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:03 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:10 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:17 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:22 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:31 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:37 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:44 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:14:50 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:15:01 UTC 2014,0.12,122.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:11 UTC 2014,0.12,122.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:21 UTC 2014,0.12,122.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:31 UTC 2014,0.12,249.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:44 UTC 2014,0.12,249.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:15:53 UTC 2014,0.12,249.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:16:07 UTC 2014,0.12,249.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:16:15 UTC 2014,0.12,209.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:16:25 UTC 2014,0.12,90.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:16:36 UTC 2014,0.12,90.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:16:46 UTC 2014,0.12,90.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:16:57 UTC 2014,0.12,90.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:04 UTC 2014,0.12,129.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:10 UTC 2014,0.12,129.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:18 UTC 2014,0.12,129.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:26 UTC 2014,0.12,129.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:32 UTC 2014,0.12,129.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:39 UTC 2014,0.12,144.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:45 UTC 2014,0.12,144.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:17:57 UTC 2014,0.12,144.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:18:04 UTC 2014,0.12,123.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:18:10 UTC 2014,0.12,123.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:18:18 UTC 2014,0.12,123.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:27 UTC 2014,0.12,123.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:37 UTC 2014,0.12,87.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:46 UTC 2014,0.12,163.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:18:55 UTC 2014,0.12,163.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:19:03 UTC 2014,0.12,163.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:19:18 UTC 2014,0.12,163.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:19:27 UTC 2014,0.12,175.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:19:40 UTC 2014,0.12,175.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:19:47 UTC 2014,0.12,175.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:19:56 UTC 2014,0.12,175.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:01 UTC 2014,0.12,175.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:07 UTC 2014,0.12,175.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:13 UTC 2014,0.12,165.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:19 UTC 2014,0.12,165.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:25 UTC 2014,0.12,165.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:31 UTC 2014,0.12,165.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:43 UTC 2014,0.12,77.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:49 UTC 2014,0.12,77.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:20:56 UTC 2014,0.12,77.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:01 UTC 2014,0.12,77.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:14 UTC 2014,0.12,77.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:21 UTC 2014,0.12,113.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:27 UTC 2014,0.12,113.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:33 UTC 2014,0.12,113.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:45 UTC 2014,0.12,113.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:21:53 UTC 2014,0.12,113.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:03 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:08 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:14 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:20 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:27 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:33 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:38 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:47 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:22:52 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:00 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:08 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:14 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:20 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:27 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:33 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:23:39 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:23:49 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:23:58 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:07 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:19 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:29 UTC 2014,0.12,97.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 11:24:38 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:24:43 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:24:49 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:24:55 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:03 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:09 UTC 2014,0.12,174.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:15 UTC 2014,0.12,174.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:24 UTC 2014,0.12,174.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:29 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:40 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:25:57 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:12 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:18 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:24 UTC 2014,0.12,179.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:34 UTC 2014,0.12,179.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:46 UTC 2014,0.12,179.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:26:53 UTC 2014,0.12,78.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:03 UTC 2014,0.12,78.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:12 UTC 2014,0.12,78.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:18 UTC 2014,0.12,140.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:24 UTC 2014,0.12,140.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:32 UTC 2014,0.12,140.0,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 11:27:42 UTC 2014,0.12,140.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:27:57 UTC 2014,0.12,140.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:15 UTC 2014,0.12,115.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:23 UTC 2014,0.12,115.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:32 UTC 2014,0.12,54.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:28:55 UTC 2014,0.12,54.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:04 UTC 2014,0.12,150.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:14 UTC 2014,0.12,150.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:23 UTC 2014,0.12,150.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:32 UTC 2014,0.12,112.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:41 UTC 2014,0.12,112.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:29:55 UTC 2014,0.12,182.0,1.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 11:30:10 UTC 2014,0.12,147.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:30:29 UTC 2014,0.12,147.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:30:35 UTC 2014,0.12,147.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:30:43 UTC 2014,0.12,147.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:30:51 UTC 2014,0.12,110.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:13 UTC 2014,0.12,110.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:24 UTC 2014,0.12,95.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:35 UTC 2014,0.12,95.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:51 UTC 2014,0.12,95.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:31:57 UTC 2014,0.12,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:04 UTC 2014,0.12,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:11 UTC 2014,0.12,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:20 UTC 2014,0.12,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:26 UTC 2014,0.12,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:43 UTC 2014,0.12,100.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:32:54 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:05 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:12 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:18 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:23 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:34 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:40 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:46 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:52 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:33:58 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:04 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:11 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:16 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:26 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:33 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:40 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:50 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:34:59 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:35:07 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 11:35:14 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:26 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:34 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:46 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:35:56 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:06 UTC 2014,0.12,157.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:14 UTC 2014,0.12,157.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:23 UTC 2014,0.12,187.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:34 UTC 2014,0.12,187.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:45 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:36:55 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:04 UTC 2014,0.12,214.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:17 UTC 2014,0.12,214.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:25 UTC 2014,0.12,59.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:39 UTC 2014,0.12,59.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:47 UTC 2014,0.12,59.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:37:57 UTC 2014,0.12,117.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:06 UTC 2014,0.12,117.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:18 UTC 2014,0.12,117.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:34 UTC 2014,0.12,117.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:44 UTC 2014,0.12,142.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:38:52 UTC 2014,0.12,142.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:39:02 UTC 2014,0.12,167.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:39:14 UTC 2014,0.12,123.0,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 11:39:27 UTC 2014,0.12,123.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:39:41 UTC 2014,0.12,123.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:39:47 UTC 2014,0.12,92.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:39:55 UTC 2014,0.12,92.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:40:09 UTC 2014,0.12,92.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:40:15 UTC 2014,0.12,92.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:40:22 UTC 2014,0.12,301.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:40:34 UTC 2014,0.12,301.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:40:41 UTC 2014,0.12,33.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:40:49 UTC 2014,0.12,33.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:40:54 UTC 2014,0.12,33.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:41:04 UTC 2014,0.12,252.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:41:09 UTC 2014,0.12,252.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:41:19 UTC 2014,0.12,18.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:41:31 UTC 2014,0.12,18.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:41:41 UTC 2014,0.12,18.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:41:49 UTC 2014,0.12,18.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:41:59 UTC 2014,0.12,101.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:42:11 UTC 2014,0.12,101.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:42:22 UTC 2014,0.12,101.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:42:28 UTC 2014,0.12,100.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:42:34 UTC 2014,0.12,100.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:42:41 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:42:51 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Tue Feb 18 11:42:57 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:43:06 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:43:14 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:43:24 UTC 2014,0.12,39.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:43:34 UTC 2014,0.12,39.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:43:42 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:43:52 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 11:44:01 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:08 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:14 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:21 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:27 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:33 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:39 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:46 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:51 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:44:57 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:45:06 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:45:14 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:45:19 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:45:32 UTC 2014,0.12,2.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:45:40 UTC 2014,0.12,2.0,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 11:45:46 UTC 2014,0.12,2.0,1.0,DataNodeServiceUnit_scaleOut,
