Time ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 10:21:50 UTC 2014,78.6952,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:21:58 UTC 2014,78.6952,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:22:06 UTC 2014,79.3173,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:14 UTC 2014,79.9197,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:19 UTC 2014,79.9197,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:24 UTC 2014,79.9197,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:29 UTC 2014,82.2938,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:35 UTC 2014,82.2938,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:40 UTC 2014,79.2377,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:45 UTC 2014,79.2377,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:50 UTC 2014,80.6807,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:55 UTC 2014,80.6807,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:00 UTC 2014,80.6807,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:05 UTC 2014,89.6,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:10 UTC 2014,89.6,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:15 UTC 2014,89.6,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:20 UTC 2014,80.5416,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:26 UTC 2014,80.5416,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:31 UTC 2014,79.3347,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:36 UTC 2014,79.3347,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:41 UTC 2014,79.3347,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:46 UTC 2014,79.0909,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:51 UTC 2014,79.0909,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:56 UTC 2014,79.0909,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:01 UTC 2014,84.7321,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:06 UTC 2014,84.7321,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:11 UTC 2014,81.6265,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:16 UTC 2014,81.6265,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:21 UTC 2014,81.6265,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:27 UTC 2014,80.5416,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:32 UTC 2014,80.5416,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:37 UTC 2014,80.5416,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:42 UTC 2014,79.9005,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:47 UTC 2014,79.9005,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:52 UTC 2014,80.6613,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:57 UTC 2014,80.6613,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:02 UTC 2014,80.6613,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:07 UTC 2014,88.9,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:12 UTC 2014,88.9,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:17 UTC 2014,88.9,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:22 UTC 2014,87.3874,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:28 UTC 2014,87.3874,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:33 UTC 2014,88.5657,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:38 UTC 2014,88.5657,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:43 UTC 2014,88.5657,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:48 UTC 2014,89.6,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:53 UTC 2014,89.6,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:58 UTC 2014,89.6,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:03 UTC 2014,88.9558,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:08 UTC 2014,88.9558,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:13 UTC 2014,87.7878,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:18 UTC 2014,87.7878,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:24 UTC 2014,87.7878,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:29 UTC 2014,87.013,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:34 UTC 2014,87.013,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:39 UTC 2014,87.013,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:44 UTC 2014,86.0302,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:49 UTC 2014,84.6766,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:54 UTC 2014,84.6766,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:59 UTC 2014,84.6766,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:04 UTC 2014,89.99,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:09 UTC 2014,89.99,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:14 UTC 2014,89.99,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:22 UTC 2014,87.1129,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:31 UTC 2014,82.442,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:39 UTC 2014,82.442,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:47 UTC 2014,76.7465,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:55 UTC 2014,76.7465,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:03 UTC 2014,81.5737,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:11 UTC 2014,81.4186,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:20 UTC 2014,81.4186,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:28 UTC 2014,62.7335,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:36 UTC 2014,62.7335,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:44 UTC 2014,73.1537,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:52 UTC 2014,62.2266,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:00 UTC 2014,62.2266,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:09 UTC 2014,86.5404,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:17 UTC 2014,85.743,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:25 UTC 2014,85.743,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:33 UTC 2014,84.5537,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:41 UTC 2014,84.5537,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:50 UTC 2014,86.7735,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:58 UTC 2014,86.7735,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:30:06 UTC 2014,87.8879,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:12 UTC 2014,86.66,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:17 UTC 2014,86.66,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:22 UTC 2014,86.66,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:27 UTC 2014,86.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:33 UTC 2014,86.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:38 UTC 2014,86.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:43 UTC 2014,79.8387,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:48 UTC 2014,79.8387,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:53 UTC 2014,87.4498,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:30:59 UTC 2014,87.4498,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:04 UTC 2014,87.4498,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:09 UTC 2014,82.6827,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:15 UTC 2014,82.6827,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:20 UTC 2014,83.8645,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:25 UTC 2014,83.8645,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:30 UTC 2014,80.2618,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:36 UTC 2014,80.2618,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:41 UTC 2014,80.2618,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:46 UTC 2014,85.5263,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:52 UTC 2014,85.5263,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:31:57 UTC 2014,85.5263,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:02 UTC 2014,82.1105,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:07 UTC 2014,82.1105,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:13 UTC 2014,87.3747,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:18 UTC 2014,87.3747,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:23 UTC 2014,87.3747,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:29 UTC 2014,76.7984,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:34 UTC 2014,76.7984,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:39 UTC 2014,85.5567,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:44 UTC 2014,85.5567,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:50 UTC 2014,80.5274,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:32:55 UTC 2014,80.5274,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:00 UTC 2014,80.5274,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:05 UTC 2014,87.3874,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:11 UTC 2014,87.3874,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:16 UTC 2014,87.3874,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:21 UTC 2014,85.5711,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:26 UTC 2014,85.5711,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:32 UTC 2014,86.4865,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:37 UTC 2014,86.4865,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:42 UTC 2014,86.4865,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:47 UTC 2014,87.0091,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:53 UTC 2014,87.0091,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:33:58 UTC 2014,87.0091,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:03 UTC 2014,83.0321,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:08 UTC 2014,83.0321,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:14 UTC 2014,81.6532,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:19 UTC 2014,81.6532,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:24 UTC 2014,90.6814,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:29 UTC 2014,90.6814,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:35 UTC 2014,90.6814,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:40 UTC 2014,87.6877,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:45 UTC 2014,87.6877,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:50 UTC 2014,89.479,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:34:56 UTC 2014,89.479,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:35:01 UTC 2014,89.479,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:35:06 UTC 2014,85.241,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:35:12 UTC 2014,85.241,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:35:17 UTC 2014,85.241,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:35:22 UTC 2014,90.3904,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 10:35:28 UTC 2014,90.3904,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:36 UTC 2014,82.5826,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:44 UTC 2014,82.5826,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:52 UTC 2014,73.7003,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:01 UTC 2014,80.6646,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:09 UTC 2014,76.6871,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:17 UTC 2014,76.6871,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:36:23 UTC 2014,76.6871,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:36:28 UTC 2014,78.0463,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:36:33 UTC 2014,78.0463,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:36:38 UTC 2014,78.0463,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:36:43 UTC 2014,75.0503,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:36:49 UTC 2014,75.0503,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:36:54 UTC 2014,72.1827,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:36:59 UTC 2014,72.1827,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:05 UTC 2014,72.1827,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:10 UTC 2014,84.4845,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:15 UTC 2014,84.4845,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:20 UTC 2014,67.1733,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:26 UTC 2014,67.1733,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:31 UTC 2014,76.2575,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:36 UTC 2014,76.2575,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:41 UTC 2014,76.2575,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:46 UTC 2014,87.9241,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:52 UTC 2014,87.9241,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:37:57 UTC 2014,87.9241,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:02 UTC 2014,81.3627,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:07 UTC 2014,81.3627,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:13 UTC 2014,88.6341,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:18 UTC 2014,88.6341,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:23 UTC 2014,88.6341,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:28 UTC 2014,80.7385,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:33 UTC 2014,80.7385,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:39 UTC 2014,80.7385,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:44 UTC 2014,73.0382,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:49 UTC 2014,84.1842,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:38:55 UTC 2014,84.1842,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:00 UTC 2014,84.1842,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:05 UTC 2014,86.1723,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:11 UTC 2014,86.1723,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:16 UTC 2014,86.1723,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:21 UTC 2014,86.1723,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:26 UTC 2014,76.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:32 UTC 2014,80.603,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:37 UTC 2014,80.603,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:42 UTC 2014,80.603,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:47 UTC 2014,78.4925,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:53 UTC 2014,78.4925,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:39:58 UTC 2014,78.4925,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:03 UTC 2014,83.0831,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:08 UTC 2014,83.0831,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:13 UTC 2014,83.651,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:19 UTC 2014,83.651,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:24 UTC 2014,83.651,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:29 UTC 2014,81.019,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:34 UTC 2014,81.019,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:40 UTC 2014,81.019,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:45 UTC 2014,86.6867,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:50 UTC 2014,86.6867,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:40:56 UTC 2014,82.0202,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:01 UTC 2014,82.0202,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:06 UTC 2014,63.4171,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:12 UTC 2014,63.4171,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:17 UTC 2014,63.4171,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:22 UTC 2014,63.4171,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:28 UTC 2014,79.6185,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:33 UTC 2014,77.49,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:38 UTC 2014,77.49,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:44 UTC 2014,77.49,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:49 UTC 2014,78.5,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:41:54 UTC 2014,78.5,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:00 UTC 2014,78.5,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:05 UTC 2014,83.7649,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:10 UTC 2014,77.7108,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:16 UTC 2014,77.7108,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:21 UTC 2014,77.7108,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:26 UTC 2014,81.5631,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:31 UTC 2014,81.5631,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:37 UTC 2014,81.5631,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:42 UTC 2014,83.3834,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:47 UTC 2014,83.3834,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:53 UTC 2014,86.3727,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:42:58 UTC 2014,86.3727,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:03 UTC 2014,86.3727,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:08 UTC 2014,89.7898,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:14 UTC 2014,89.7898,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:19 UTC 2014,89.7898,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:24 UTC 2014,85.6426,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:30 UTC 2014,85.6426,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:35 UTC 2014,88.7663,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:40 UTC 2014,88.7663,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:46 UTC 2014,88.9447,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:51 UTC 2014,88.9447,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:43:56 UTC 2014,88.9447,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:04 UTC 2014,89.6274,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:13 UTC 2014,79.2169,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:21 UTC 2014,79.2169,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:30 UTC 2014,75.2008,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:38 UTC 2014,75.2008,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:46 UTC 2014,73.5265,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:44:51 UTC 2014,71.8437,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:44:57 UTC 2014,71.8437,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:02 UTC 2014,71.8437,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:07 UTC 2014,84.3907,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:13 UTC 2014,84.3907,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:18 UTC 2014,84.3907,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:23 UTC 2014,85.1107,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:28 UTC 2014,85.1107,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:34 UTC 2014,86.0302,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:39 UTC 2014,86.0302,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:44 UTC 2014,86.0302,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:50 UTC 2014,83.6198,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:45:55 UTC 2014,83.6198,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:00 UTC 2014,83.6198,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:06 UTC 2014,86.3864,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:11 UTC 2014,86.3864,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:17 UTC 2014,89.2678,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:22 UTC 2014,89.2678,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:27 UTC 2014,88.477,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:33 UTC 2014,88.477,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:38 UTC 2014,88.477,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:43 UTC 2014,87.5502,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:49 UTC 2014,87.5502,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:54 UTC 2014,80.7035,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:46:59 UTC 2014,80.7035,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:04 UTC 2014,83.6837,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:10 UTC 2014,83.6837,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:15 UTC 2014,83.6837,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:20 UTC 2014,83.6837,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:26 UTC 2014,85.0449,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:31 UTC 2014,83.4,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:36 UTC 2014,83.4,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:41 UTC 2014,83.4,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:47 UTC 2014,85.9579,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 10:47:52 UTC 2014,85.9579,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:00 UTC 2014,84.0,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:09 UTC 2014,84.0,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:17 UTC 2014,85.8425,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:25 UTC 2014,87.0352,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:34 UTC 2014,87.0352,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:42 UTC 2014,89.1326,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:48:49 UTC 2014,89.1326,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:48:54 UTC 2014,86.1723,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:00 UTC 2014,86.1723,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:05 UTC 2014,86.5135,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:10 UTC 2014,86.5135,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:15 UTC 2014,86.5135,0.12,1.0,CassandraNode_scaleOut,
