Time ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 10:21:41 UTC 2014,66.4201,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:21:50 UTC 2014,64.7616,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:21:58 UTC 2014,64.7616,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:22:06 UTC 2014,66.2679,0.36,3.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:22:14 UTC 2014,66.5691,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:19 UTC 2014,66.5691,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:24 UTC 2014,66.5691,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:29 UTC 2014,68.1936,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:34 UTC 2014,68.1936,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:39 UTC 2014,66.6656,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:44 UTC 2014,67.0981,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:50 UTC 2014,68.1741,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:22:55 UTC 2014,68.1741,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:00 UTC 2014,68.1741,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:05 UTC 2014,72.6338,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:10 UTC 2014,72.6338,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:15 UTC 2014,72.6338,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:20 UTC 2014,73.1787,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:25 UTC 2014,39277.1899,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:30 UTC 2014,75.2531,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:35 UTC 2014,75.2531,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:40 UTC 2014,75.2531,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:45 UTC 2014,73.4549,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:50 UTC 2014,73.149,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:23:56 UTC 2014,73.149,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:01 UTC 2014,63.833,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:06 UTC 2014,63.833,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:11 UTC 2014,62.2802,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:16 UTC 2014,63.7497,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:21 UTC 2014,71.7694,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:26 UTC 2014,71.227,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:31 UTC 2014,71.227,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:36 UTC 2014,71.227,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:41 UTC 2014,70.9064,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:47 UTC 2014,71.3658,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:52 UTC 2014,71.173,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:24:57 UTC 2014,70.7349,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:02 UTC 2014,70.7349,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:07 UTC 2014,74.8543,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:12 UTC 2014,74.8543,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:17 UTC 2014,70.5876,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:22 UTC 2014,63.3913,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:27 UTC 2014,63.3913,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:32 UTC 2014,63.9804,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:37 UTC 2014,64.3184,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:43 UTC 2014,64.3184,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:48 UTC 2014,64.8356,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:53 UTC 2014,64.5609,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:25:58 UTC 2014,64.5609,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:03 UTC 2014,64.2388,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:08 UTC 2014,63.7184,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:13 UTC 2014,63.0003,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:18 UTC 2014,63.0003,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:23 UTC 2014,64.2913,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:28 UTC 2014,63.9039,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:33 UTC 2014,63.9039,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:39 UTC 2014,63.8836,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:44 UTC 2014,62.0063,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:49 UTC 2014,61.3295,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:54 UTC 2014,61.3295,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:26:59 UTC 2014,61.7679,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:04 UTC 2014,64.4246,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:09 UTC 2014,65.4603,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:27:14 UTC 2014,65.8597,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:22 UTC 2014,64.4212,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:30 UTC 2014,62.4902,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:38 UTC 2014,62.6399,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:47 UTC 2014,59.7922,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:27:55 UTC 2014,59.7922,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:03 UTC 2014,62.8031,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:11 UTC 2014,62.7256,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:20 UTC 2014,62.7256,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:28 UTC 2014,50.0074,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:36 UTC 2014,49.4649,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:44 UTC 2014,54.675,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:28:52 UTC 2014,49.2115,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:00 UTC 2014,53.5634,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:09 UTC 2014,65.7203,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:17 UTC 2014,65.3216,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:25 UTC 2014,65.7647,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:33 UTC 2014,65.1362,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:41 UTC 2014,65.1362,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:50 UTC 2014,66.2461,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:29:58 UTC 2014,68.2374,0.48,4.0,AppServer_scaleIn,AppServer
Fri Feb 21 10:30:06 UTC 2014,71.8772,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:12 UTC 2014,71.2632,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:17 UTC 2014,71.2632,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:22 UTC 2014,66.919,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:28 UTC 2014,65.6345,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:33 UTC 2014,65.6345,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:38 UTC 2014,65.6345,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:43 UTC 2014,62.4039,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:49 UTC 2014,66.1828,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:54 UTC 2014,66.4333,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:30:59 UTC 2014,65.557,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:04 UTC 2014,65.557,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:10 UTC 2014,63.1734,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:15 UTC 2014,63.1734,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:20 UTC 2014,63.7644,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:25 UTC 2014,63.5458,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:31 UTC 2014,61.7444,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:36 UTC 2014,61.7444,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:42 UTC 2014,61.7444,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:47 UTC 2014,64.3767,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:52 UTC 2014,63.3894,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:31:58 UTC 2014,64.0765,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:03 UTC 2014,62.3686,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:08 UTC 2014,62.3686,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:13 UTC 2014,65.9787,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:18 UTC 2014,65.9787,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:24 UTC 2014,65.9787,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:29 UTC 2014,61.8401,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:34 UTC 2014,61.8401,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:39 UTC 2014,66.3783,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:44 UTC 2014,66.6088,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:50 UTC 2014,64.0942,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:32:55 UTC 2014,64.0942,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:00 UTC 2014,59.9539,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:06 UTC 2014,63.4269,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:11 UTC 2014,63.4269,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:17 UTC 2014,63.4269,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:22 UTC 2014,62.6426,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:27 UTC 2014,62.753,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:32 UTC 2014,63.4164,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:38 UTC 2014,63.4164,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:43 UTC 2014,63.4164,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:48 UTC 2014,63.6042,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:54 UTC 2014,63.6042,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:33:59 UTC 2014,63.0185,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:04 UTC 2014,60.8053,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:09 UTC 2014,60.1159,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:15 UTC 2014,59.147,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:20 UTC 2014,59.3023,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:25 UTC 2014,63.7157,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:30 UTC 2014,63.7157,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:36 UTC 2014,63.7157,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:41 UTC 2014,62.2189,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:46 UTC 2014,64.7294,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:51 UTC 2014,65.8278,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:34:57 UTC 2014,65.8278,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:35:02 UTC 2014,65.8278,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:35:07 UTC 2014,63.7088,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:35:12 UTC 2014,63.7088,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:35:18 UTC 2014,62.101,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:35:23 UTC 2014,65.0494,0.48,4.0,AppServer_scaleIn,
Fri Feb 21 10:35:28 UTC 2014,65.0494,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:36 UTC 2014,61.1455,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:45 UTC 2014,64.8831,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:35:53 UTC 2014,60.442,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:01 UTC 2014,63.9242,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:10 UTC 2014,59.1071,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:36:18 UTC 2014,59.1071,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:36:23 UTC 2014,59.0705,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:36:29 UTC 2014,59.7501,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:36:34 UTC 2014,59.7501,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:36:39 UTC 2014,60.2398,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:36:44 UTC 2014,58.7327,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:36:50 UTC 2014,57.1142,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:36:55 UTC 2014,57.1142,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:00 UTC 2014,57.1142,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:06 UTC 2014,62.5438,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:11 UTC 2014,62.2249,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:16 UTC 2014,62.2249,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:22 UTC 2014,53.5693,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:27 UTC 2014,49.8442,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:32 UTC 2014,54.164,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:37 UTC 2014,54.164,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:43 UTC 2014,54.164,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:48 UTC 2014,59.9973,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:53 UTC 2014,59.9973,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:37:58 UTC 2014,63.1047,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:04 UTC 2014,62.5562,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:09 UTC 2014,66.1919,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:14 UTC 2014,66.1919,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:20 UTC 2014,66.1919,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:25 UTC 2014,64.5471,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:30 UTC 2014,59.675,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:35 UTC 2014,59.675,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:41 UTC 2014,55.8249,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:46 UTC 2014,55.8249,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:51 UTC 2014,61.8596,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:38:57 UTC 2014,62.6159,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:02 UTC 2014,64.9651,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:07 UTC 2014,65.9591,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:12 UTC 2014,65.9591,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:17 UTC 2014,65.9591,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:23 UTC 2014,60.8085,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:28 UTC 2014,60.5799,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:33 UTC 2014,62.7314,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:39 UTC 2014,62.7314,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:44 UTC 2014,61.7519,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:49 UTC 2014,61.7519,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:39:55 UTC 2014,62.1317,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:00 UTC 2014,64.0338,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:05 UTC 2014,64.0338,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:11 UTC 2014,64.383,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:16 UTC 2014,64.383,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:21 UTC 2014,64.2158,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:26 UTC 2014,64.2158,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:32 UTC 2014,62.7039,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:37 UTC 2014,62.7039,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:42 UTC 2014,66.3808,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:48 UTC 2014,66.3808,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:53 UTC 2014,64.0475,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:40:58 UTC 2014,64.0475,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:03 UTC 2014,65.0685,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:09 UTC 2014,54.8239,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:14 UTC 2014,53.5471,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:19 UTC 2014,53.5471,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:24 UTC 2014,61.6478,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:29 UTC 2014,62.0466,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:35 UTC 2014,62.2643,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:40 UTC 2014,62.2643,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:45 UTC 2014,62.7693,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:51 UTC 2014,62.7693,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:41:56 UTC 2014,62.4961,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:01 UTC 2014,65.0115,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:07 UTC 2014,65.0115,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:12 UTC 2014,61.9844,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:17 UTC 2014,61.9844,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:22 UTC 2014,61.9844,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:28 UTC 2014,63.9106,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:33 UTC 2014,62.4435,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:38 UTC 2014,62.981,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:43 UTC 2014,63.8911,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:48 UTC 2014,63.8911,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:54 UTC 2014,65.3858,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:42:59 UTC 2014,65.3858,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:04 UTC 2014,65.6428,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:09 UTC 2014,67.3514,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:15 UTC 2014,67.3514,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:20 UTC 2014,67.3514,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:25 UTC 2014,66.1127,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:31 UTC 2014,67.7188,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:36 UTC 2014,67.7188,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:41 UTC 2014,67.7188,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:47 UTC 2014,67.808,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:52 UTC 2014,67.3468,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:43:57 UTC 2014,67.3468,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:05 UTC 2014,67.5988,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:13 UTC 2014,62.3935,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:22 UTC 2014,63.1611,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:30 UTC 2014,61.1531,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:38 UTC 2014,61.1531,0.48,4.0,AppServer_scaleOut,AppServer
Fri Feb 21 10:44:47 UTC 2014,59.7776,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:44:52 UTC 2014,58.9103,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:44:58 UTC 2014,58.7082,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:03 UTC 2014,58.7082,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:08 UTC 2014,64.9817,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:13 UTC 2014,64.9817,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:19 UTC 2014,64.9817,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:24 UTC 2014,63.7298,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:29 UTC 2014,65.2572,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:34 UTC 2014,65.7169,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:39 UTC 2014,65.7169,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:45 UTC 2014,65.2383,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:50 UTC 2014,64.0331,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:45:55 UTC 2014,63.2567,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:01 UTC 2014,63.2567,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:06 UTC 2014,64.64,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:11 UTC 2014,64.4555,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:17 UTC 2014,66.1818,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:23 UTC 2014,66.1818,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:28 UTC 2014,65.7864,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:33 UTC 2014,66.1123,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:38 UTC 2014,66.1123,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:44 UTC 2014,65.5746,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:49 UTC 2014,66.2025,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:46:54 UTC 2014,62.7791,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:00 UTC 2014,62.7791,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:05 UTC 2014,65.2845,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:10 UTC 2014,65.2845,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:15 UTC 2014,65.4955,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:21 UTC 2014,65.4955,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:26 UTC 2014,66.462,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:31 UTC 2014,65.7776,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:37 UTC 2014,65.7776,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:42 UTC 2014,65.8147,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:47 UTC 2014,66.9633,0.48,4.0,AppServer_scaleOut,
Fri Feb 21 10:47:52 UTC 2014,66.6509,0.48,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:01 UTC 2014,65.6719,0.48,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:09 UTC 2014,65.312,0.48,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:17 UTC 2014,66.2262,0.48,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:26 UTC 2014,66.4336,0.48,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:34 UTC 2014,66.0838,0.48,4.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:48:42 UTC 2014,67.023,0.48,4.0,CassandraNode_scaleOut,
Fri Feb 21 10:48:49 UTC 2014,66.3564,0.6,5.0,CassandraNode_scaleOut,
Fri Feb 21 10:48:56 UTC 2014,66.2364,0.6,5.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:01 UTC 2014,66.2364,0.6,5.0,CassandraNode_scaleOut,
Fri Feb 21 10:49:07 UTC 2014,66.3156,0.6,5.0,CassandraNode_scaleOut,
