Time ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 09:56:08 UTC 2014,0.12,1.0,,
Fri Feb 21 09:56:13 UTC 2014,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:56:19 UTC 2014,10.5068,0.1998,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:56:24 UTC 2014,10.5068,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:56:29 UTC 2014,10.5068,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:56:35 UTC 2014,10.5128,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:56:40 UTC 2014,10.5128,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:56:45 UTC 2014,10.5128,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:56:50 UTC 2014,10.5068,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:56:55 UTC 2014,10.5068,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:00 UTC 2014,10.5068,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:05 UTC 2014,10.5068,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:11 UTC 2014,10.5068,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:16 UTC 2014,10.5068,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:21 UTC 2014,10.5068,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:26 UTC 2014,10.5068,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:31 UTC 2014,10.5068,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:36 UTC 2014,10.5128,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:41 UTC 2014,10.5128,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:46 UTC 2014,10.5128,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:51 UTC 2014,10.5068,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:57:57 UTC 2014,10.5068,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:02 UTC 2014,10.5068,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:07 UTC 2014,10.5068,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:12 UTC 2014,10.5068,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:17 UTC 2014,10.5068,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:22 UTC 2014,10.5068,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:27 UTC 2014,10.5068,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:32 UTC 2014,10.5068,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:37 UTC 2014,10.5132,0.2997,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:42 UTC 2014,10.5132,0.2997,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:48 UTC 2014,10.5132,0.2997,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:53 UTC 2014,10.5072,0.1998,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:58:58 UTC 2014,10.5072,0.1998,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:03 UTC 2014,10.5072,0.1998,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:08 UTC 2014,10.5072,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:13 UTC 2014,10.5072,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:18 UTC 2014,10.5072,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:23 UTC 2014,10.5072,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:28 UTC 2014,10.5072,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:33 UTC 2014,10.5132,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:38 UTC 2014,10.5132,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:43 UTC 2014,10.5132,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:49 UTC 2014,10.5132,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:54 UTC 2014,10.5072,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 09:59:59 UTC 2014,10.5072,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:04 UTC 2014,10.5072,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:09 UTC 2014,10.5072,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:14 UTC 2014,10.5072,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:19 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:24 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:29 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:35 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:40 UTC 2014,10.5136,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:45 UTC 2014,10.5136,0.2,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:50 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:00:55 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:00 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:05 UTC 2014,10.5076,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:10 UTC 2014,10.5076,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:15 UTC 2014,10.5076,0.0,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:20 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:25 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:30 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:35 UTC 2014,10.5136,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:40 UTC 2014,10.5136,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:46 UTC 2014,10.5136,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:51 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:01:56 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:01 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:06 UTC 2014,10.5076,0.1,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:11 UTC 2014,10.5076,0.1,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:16 UTC 2014,10.5076,0.1,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:21 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:26 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:31 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:36 UTC 2014,10.5136,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:41 UTC 2014,10.5136,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:46 UTC 2014,10.5136,0.2002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:51 UTC 2014,10.5136,0.2997,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:02:57 UTC 2014,10.5136,0.2997,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:02 UTC 2014,10.5136,0.2997,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:07 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:12 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:17 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:22 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:27 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:32 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:37 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:42 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:47 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:52 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 10:03:57 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:04:06 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:04:16 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:04:25 UTC 2014,10.5076,0.2,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:04:34 UTC 2014,10.5076,0.2,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:04:43 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:04:52 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 10:05:01 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:06 UTC 2014,10.5136,0.1,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:11 UTC 2014,10.5136,0.1,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:16 UTC 2014,10.5136,0.1,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:21 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:26 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:32 UTC 2014,10.5076,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:37 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:42 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:47 UTC 2014,10.5136,0.1002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:52 UTC 2014,10.5136,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:05:57 UTC 2014,10.5136,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:02 UTC 2014,10.5136,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:07 UTC 2014,10.5136,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:12 UTC 2014,10.5136,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:17 UTC 2014,10.5136,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:22 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:27 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:32 UTC 2014,10.5076,0.1002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:37 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:43 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:48 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:53 UTC 2014,10.5136,0.2004,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:06:58 UTC 2014,10.5136,0.2004,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:03 UTC 2014,10.5136,0.2004,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:08 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:13 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:18 UTC 2014,10.5136,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:23 UTC 2014,10.5076,0.2002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:28 UTC 2014,10.5076,0.2002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:33 UTC 2014,10.5076,0.2002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:38 UTC 2014,10.5136,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:43 UTC 2014,10.5136,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 10:07:48 UTC 2014,10.514,0.0,0.12,1.0,CassandraNode_scaleOut,
