Time ,cpuUsage ,cost ,memUsed ,requestThroughput ,busyThreads ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 15:48:27 UTC 2014,96.5,0.12,56.2604,0.7667,0,1,,
Thu Feb 20 15:48:32 UTC 2014,96.5,0.12,56.2604,0.7667,0,1,,
Thu Feb 20 15:48:37 UTC 2014,96.5,0.12,56.2604,0.7667,0,1,,
Thu Feb 20 15:48:44 UTC 2014,96.5,0.12,56.2604,0.7667,0,1,,
Thu Feb 20 15:48:49 UTC 2014,96.5,0.12,56.2604,0.7667,0,1,,
Thu Feb 20 15:48:55 UTC 2014,95.2,0.12,54.3606,0.6562,0,1,,
Thu Feb 20 15:49:00 UTC 2014,95.2,0.12,54.3606,0.6562,0,1,,
Thu Feb 20 15:49:06 UTC 2014,95.2,0.12,54.3606,0.6562,0,1,,
Thu Feb 20 15:49:12 UTC 2014,95.2,0.12,54.3606,0.6562,0,1,,
Thu Feb 20 15:49:17 UTC 2014,95.2,0.12,54.3606,0.6562,0,1,,
Thu Feb 20 15:49:23 UTC 2014,95.2,0.12,54.3606,0.6562,0,1,,
Thu Feb 20 15:49:28 UTC 2014,95.2,0.12,54.3606,0.6562,0,1,,
Thu Feb 20 15:49:34 UTC 2014,95.2,0.12,54.3606,0.6562,0,1,,
Thu Feb 20 15:49:40 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:49:45 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:49:51 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:49:57 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:50:02 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:50:08 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:50:14 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:50:19 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:50:25 UTC 2014,95.3047,0.12,57.1216,0.697,0,1,,
Thu Feb 20 15:50:30 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:50:37 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:50:42 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:50:47 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:50:54 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:50:59 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:51:05 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:51:10 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:51:16 UTC 2014,95.2,0.12,54.8531,0.9333,0,1,,
Thu Feb 20 15:51:22 UTC 2014,91.3914,0.12,58.4382,0.697,0,1,,
Thu Feb 20 15:51:28 UTC 2014,91.3914,0.12,58.4382,0.697,0,1,,
Thu Feb 20 15:51:33 UTC 2014,91.3914,0.12,58.4382,0.697,0,1,,
Thu Feb 20 15:51:39 UTC 2014,91.3914,0.12,58.4382,0.697,0,1,,
Thu Feb 20 15:51:44 UTC 2014,91.3914,0.12,58.4382,0.697,0,1,,
Thu Feb 20 15:51:50 UTC 2014,91.3914,0.12,58.4382,0.697,0,1,,
Thu Feb 20 15:51:56 UTC 2014,91.3914,0.12,58.4382,0.697,0,1,,
Thu Feb 20 15:52:01 UTC 2014,91.3914,0.12,58.4382,0.697,0,1,,
Thu Feb 20 15:52:07 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:12 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:18 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:24 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:29 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:35 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:40 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:46 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:51 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:52:57 UTC 2014,95.005,0.12,55.8771,0.9062,0,1,,
Thu Feb 20 15:53:03 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:09 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:15 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:20 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:26 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:32 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:37 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:42 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:48 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:53:54 UTC 2014,96,0.12,53.1982,0.8,0,1,,
Thu Feb 20 15:54:00 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:06 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:11 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:17 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:23 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:28 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:34 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:39 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:45 UTC 2014,95.3,0.12,58.1011,0.8,0,1,,
Thu Feb 20 15:54:50 UTC 2014,95.4955,0.12,55.478,0.8667,0,1,,
Thu Feb 20 15:54:56 UTC 2014,95.4955,0.12,55.478,0.8667,0,1,,
Thu Feb 20 15:55:01 UTC 2014,95.4955,0.12,55.478,0.8667,0,1,,
Thu Feb 20 15:55:07 UTC 2014,95.4955,0.12,55.478,0.8667,0,1,,
Thu Feb 20 15:55:12 UTC 2014,95.4955,0.12,55.478,0.8667,0,1,,
Thu Feb 20 15:55:18 UTC 2014,95.4955,0.12,55.478,0.8667,0,1,,
Thu Feb 20 15:55:24 UTC 2014,95.4955,0.12,55.478,0.8667,0,1,,
Thu Feb 20 15:55:29 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:55:36 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:55:43 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:55:49 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:55:54 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:56:00 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:56:06 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:56:11 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:56:17 UTC 2014,96.0961,0.12,60.2958,0.7419,0,1,,
Thu Feb 20 15:56:22 UTC 2014,94.8,0.12,61.1075,0.8333,0,1,,
Thu Feb 20 15:56:28 UTC 2014,94.8,0.12,61.1075,0.8333,0,1,,
Thu Feb 20 15:56:34 UTC 2014,94.8,0.12,61.1075,0.8333,0,1,,
Thu Feb 20 15:56:39 UTC 2014,94.8,0.12,61.1075,0.8333,0,1,,
Thu Feb 20 15:56:45 UTC 2014,94.8,0.12,61.1075,0.8333,0,1,,
Thu Feb 20 15:56:50 UTC 2014,94.8,0.12,61.1075,0.8333,0,1,,
Thu Feb 20 15:56:56 UTC 2014,94.8,0.12,61.1075,0.8333,0,1,,
Thu Feb 20 15:57:02 UTC 2014,94.8,0.12,61.1075,0.8333,0,1,,
Thu Feb 20 15:57:08 UTC 2014,94,0.12,66.5541,0.8,0,1,,
Thu Feb 20 15:57:15 UTC 2014,94,0.12,66.5541,0.8,0,1,,
Thu Feb 20 15:57:21 UTC 2014,94,0.12,66.5541,0.8,0,1,,
Thu Feb 20 15:57:26 UTC 2014,94,0.12,66.5541,0.8,0,1,,
Thu Feb 20 15:57:32 UTC 2014,94,0.12,66.5541,0.8,0,1,,
Thu Feb 20 15:57:37 UTC 2014,94,0.12,66.5541,0.8,0,1,,
Thu Feb 20 15:57:43 UTC 2014,94,0.12,66.5541,0.8,0,1,,
Thu Feb 20 15:57:48 UTC 2014,94,0.12,66.5541,0.8,0,1,,
Thu Feb 20 15:57:55 UTC 2014,94.8052,0.12,63.8579,0.6562,0,1,,
Thu Feb 20 15:58:00 UTC 2014,94.8052,0.12,63.8579,0.6562,0,1,,
Thu Feb 20 15:58:05 UTC 2014,94.8052,0.12,63.8579,0.6562,0,1,,
Thu Feb 20 15:58:11 UTC 2014,94.8052,0.12,63.8579,0.6562,0,1,,
Thu Feb 20 15:58:16 UTC 2014,94.8052,0.12,63.8579,0.6562,0,1,,
Thu Feb 20 15:58:22 UTC 2014,94.8052,0.12,63.8579,0.6562,0,1,,
