Time ,cpuUsage ,cost ,memUsed ,requestThroughput ,busyThreads ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 15:18:06 UTC 2014,92.7722,0.24,38.2723,1.125,0,2,,
Thu Feb 20 15:18:12 UTC 2014,92.7722,0.24,38.2723,1.125,0,2,,
Thu Feb 20 15:18:17 UTC 2014,92.7722,0.24,38.2723,1.125,0,2,,
Thu Feb 20 15:18:23 UTC 2014,92.7722,0.24,38.2723,1.125,0,2,,
Thu Feb 20 15:18:29 UTC 2014,92.7722,0.24,38.2723,1.125,0,2,,
Thu Feb 20 15:18:35 UTC 2014,91.8081,0.24,36.2464,1.3962,0,2,,
Thu Feb 20 15:18:41 UTC 2014,91.8081,0.24,36.2464,1.3962,0,2,,
Thu Feb 20 15:18:46 UTC 2014,91.8081,0.24,36.2464,1.3962,0,2,,
Thu Feb 20 15:18:52 UTC 2014,91.8081,0.24,36.2464,1.3962,0,2,,
Thu Feb 20 15:18:57 UTC 2014,91.8081,0.24,36.2464,1.3962,0,2,,
Thu Feb 20 15:19:02 UTC 2014,91.8081,0.24,36.2464,1.3962,0,2,,
Thu Feb 20 15:19:08 UTC 2014,91.8081,0.24,36.2464,1.3962,0,2,,
Thu Feb 20 15:19:14 UTC 2014,93.7136,0.24,31.645,1.4839,0,2,,
Thu Feb 20 15:19:19 UTC 2014,93.7136,0.24,31.645,1.4839,0,2,,
Thu Feb 20 15:19:25 UTC 2014,93.7136,0.24,31.645,1.4839,0,2,,
Thu Feb 20 15:19:30 UTC 2014,93.7136,0.24,31.645,1.4839,0,2,,
Thu Feb 20 15:19:36 UTC 2014,93.7136,0.24,31.645,1.4839,0,2,,
Thu Feb 20 15:19:41 UTC 2014,93.7136,0.24,31.645,1.4839,0,2,,
Thu Feb 20 15:19:47 UTC 2014,93.7136,0.24,31.645,1.4839,0,2,,
Thu Feb 20 15:19:52 UTC 2014,94.3533,0.24,37.6765,1.3452,0,2,,
Thu Feb 20 15:19:58 UTC 2014,94.3533,0.24,37.6765,1.3452,0,2,,
Thu Feb 20 15:20:04 UTC 2014,94.3533,0.24,37.6765,1.3452,0,2,,
Thu Feb 20 15:20:09 UTC 2014,94.3533,0.24,37.6765,1.3452,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:21 UTC 2014,94.7528,0.24,34.9497,1.25,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:32 UTC 2014,94.7528,0.24,34.9497,1.25,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:44 UTC 2014,94.5554,0.24,33.4115,1.25,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:20:55 UTC 2014,94.5554,0.24,33.4115,1.3357,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:07 UTC 2014,94.552,0.24,34.5729,1.3357,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:18 UTC 2014,95.202,0.24,40.1798,1.125,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:30 UTC 2014,95.202,0.24,40.1798,1.125,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:42 UTC 2014,96.252,0.24,44.5822,1.125,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:21:53 UTC 2014,96.0059,0.24,45.749,1.2812,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:05 UTC 2014,96.0059,0.24,45.749,1.2812,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:16 UTC 2014,96.7,0.24,60.686,0.7667,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:28 UTC 2014,95.3908,0.24,62.3594,0.7667,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:40 UTC 2014,95.3908,0.24,62.0724,0.7667,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:22:53 UTC 2014,95.8084,0.24,62.0724,0.7667,0,2,AppServer_scaleIn,AppServer
Thu Feb 20 15:23:04 UTC 2014,95.8084,0.12,61.3333,0.7667,0,1,,
Thu Feb 20 15:23:10 UTC 2014,95.8084,0.12,61.3333,0.7667,0,1,,
Thu Feb 20 15:23:17 UTC 2014,95.8084,0.12,61.3333,0.7667,0,1,,
Thu Feb 20 15:23:22 UTC 2014,95.8084,0.12,61.3333,0.7667,0,1,,
Thu Feb 20 15:23:28 UTC 2014,95.8084,0.12,54.665,0.6389,0,1,,
Thu Feb 20 15:23:33 UTC 2014,95.8084,0.12,54.665,0.6389,0,1,,
Thu Feb 20 15:23:39 UTC 2014,95.8084,0.12,54.665,0.6389,0,1,,
Thu Feb 20 15:23:45 UTC 2014,95.8084,0.12,54.665,0.6389,0,1,,
Thu Feb 20 15:23:50 UTC 2014,95.8084,0.12,54.665,0.6389,0,1,,
Thu Feb 20 15:23:56 UTC 2014,95.8084,0.12,54.665,0.6389,0,1,,
Thu Feb 20 15:24:02 UTC 2014,94.8052,0.12,55.4786,0.9375,0,1,,
Thu Feb 20 15:24:07 UTC 2014,94.8052,0.12,55.4786,0.9375,0,1,,
Thu Feb 20 15:24:13 UTC 2014,94.8052,0.12,55.4786,0.9375,0,1,,
Thu Feb 20 15:24:18 UTC 2014,94.8052,0.12,55.4786,0.9375,0,1,,
Thu Feb 20 15:24:24 UTC 2014,94.8052,0.12,55.4786,0.9375,0,1,,
Thu Feb 20 15:24:29 UTC 2014,94.8052,0.12,55.4786,0.9375,0,1,,
Thu Feb 20 15:24:35 UTC 2014,94.8052,0.12,55.4786,0.9375,0,1,,
Thu Feb 20 15:24:40 UTC 2014,93.8062,0.12,54.6176,0.8,0,1,,
Thu Feb 20 15:24:46 UTC 2014,93.8062,0.12,54.6176,0.8,0,1,,
Thu Feb 20 15:24:52 UTC 2014,93.8062,0.12,54.6176,0.8,0,1,,
Thu Feb 20 15:24:58 UTC 2014,93.8062,0.12,54.6176,0.8,0,1,,
Thu Feb 20 15:25:04 UTC 2014,93.8062,0.12,54.6176,0.8,0,1,,
Thu Feb 20 15:25:09 UTC 2014,94.8898,0.12,52.6182,0.8667,0,1,,
Thu Feb 20 15:25:14 UTC 2014,94.8898,0.12,52.6182,0.8667,0,1,,
Thu Feb 20 15:25:20 UTC 2014,94.8898,0.12,52.6182,0.8667,0,1,,
Thu Feb 20 15:25:25 UTC 2014,94.8898,0.12,52.6182,0.8667,0,1,,
Thu Feb 20 15:25:31 UTC 2014,94.8898,0.12,52.6182,0.8667,0,1,,
Thu Feb 20 15:25:37 UTC 2014,94.8898,0.12,52.6182,0.8667,0,1,,
Thu Feb 20 15:25:42 UTC 2014,95.5045,0.12,48.1371,0.9,0,1,,
Thu Feb 20 15:25:48 UTC 2014,95.5045,0.12,48.1371,0.9,0,1,,
Thu Feb 20 15:25:54 UTC 2014,95.5045,0.12,48.1371,0.9,0,1,,
Thu Feb 20 15:25:59 UTC 2014,95.5045,0.12,48.1371,0.9,0,1,,
Thu Feb 20 15:26:05 UTC 2014,95.5045,0.12,48.1371,0.9,0,1,,
Thu Feb 20 15:26:10 UTC 2014,96.9093,0.12,45.3933,0.7188,0,1,,
Thu Feb 20 15:26:16 UTC 2014,96.9093,0.12,45.3933,0.7188,0,1,,
Thu Feb 20 15:26:22 UTC 2014,96.9093,0.12,45.3933,0.7188,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:33 UTC 2014,95.4046,0.12,48.3898,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:45 UTC 2014,95.4046,0.12,51.1365,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:57 UTC 2014,94.012,0.12,51.1365,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:27:09 UTC 2014,95.6871,0.12,49.6093,0.6562,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:27:20 UTC 2014,95.6871,0.12,49.7302,0.6562,0,1,,
Thu Feb 20 15:27:30 UTC 2014,95.9041,0.12,49.7302,0.6562,0,1,,
Thu Feb 20 15:27:35 UTC 2014,95.4046,0.12,49.063,0.8125,0,1,,
Thu Feb 20 15:27:41 UTC 2014,95.4046,0.12,49.063,0.8125,0,1,,
Thu Feb 20 15:27:47 UTC 2014,95.4046,0.12,49.063,0.8125,0,1,,
Thu Feb 20 15:27:52 UTC 2014,95.4046,0.12,49.063,0.8125,0,1,,
Thu Feb 20 15:27:58 UTC 2014,95.4046,0.12,49.063,0.8125,0,1,,
Thu Feb 20 15:28:04 UTC 2014,95.6044,0.12,41.7034,0.9688,0,1,,
Thu Feb 20 15:28:09 UTC 2014,95.6044,0.12,41.7034,0.9688,0,1,,
Thu Feb 20 15:28:15 UTC 2014,95.6044,0.12,41.7034,0.9688,0,1,,
Thu Feb 20 15:28:21 UTC 2014,95.6044,0.12,41.7034,0.9688,0,1,,
Thu Feb 20 15:28:27 UTC 2014,95.6044,0.12,41.7034,0.9688,0,1,,
Thu Feb 20 15:28:33 UTC 2014,95.6044,0.12,41.7034,0.9688,0,1,,
Thu Feb 20 15:28:38 UTC 2014,95.6044,0.12,41.7034,0.9688,0,1,,
Thu Feb 20 15:28:44 UTC 2014,95.6044,0.12,41.7034,0.9688,0,1,,
Thu Feb 20 15:28:49 UTC 2014,97.2056,0.12,44.4824,0.8125,0,1,,
Thu Feb 20 15:28:55 UTC 2014,97.2056,0.12,44.4824,0.8125,0,1,,
Thu Feb 20 15:29:00 UTC 2014,97.2056,0.12,44.4824,0.8125,0,1,,
Thu Feb 20 15:29:06 UTC 2014,97.2056,0.12,44.4824,0.8125,0,1,,
Thu Feb 20 15:29:12 UTC 2014,96.004,0.12,46.2059,0.7742,0,1,,
Thu Feb 20 15:29:18 UTC 2014,96.004,0.12,46.2059,0.7742,0,1,,
Thu Feb 20 15:29:24 UTC 2014,96.004,0.12,46.2059,0.7742,0,1,,
Thu Feb 20 15:29:29 UTC 2014,96.004,0.12,46.2059,0.7742,0,1,,
Thu Feb 20 15:29:35 UTC 2014,96.004,0.12,46.2059,0.7742,0,1,,
Thu Feb 20 15:29:40 UTC 2014,96.004,0.12,46.2059,0.7742,0,1,,
Thu Feb 20 15:29:46 UTC 2014,96.004,0.12,46.2059,0.7742,0,1,,
Thu Feb 20 15:29:51 UTC 2014,96.4,0.12,48.3389,0.6667,0,1,,
Thu Feb 20 15:29:57 UTC 2014,96.4,0.12,48.3389,0.6667,0,1,,
Thu Feb 20 15:30:03 UTC 2014,96.4,0.12,48.3389,0.6667,0,1,,
Thu Feb 20 15:30:08 UTC 2014,96.4,0.12,48.3389,0.6667,0,1,,
Thu Feb 20 15:30:13 UTC 2014,95.9041,0.12,51.4355,0.8788,0,1,,
Thu Feb 20 15:30:19 UTC 2014,95.9041,0.12,51.4355,0.8788,0,1,,
Thu Feb 20 15:30:25 UTC 2014,95.9041,0.12,51.4355,0.8788,0,1,,
Thu Feb 20 15:30:31 UTC 2014,95.005,0.12,58.2573,0.8788,0,1,,
Thu Feb 20 15:30:37 UTC 2014,93.6064,0.12,60.979,0.6,0,1,,
Thu Feb 20 15:30:42 UTC 2014,93.6064,0.12,60.979,0.6,0,1,,
Thu Feb 20 15:30:48 UTC 2014,93.6064,0.12,60.979,0.6,0,1,,
Thu Feb 20 15:30:53 UTC 2014,93.6064,0.12,60.979,0.6,0,1,,
Thu Feb 20 15:30:59 UTC 2014,95.4,0.12,60.5251,0.6,0,1,,
Thu Feb 20 15:31:04 UTC 2014,95.4,0.12,60.5251,0.6,0,1,,
Thu Feb 20 15:31:09 UTC 2014,95,0.12,58.2261,0.9,0,1,,
Thu Feb 20 15:31:14 UTC 2014,95,0.12,58.2261,0.9,0,1,,
Thu Feb 20 15:31:20 UTC 2014,95,0.12,58.2261,0.9,0,1,,
Thu Feb 20 15:31:26 UTC 2014,95,0.12,58.2261,0.9,0,1,,
Thu Feb 20 15:31:31 UTC 2014,95,0.12,58.2261,0.9,0,1,,
Thu Feb 20 15:31:37 UTC 2014,95,0.12,58.2261,0.9,0,1,,
Thu Feb 20 15:31:42 UTC 2014,95,0.12,58.2261,0.9,0,1,,
Thu Feb 20 15:31:48 UTC 2014,94.5946,0.12,59.0172,0.5806,0,1,,
Thu Feb 20 15:31:54 UTC 2014,94.5946,0.12,59.0172,0.5806,0,1,,
Thu Feb 20 15:31:59 UTC 2014,94.5946,0.12,59.0172,0.5806,0,1,,
Thu Feb 20 15:32:05 UTC 2014,94.5946,0.12,59.0172,0.5806,0,1,,
Thu Feb 20 15:32:10 UTC 2014,94.5946,0.12,59.0172,0.5806,0,1,,
Thu Feb 20 15:32:16 UTC 2014,94.5946,0.12,59.0172,0.5806,0,1,,
Thu Feb 20 15:32:21 UTC 2014,93.8939,0.12,58.6647,0.8667,0,1,,
Thu Feb 20 15:32:27 UTC 2014,93.8939,0.12,58.6647,0.8667,0,1,,
Thu Feb 20 15:32:33 UTC 2014,93.8939,0.12,58.6647,0.8667,0,1,,
Thu Feb 20 15:32:38 UTC 2014,91.5423,0.12,58.7002,0.7,0,1,,
Thu Feb 20 15:32:44 UTC 2014,91.5423,0.12,58.7002,0.7,0,1,,
Thu Feb 20 15:32:49 UTC 2014,91.5423,0.12,58.7002,0.7,0,1,,
Thu Feb 20 15:32:55 UTC 2014,91.5423,0.12,58.7002,0.7,0,1,,
Thu Feb 20 15:33:00 UTC 2014,91.5423,0.12,58.7002,0.7,0,1,,
Thu Feb 20 15:33:06 UTC 2014,70.7661,0.12,59.3161,0.7,0,1,,
Thu Feb 20 15:33:11 UTC 2014,70.7661,0.12,59.3161,0.7,0,1,,
Thu Feb 20 15:33:17 UTC 2014,70.7661,0.12,59.3161,0.7,0,1,,
Thu Feb 20 15:33:22 UTC 2014,70.7661,0.12,59.3161,0.7,0,1,,
Thu Feb 20 15:33:28 UTC 2014,70.7661,0.12,59.3161,0.7,0,1,,
Thu Feb 20 15:33:34 UTC 2014,70.7661,0.12,59.3161,0.7,0,1,,
Thu Feb 20 15:33:40 UTC 2014,70.7661,0.12,59.3161,0.7,0,1,,
Thu Feb 20 15:33:45 UTC 2014,67.0051,0.12,57.2111,0.6333,0,1,,
Thu Feb 20 15:33:51 UTC 2014,67.0051,0.12,57.2111,0.6333,0,1,,
Thu Feb 20 15:33:56 UTC 2014,67.0051,0.12,57.2111,0.6333,0,1,,
Thu Feb 20 15:34:02 UTC 2014,67.0051,0.12,57.2111,0.6333,0,1,,
Thu Feb 20 15:34:08 UTC 2014,67.0051,0.12,57.2111,0.6333,0,1,,
Thu Feb 20 15:34:14 UTC 2014,67.0051,0.12,57.2111,0.6333,0,1,,
Thu Feb 20 15:34:19 UTC 2014,68.8956,0.12,53.356,0.871,0,1,,
Thu Feb 20 15:34:25 UTC 2014,68.8956,0.12,53.356,0.871,0,1,,
Thu Feb 20 15:34:30 UTC 2014,68.8956,0.12,53.356,0.871,0,1,,
Thu Feb 20 15:34:36 UTC 2014,68.8956,0.12,53.356,0.871,0,1,,
Thu Feb 20 15:34:41 UTC 2014,68.8956,0.12,53.356,0.871,0,1,,
Thu Feb 20 15:34:47 UTC 2014,93.0792,0.12,53.0376,0.8065,0,1,,
Thu Feb 20 15:34:53 UTC 2014,93.0792,0.12,53.0376,0.8065,0,1,,
Thu Feb 20 15:34:58 UTC 2014,93.0792,0.12,53.0376,0.8065,0,1,,
Thu Feb 20 15:35:04 UTC 2014,93.0792,0.12,53.0376,0.8065,0,1,,
Thu Feb 20 15:35:09 UTC 2014,93.0792,0.12,53.0376,0.8065,0,1,,
Thu Feb 20 15:35:15 UTC 2014,75.9878,0.12,52.9881,0.7333,0,1,,
Thu Feb 20 15:35:22 UTC 2014,75.9878,0.12,52.9881,0.7333,0,1,,
Thu Feb 20 15:35:27 UTC 2014,75.9878,0.12,52.9881,0.7333,0,1,,
Thu Feb 20 15:35:33 UTC 2014,75.9878,0.12,52.9881,0.7333,0,1,,
Thu Feb 20 15:35:38 UTC 2014,75.9878,0.12,52.9881,0.7333,0,1,,
Thu Feb 20 15:35:44 UTC 2014,75.9878,0.12,54.9633,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:35:55 UTC 2014,85.6287,0.12,54.9633,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:06 UTC 2014,77.4619,0.12,54.5398,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:18 UTC 2014,96.4179,0.12,53.7976,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:29 UTC 2014,96.4179,0.12,53.7976,0.7667,0,1,,
Thu Feb 20 15:36:40 UTC 2014,96.4965,0.12,54.0709,0.7667,0,1,,
Thu Feb 20 15:36:46 UTC 2014,96.4965,0.12,54.0709,0.7667,0,1,,
Thu Feb 20 15:36:51 UTC 2014,96.4965,0.12,54.0709,0.7667,0,1,,
Thu Feb 20 15:36:57 UTC 2014,96.4965,0.12,54.0709,0.7667,0,1,,
Thu Feb 20 15:37:02 UTC 2014,65.7948,0.12,55.0584,0.6667,0,1,,
Thu Feb 20 15:37:08 UTC 2014,65.7948,0.12,55.0584,0.6667,0,1,,
Thu Feb 20 15:37:15 UTC 2014,65.7948,0.12,55.0584,0.6667,0,1,,
Thu Feb 20 15:37:21 UTC 2014,65.7948,0.12,55.0584,0.6667,0,1,,
Thu Feb 20 15:37:26 UTC 2014,65.7948,0.12,55.0584,0.6667,0,1,,
Thu Feb 20 15:37:32 UTC 2014,65.7948,0.12,55.0584,0.6667,0,1,,
Thu Feb 20 15:37:37 UTC 2014,61.7021,0.12,53.8687,0.8333,0,1,,
Thu Feb 20 15:37:44 UTC 2014,61.7021,0.12,53.8687,0.8333,0,1,,
Thu Feb 20 15:37:49 UTC 2014,61.7021,0.12,53.8687,0.8333,0,1,,
Thu Feb 20 15:37:55 UTC 2014,61.7021,0.12,53.8687,0.8333,0,1,,
Thu Feb 20 15:38:01 UTC 2014,61.7021,0.12,53.8687,0.8333,0,1,,
Thu Feb 20 15:38:06 UTC 2014,61.7021,0.12,53.8687,0.8333,0,1,,
Thu Feb 20 15:38:12 UTC 2014,61.7021,0.12,53.8687,0.8333,0,1,,
Thu Feb 20 15:38:17 UTC 2014,83,0.12,55.6954,0.7667,0,1,,
Thu Feb 20 15:38:23 UTC 2014,83,0.12,55.6954,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:34 UTC 2014,83,0.12,55.6954,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:46 UTC 2014,47.5947,0.12,55.2659,0.7667,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:57 UTC 2014,58.4089,0.12,54.6929,0.7,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:39:09 UTC 2014,58.4089,0.12,54.6929,0.7,0,1,,
Thu Feb 20 15:39:16 UTC 2014,58.4089,0.12,54.6929,0.7,0,1,,
Thu Feb 20 15:39:22 UTC 2014,58.4089,0.12,54.6929,0.7,0,1,,
Thu Feb 20 15:39:28 UTC 2014,55.3408,0.12,54.0645,0.7667,0,1,,
Thu Feb 20 15:39:34 UTC 2014,55.3408,0.12,54.0645,0.7667,0,1,,
Thu Feb 20 15:39:40 UTC 2014,55.3408,0.12,54.0645,0.7667,0,1,,
Thu Feb 20 15:39:45 UTC 2014,55.3408,0.12,54.0645,0.7667,0,1,,
Thu Feb 20 15:39:51 UTC 2014,55.3408,0.12,54.0645,0.7667,0,1,,
Thu Feb 20 15:39:57 UTC 2014,55.3408,0.12,54.0645,0.7667,0,1,,
Thu Feb 20 15:40:02 UTC 2014,55.3408,0.12,54.0645,0.7667,0,1,,
Thu Feb 20 15:40:08 UTC 2014,63.664,0.12,55.1218,0.7742,0,1,,
Thu Feb 20 15:40:14 UTC 2014,63.664,0.12,55.1218,0.7742,0,1,,
Thu Feb 20 15:40:19 UTC 2014,63.664,0.12,55.1218,0.7742,0,1,,
Thu Feb 20 15:40:24 UTC 2014,42.551,0.12,55.1257,0.7,0,1,,
Thu Feb 20 15:40:30 UTC 2014,42.551,0.12,55.1257,0.7,0,1,,
Thu Feb 20 15:40:36 UTC 2014,42.551,0.12,55.1257,0.7,0,1,,
Thu Feb 20 15:40:41 UTC 2014,42.551,0.12,55.1257,0.7,0,1,,
Thu Feb 20 15:40:46 UTC 2014,68.5,0.12,55.1608,0.8333,0,1,,
Thu Feb 20 15:40:52 UTC 2014,68.5,0.12,55.1608,0.8333,0,1,,
Thu Feb 20 15:40:57 UTC 2014,68.5,0.12,55.1608,0.8333,0,1,,
Thu Feb 20 15:41:02 UTC 2014,96.2038,0.12,54.7206,0.8333,0,1,,
Thu Feb 20 15:41:07 UTC 2014,96.2038,0.12,54.7206,0.8333,0,1,,
Thu Feb 20 15:41:13 UTC 2014,96.2038,0.12,54.7206,0.8333,0,1,,
Thu Feb 20 15:41:18 UTC 2014,95.6044,0.12,54.7662,0.7667,0,1,,
Thu Feb 20 15:41:24 UTC 2014,95.6044,0.12,54.7662,0.7667,0,1,,
Thu Feb 20 15:41:30 UTC 2014,95.6044,0.12,54.7662,0.7667,0,1,,
Thu Feb 20 15:41:35 UTC 2014,95.6044,0.12,54.7662,0.7667,0,1,,
Thu Feb 20 15:41:40 UTC 2014,93.2068,0.12,53.8216,0.7667,0,1,,
Thu Feb 20 15:41:46 UTC 2014,93.2068,0.12,53.8216,0.7667,0,1,,
Thu Feb 20 15:41:51 UTC 2014,89.8594,0.12,53.837,0.8,0,1,,
Thu Feb 20 15:41:56 UTC 2014,89.8594,0.12,53.837,0.8,0,1,,
Thu Feb 20 15:42:01 UTC 2014,89.8594,0.12,53.837,0.8,0,1,,
Thu Feb 20 15:42:07 UTC 2014,89.8594,0.12,53.837,0.8,0,1,,
Thu Feb 20 15:42:12 UTC 2014,96.5105,0.12,52.6198,0.7742,0,1,,
Thu Feb 20 15:42:17 UTC 2014,96.5105,0.12,52.6198,0.7742,0,1,,
Thu Feb 20 15:42:22 UTC 2014,92.2156,0.12,55.9077,0.7742,0,1,,
Thu Feb 20 15:42:28 UTC 2014,92.2156,0.12,55.9077,0.7742,0,1,,
Thu Feb 20 15:42:33 UTC 2014,92.2156,0.12,55.9077,0.7742,0,1,,
Thu Feb 20 15:42:38 UTC 2014,92.2156,0.12,55.9077,0.7742,0,1,,
Thu Feb 20 15:42:44 UTC 2014,92.2156,0.12,55.9077,0.7742,0,1,,
Thu Feb 20 15:42:49 UTC 2014,76.5182,0.12,56.0128,0.6333,0,1,,
Thu Feb 20 15:42:54 UTC 2014,76.5182,0.12,56.0128,0.6333,0,1,,
Thu Feb 20 15:42:59 UTC 2014,80.2231,0.12,53.8026,0.6333,0,1,,
Thu Feb 20 15:43:04 UTC 2014,80.2231,0.12,53.8026,0.6333,0,1,,
Thu Feb 20 15:43:10 UTC 2014,80.9428,0.12,54.3686,0.6333,0,1,,
Thu Feb 20 15:43:15 UTC 2014,80.9428,0.12,54.3686,0.6333,0,1,,
Thu Feb 20 15:43:20 UTC 2014,80.9428,0.12,54.3686,0.6333,0,1,,
Thu Feb 20 15:43:25 UTC 2014,90.9543,0.12,55.0959,0.9,0,1,,
Thu Feb 20 15:43:30 UTC 2014,79.1374,0.12,53.416,0.9,0,1,,
Thu Feb 20 15:43:35 UTC 2014,79.1374,0.12,53.416,0.9,0,1,,
Thu Feb 20 15:43:41 UTC 2014,79.1374,0.12,53.416,0.9,0,1,,
Thu Feb 20 15:43:46 UTC 2014,96.2,0.12,52.5638,0.7742,0,1,,
Thu Feb 20 15:43:52 UTC 2014,77.2036,0.12,55.3969,0.7742,0,1,,
Thu Feb 20 15:43:57 UTC 2014,77.2036,0.12,55.3969,0.7742,0,1,,
Thu Feb 20 15:44:02 UTC 2014,77.2036,0.12,55.3969,0.7742,0,1,,
Thu Feb 20 15:44:07 UTC 2014,77.2036,0.12,55.3969,0.7742,0,1,,
Thu Feb 20 15:44:12 UTC 2014,76.7984,0.12,55.8648,0.7742,0,1,,
Thu Feb 20 15:44:18 UTC 2014,86.2588,0.12,55.6392,0.7,0,1,,
Thu Feb 20 15:44:23 UTC 2014,86.2588,0.12,55.6392,0.7,0,1,,
Thu Feb 20 15:44:28 UTC 2014,85.2113,0.12,55.7445,0.7,0,1,,
Thu Feb 20 15:44:34 UTC 2014,85.2113,0.12,55.7445,0.7,0,1,,
Thu Feb 20 15:44:39 UTC 2014,85.2113,0.12,55.7445,0.7,0,1,,
Thu Feb 20 15:44:45 UTC 2014,85.2113,0.12,55.7445,0.7,0,1,,
Thu Feb 20 15:44:50 UTC 2014,95.1049,0.12,54.2963,0.8065,0,1,,
Thu Feb 20 15:44:56 UTC 2014,95.1049,0.12,54.2963,0.8065,0,1,,
Thu Feb 20 15:45:01 UTC 2014,95.1049,0.12,54.2963,0.8065,0,1,,
Thu Feb 20 15:45:07 UTC 2014,95.1049,0.12,54.2963,0.8065,0,1,,
Thu Feb 20 15:45:13 UTC 2014,95.1049,0.12,54.2963,0.8065,0,1,,
Thu Feb 20 15:45:18 UTC 2014,95.3,0.12,54.6876,0.8,0,1,,
Thu Feb 20 15:45:24 UTC 2014,95.3,0.12,54.6876,0.8,0,1,,
Thu Feb 20 15:45:29 UTC 2014,95.3,0.12,54.6876,0.8,0,1,,
Thu Feb 20 15:45:35 UTC 2014,93.4739,0.12,55.1105,0.8,0,1,,
Thu Feb 20 15:45:40 UTC 2014,93.4739,0.12,55.1105,0.8,0,1,,
Thu Feb 20 15:45:45 UTC 2014,93.4739,0.12,55.1105,0.8,0,1,,
Thu Feb 20 15:45:51 UTC 2014,93.4739,0.12,55.1105,0.8,0,1,,
Thu Feb 20 15:45:56 UTC 2014,93.4739,0.12,55.1105,0.8,0,1,,
Thu Feb 20 15:46:02 UTC 2014,93.4739,0.12,55.1105,0.8,0,1,,
Thu Feb 20 15:46:07 UTC 2014,93.4739,0.12,55.1105,0.8,0,1,,
Thu Feb 20 15:46:14 UTC 2014,96.2038,0.12,52.2829,0.7742,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:25 UTC 2014,96.2038,0.12,52.2829,0.7742,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:37 UTC 2014,96.9031,0.12,52.7787,0.7742,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:48 UTC 2014,96.9031,0.12,52.7787,0.7742,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:47:00 UTC 2014,96.9,0.12,49.0977,0.7812,0,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:47:12 UTC 2014,96.9,0.12,49.0977,0.7812,0,1,,
Thu Feb 20 15:47:18 UTC 2014,96.9,0.12,49.0977,0.7812,0,1,,
Thu Feb 20 15:47:24 UTC 2014,96.9,0.12,49.0977,0.7812,0,1,,
Thu Feb 20 15:47:30 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:47:35 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:47:41 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:47:46 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:47:52 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:47:57 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:48:04 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:48:10 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:48:16 UTC 2014,96.4036,0.12,48.0016,0.7812,0,1,,
Thu Feb 20 15:48:21 UTC 2014,96.5,0.12,56.2604,0.7667,0,1,,
