75.468,0.48,4
78.1101,0.48,4
79.4767,0.48,4
79.4767,0.48,4
80.5331,0.48,4
77.5314,0.48,4
77.7058,0.48,4
80.2124,0.48,4
69.8343,0.48,4
69.277,0.48,4
68.6024,0.48,4
65.2421,0.48,4
73.473,0.48,4
79.6249,0.48,4
72.3735,0.48,4
66.5782,0.48,4
66.3165,0.48,4
66.3165,0.48,4
65.2713,0.48,4
63.5014,0.48,4
66.4504,0.48,4
64.9975,0.48,4
63.9385,0.48,4
64.8731,0.48,4
64.8731,0.48,4
65.7283,0.48,4
66.5066,0.48,4
72.8982,0.48,4
72.8982,0.48,4
73.4853,0.48,4
65.4324,0.48,4
65.5398,0.36,3
65.8802,0.36,3
63.902,0.36,3
63.7116,0.36,3
63.7116,0.36,3
63.7116,0.36,3
61.9982,0.36,3
60.6741,0.36,3
66.0987,0.36,3
67.1656,0.36,3
67.1656,0.36,3
67.7476,0.36,3
67.7476,0.36,3
69.1175,0.36,3
73.1674,0.36,3
73.1674,0.36,3
73.1674,0.36,3
71.9425,0.36,3
74.5823,0.36,3
71.5157,0.36,3
71.5157,0.36,3
71.86,0.36,3
71.86,0.36,3
73.5785,0.36,3
73.7949,0.36,3
73.7949,0.36,3
