Time ,memUsage ,cpuUsage ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 13:57:55 UTC 2014,9.9607,0.3003,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 13:58:05 UTC 2014,9.9607,0.3003,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 13:58:14 UTC 2014,9.9607,0.3996,0.12,1,,
Thu Feb 20 13:58:24 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 13:58:29 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 13:58:34 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 13:58:40 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 13:58:46 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 13:58:51 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 13:58:56 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 13:59:02 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 13:59:07 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 13:59:12 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 13:59:18 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 13:59:24 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 13:59:29 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 13:59:35 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 13:59:40 UTC 2014,9.9667,0.1002,0.12,1,,
Thu Feb 20 13:59:45 UTC 2014,9.9667,0.1002,0.12,1,,
Thu Feb 20 13:59:51 UTC 2014,9.9667,0.1002,0.12,1,,
Thu Feb 20 13:59:56 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:00:02 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:00:08 UTC 2014,9.9607,0.2994,0.12,1,,
Thu Feb 20 14:00:14 UTC 2014,9.9607,0.2994,0.12,1,,
Thu Feb 20 14:00:19 UTC 2014,9.9607,0.2994,0.12,1,,
Thu Feb 20 14:00:25 UTC 2014,9.9607,0.2994,0.12,1,,
Thu Feb 20 14:00:30 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:00:35 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:00:41 UTC 2014,9.9667,0.1003,0.12,1,,
Thu Feb 20 14:00:46 UTC 2014,9.9667,0.1003,0.12,1,,
Thu Feb 20 14:00:51 UTC 2014,9.9667,0.1003,0.12,1,,
Thu Feb 20 14:00:57 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:01:02 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:01:08 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:01:13 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:01:18 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:01:24 UTC 2014,9.9667,0.1002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:01:33 UTC 2014,9.9667,0.1002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:01:43 UTC 2014,9.9667,0.2002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:01:52 UTC 2014,9.9667,0.2002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:02 UTC 2014,9.9607,0.1001,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:12 UTC 2014,9.9607,0.1998,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:21 UTC 2014,9.9667,0.1002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:30 UTC 2014,9.9667,0.1002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:40 UTC 2014,9.9667,0.1002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:49 UTC 2014,9.9667,0.1002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:02:59 UTC 2014,9.9607,0.1003,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:09 UTC 2014,9.9607,0.2004,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:18 UTC 2014,9.9607,0.2004,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:28 UTC 2014,9.9667,0.2004,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:37 UTC 2014,9.9667,0.3,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:47 UTC 2014,9.9667,0.3,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:03:57 UTC 2014,9.9607,0,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:07 UTC 2014,9.9607,0,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:17 UTC 2014,9.9607,0.1998,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:27 UTC 2014,9.9667,0.1003,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:36 UTC 2014,9.9667,0.1003,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:46 UTC 2014,9.9667,0.2,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:04:56 UTC 2014,9.9607,0.3996,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:05 UTC 2014,9.9607,0.1002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:14 UTC 2014,9.9607,0.1002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:24 UTC 2014,9.9667,0.2002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:34 UTC 2014,9.9667,0.2002,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:43 UTC 2014,9.9667,0.1001,0.12,1,CassandraNode_scaleIn,CassandraNode
Thu Feb 20 14:05:52 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:05:58 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:06:03 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:06:09 UTC 2014,9.9607,0.1,0.12,1,,
Thu Feb 20 14:06:14 UTC 2014,9.9607,0.1,0.12,1,,
Thu Feb 20 14:06:20 UTC 2014,9.9607,0.1,0.12,1,,
Thu Feb 20 14:06:25 UTC 2014,9.9667,0.1001,0.12,1,,
Thu Feb 20 14:06:31 UTC 2014,9.9667,0.1001,0.12,1,,
Thu Feb 20 14:06:36 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:06:42 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:06:47 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:06:52 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:06:58 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:07:03 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:07:08 UTC 2014,9.9607,0.3,0.12,1,,
Thu Feb 20 14:07:14 UTC 2014,9.9607,0.3,0.12,1,,
Thu Feb 20 14:07:19 UTC 2014,9.9607,0.3,0.12,1,,
Thu Feb 20 14:07:25 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:07:30 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:07:36 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:07:41 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:07:46 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:07:52 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:07:57 UTC 2014,9.9607,0.1001,0.12,1,,
Thu Feb 20 14:08:03 UTC 2014,9.9607,0.1001,0.12,1,,
Thu Feb 20 14:08:08 UTC 2014,9.9607,0.1001,0.12,1,,
Thu Feb 20 14:08:14 UTC 2014,9.9547,0.1001,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:23 UTC 2014,9.9607,0.1,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:32 UTC 2014,9.9607,0.1,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:41 UTC 2014,9.9607,0.2002,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:08:51 UTC 2014,9.9607,0.2002,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:09:00 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:09:08 UTC 2014,9.9547,0.2994,0.12,1,,
Thu Feb 20 14:09:14 UTC 2014,9.9547,0.2994,0.12,1,,
Thu Feb 20 14:09:20 UTC 2014,9.9547,0.2994,0.12,1,,
Thu Feb 20 14:09:25 UTC 2014,9.9607,0.1001,0.12,1,,
Thu Feb 20 14:09:30 UTC 2014,9.9607,0.1001,0.12,1,,
Thu Feb 20 14:09:36 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:09:41 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:09:46 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:09:51 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:09:57 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:10:02 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:10:08 UTC 2014,9.9607,0.1,0.12,1,,
Thu Feb 20 14:10:14 UTC 2014,9.9607,0.1,0.12,1,,
Thu Feb 20 14:10:19 UTC 2014,9.9607,0.1,0.12,1,,
Thu Feb 20 14:10:25 UTC 2014,9.9607,0.1,0.12,1,,
Thu Feb 20 14:10:31 UTC 2014,9.9607,0.1,0.12,1,,
Thu Feb 20 14:10:36 UTC 2014,9.9667,0.1002,0.12,1,,
Thu Feb 20 14:10:41 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:10:47 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:10:52 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:10:58 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:11:03 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:11:09 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:11:14 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:11:20 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:11:25 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:11:30 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:11:36 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:11:41 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:11:47 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:11:52 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:11:57 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:12:03 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:12:09 UTC 2014,9.9607,0.2997,0.12,1,,
Thu Feb 20 14:12:14 UTC 2014,9.9607,0.2997,0.12,1,,
Thu Feb 20 14:12:20 UTC 2014,9.9607,0.2997,0.12,1,,
Thu Feb 20 14:12:25 UTC 2014,9.9667,0.1001,0.12,1,,
Thu Feb 20 14:12:31 UTC 2014,9.9667,0.1001,0.12,1,,
Thu Feb 20 14:12:36 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:12:41 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:12:47 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:12:52 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:12:58 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:13:03 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:13:09 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:13:14 UTC 2014,9.9607,0.3,0.12,1,,
Thu Feb 20 14:13:20 UTC 2014,9.9607,0.3,0.12,1,,
Thu Feb 20 14:13:25 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:13:30 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:13:36 UTC 2014,9.9667,0.3,0.12,1,,
Thu Feb 20 14:13:42 UTC 2014,9.9667,0.3,0.12,1,,
Thu Feb 20 14:13:47 UTC 2014,9.9667,0.3,0.12,1,,
Thu Feb 20 14:13:53 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:13:59 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:14:04 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:14:09 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:14:15 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:14:20 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:14:26 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:14:31 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:14:37 UTC 2014,9.9667,0,0.12,1,,
Thu Feb 20 14:14:42 UTC 2014,9.9667,0.1,0.12,1,,
Thu Feb 20 14:14:48 UTC 2014,9.9667,0.1,0.12,1,,
Thu Feb 20 14:14:54 UTC 2014,9.9607,0.1001,0.12,1,,
Thu Feb 20 14:14:59 UTC 2014,9.9607,0.1001,0.12,1,,
Thu Feb 20 14:15:05 UTC 2014,9.9607,0.1001,0.12,1,,
Thu Feb 20 14:15:10 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:15:16 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:15:22 UTC 2014,9.9607,0.1002,0.12,1,,
Thu Feb 20 14:15:27 UTC 2014,9.9667,0.2004,0.12,1,,
Thu Feb 20 14:15:33 UTC 2014,9.9667,0.2004,0.12,1,,
Thu Feb 20 14:15:38 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:15:44 UTC 2014,9.9667,0.2002,0.12,1,AppServer_scaleOut,AppServer
Thu Feb 20 14:15:53 UTC 2014,9.9607,0.2,0.12,1,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:03 UTC 2014,9.9607,0.2,0.12,1,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:12 UTC 2014,9.9607,0.2002,0.12,1,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:22 UTC 2014,9.9667,0.2002,0.12,1,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:32 UTC 2014,9.9667,0.2002,0.12,1,AppServer_scaleOut,AppServer
Thu Feb 20 14:16:41 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:16:47 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:16:52 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:16:58 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:17:03 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:17:09 UTC 2014,9.9607,0.2002,0.12,1,,
Thu Feb 20 14:17:14 UTC 2014,9.9607,0.2,0.12,1,,
Thu Feb 20 14:17:20 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:17:25 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:17:31 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:17:36 UTC 2014,9.9667,0.2,0.12,1,,
Thu Feb 20 14:17:42 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:17:47 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:17:53 UTC 2014,9.9667,0.2002,0.12,1,,
Thu Feb 20 14:17:59 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:18:04 UTC 2014,9.9607,0,0.12,1,,
Thu Feb 20 14:18:10 UTC 2014,9.9595,0.2,0.12,1,,
Thu Feb 20 14:18:15 UTC 2014,9.9595,0.2,0.12,1,,
Thu Feb 20 14:18:21 UTC 2014,9.9595,0.2,0.12,1,,
Thu Feb 20 14:18:26 UTC 2014,9.9595,0.2,0.12,1,,
Thu Feb 20 14:18:31 UTC 2014,9.9595,0.2,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:18:41 UTC 2014,9.9595,0.3,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:18:51 UTC 2014,9.9595,0.3,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:19:01 UTC 2014,9.9595,0.3,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:19:10 UTC 2014,9.9595,0.1002,0.12,1,,
Thu Feb 20 14:19:19 UTC 2014,9.9595,0.1002,0.12,1,,
Thu Feb 20 14:19:24 UTC 2014,9.9716,0.2002,0.12,1,,
Thu Feb 20 14:19:30 UTC 2014,9.9716,0.2002,0.12,1,,
Thu Feb 20 14:19:35 UTC 2014,9.9716,0.2002,0.12,1,,
Thu Feb 20 14:19:41 UTC 2014,9.9716,0.2002,0.12,1,,
Thu Feb 20 14:19:47 UTC 2014,9.9716,0.2002,0.12,1,,
Thu Feb 20 14:19:52 UTC 2014,9.9716,0.1001,0.12,1,,
Thu Feb 20 14:19:57 UTC 2014,9.9716,0.1001,0.12,1,,
Thu Feb 20 14:20:04 UTC 2014,9.9716,0.1001,0.12,1,,
Thu Feb 20 14:20:10 UTC 2014,9.9716,0.1001,0.12,1,,
Thu Feb 20 14:20:15 UTC 2014,9.9656,0.2997,0.12,1,,
Thu Feb 20 14:20:20 UTC 2014,9.9656,0.2997,0.12,1,,
Thu Feb 20 14:20:26 UTC 2014,9.9656,0.2997,0.12,1,,
Thu Feb 20 14:20:31 UTC 2014,9.9656,0.2997,0.12,1,,
Thu Feb 20 14:20:37 UTC 2014,9.9716,0.1002,0.12,1,,
Thu Feb 20 14:20:43 UTC 2014,9.9716,0.1002,0.12,1,,
Thu Feb 20 14:20:48 UTC 2014,9.9716,0.1002,0.12,1,,
Thu Feb 20 14:20:54 UTC 2014,9.9716,0.1002,0.12,1,,
Thu Feb 20 14:20:59 UTC 2014,9.9716,0.1002,0.12,1,,
Thu Feb 20 14:21:04 UTC 2014,9.9716,0.3,0.12,1,,
Thu Feb 20 14:21:10 UTC 2014,9.9716,0.3,0.12,1,,
Thu Feb 20 14:21:15 UTC 2014,9.9716,0.3,0.12,1,,
Thu Feb 20 14:21:21 UTC 2014,9.9716,0.1998,0.12,1,,
Thu Feb 20 14:21:27 UTC 2014,9.9716,0.1998,0.12,1,,
Thu Feb 20 14:21:32 UTC 2014,9.9716,0.1998,0.12,1,,
Thu Feb 20 14:21:38 UTC 2014,9.9716,0.1998,0.12,1,,
Thu Feb 20 14:21:43 UTC 2014,9.9716,0,0.12,1,,
Thu Feb 20 14:21:49 UTC 2014,9.9716,0,0.12,1,,
Thu Feb 20 14:21:55 UTC 2014,9.9716,0,0.12,1,,
Thu Feb 20 14:22:00 UTC 2014,9.9716,0,0.12,1,,
Thu Feb 20 14:22:06 UTC 2014,9.9716,0,0.12,1,,
Thu Feb 20 14:22:11 UTC 2014,9.9716,0,0.12,1,,
Thu Feb 20 14:22:17 UTC 2014,9.9656,0.1001,0.12,1,,
Thu Feb 20 14:22:23 UTC 2014,9.9656,0.1001,0.12,1,,
Thu Feb 20 14:22:29 UTC 2014,9.9656,0.1001,0.12,1,,
Thu Feb 20 14:22:34 UTC 2014,9.9656,0.1001,0.12,1,,
Thu Feb 20 14:22:39 UTC 2014,9.972,0.1001,0.12,1,,
Thu Feb 20 14:22:45 UTC 2014,9.972,0.1001,0.12,1,,
Thu Feb 20 14:22:51 UTC 2014,9.972,0,0.12,1,,
Thu Feb 20 14:22:56 UTC 2014,9.972,0,0.12,1,,
Thu Feb 20 14:23:01 UTC 2014,9.972,0,0.12,1,,
Thu Feb 20 14:23:07 UTC 2014,9.972,0,0.12,1,,
Thu Feb 20 14:23:12 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:23:18 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:23:23 UTC 2014,9.972,0.2004,0.12,1,,
Thu Feb 20 14:23:29 UTC 2014,9.972,0.2004,0.12,1,,
Thu Feb 20 14:23:34 UTC 2014,9.972,0.2004,0.12,1,,
Thu Feb 20 14:23:39 UTC 2014,9.978,0.2002,0.12,1,,
Thu Feb 20 14:23:45 UTC 2014,9.978,0.2002,0.12,1,,
Thu Feb 20 14:23:50 UTC 2014,9.978,0.2002,0.12,1,,
Thu Feb 20 14:23:56 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:24:02 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:24:08 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:24:13 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:24:19 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:24:24 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:24:29 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:24:35 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:24:42 UTC 2014,9.978,0.1001,0.12,1,,
Thu Feb 20 14:24:47 UTC 2014,9.978,0.1001,0.12,1,,
Thu Feb 20 14:24:52 UTC 2014,9.978,0.1001,0.12,1,,
Thu Feb 20 14:24:58 UTC 2014,9.978,0.2002,0.12,1,,
Thu Feb 20 14:25:04 UTC 2014,9.978,0.2002,0.12,1,,
Thu Feb 20 14:25:09 UTC 2014,9.978,0.2002,0.12,1,,
Thu Feb 20 14:25:14 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:25:20 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:25:25 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:25:31 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:25:37 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:25:42 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:25:48 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:25:54 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:25:59 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:26:05 UTC 2014,9.978,0.2,0.12,1,,
Thu Feb 20 14:26:11 UTC 2014,9.978,0.2,0.12,1,,
Thu Feb 20 14:26:16 UTC 2014,9.972,0.1001,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:25 UTC 2014,9.972,0.1001,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:35 UTC 2014,9.972,0,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:45 UTC 2014,9.972,0,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:26:54 UTC 2014,9.972,0.2,0.12,1,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 14:27:04 UTC 2014,9.972,0.2997,0.12,1,,
Thu Feb 20 14:27:10 UTC 2014,9.972,0.2997,0.12,1,,
Thu Feb 20 14:27:16 UTC 2014,9.972,0.2997,0.12,1,,
Thu Feb 20 14:27:21 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:27:27 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:27:34 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:27:39 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:27:44 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:27:50 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:27:56 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:28:02 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:28:08 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:28:14 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:28:19 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:28:25 UTC 2014,9.972,0.2002,0.12,1,,
Thu Feb 20 14:28:30 UTC 2014,9.972,0.3,0.12,1,,
Thu Feb 20 14:28:36 UTC 2014,9.972,0.3,0.12,1,,
Thu Feb 20 14:28:41 UTC 2014,9.972,0.3,0.12,1,,
Thu Feb 20 14:28:47 UTC 2014,9.972,0.1001,0.12,1,,
Thu Feb 20 14:28:53 UTC 2014,9.972,0.1001,0.12,1,,
Thu Feb 20 14:28:59 UTC 2014,9.972,0.1001,0.12,1,,
Thu Feb 20 14:29:04 UTC 2014,9.972,0.1001,0.12,1,,
Thu Feb 20 14:29:10 UTC 2014,9.972,0.1001,0.12,1,,
Thu Feb 20 14:29:15 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:29:21 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:29:26 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:29:32 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:29:37 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:29:44 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:29:49 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:29:54 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:30:00 UTC 2014,9.966,0.2,0.12,1,,
Thu Feb 20 14:30:06 UTC 2014,9.966,0.2,0.12,1,,
Thu Feb 20 14:30:11 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:30:17 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:30:22 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:30:28 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:30:33 UTC 2014,9.966,0.3,0.12,1,,
Thu Feb 20 14:30:39 UTC 2014,9.972,0.1002,0.12,1,,
Thu Feb 20 14:30:45 UTC 2014,9.972,0.2,0.12,1,,
Thu Feb 20 14:30:51 UTC 2014,9.972,0.2,0.12,1,,
Thu Feb 20 14:30:56 UTC 2014,9.972,0.2,0.12,1,,
Thu Feb 20 14:31:02 UTC 2014,9.972,0.2,0.12,1,,
Thu Feb 20 14:31:07 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:31:13 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:31:19 UTC 2014,9.966,0.1002,0.12,1,,
Thu Feb 20 14:31:24 UTC 2014,9.972,0,0.12,1,,
Thu Feb 20 14:31:30 UTC 2014,9.972,0,0.12,1,,
Thu Feb 20 14:31:35 UTC 2014,9.972,0,0.12,1,,
Thu Feb 20 14:31:40 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:31:46 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:31:51 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:31:56 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:32:02 UTC 2014,9.972,0.1003,0.12,1,,
Thu Feb 20 14:32:08 UTC 2014,9.9644,0.1,0.12,1,,
Thu Feb 20 14:32:13 UTC 2014,9.9644,0.1,0.12,1,,
